NX_A0A075B6H9-1	ENST00000390282
NX_Q9NSV4-6	ENST00000400319
NX_Q9NSV4-7	ENST00000267215
NX_Q9NSY0-2	ENST00000423469
NX_Q9NSY0-3	ENST00000442628
NX_Q9NSY0-4	ENST00000531729
NX_Q9NSY0-5	ENST00000533093
NX_Q9NSY1-1	ENST00000335016
NX_Q9NSY1-2	ENST00000502871
NX_Q9NSY2-1	ENST00000302824
NX_Q9NSY2-3	ENST00000325346
NX_Q9NT22-1	ENST00000332312
NX_Q9NT22-2	ENST00000332312
NX_Q9NT62-1	ENST00000283290
NX_Q9NT62-2	ENST00000402314
NX_Q9NT68-1	ENST00000518659
NX_Q9NT99-1	ENST00000389201
NX_Q9NT99-1	ENST00000599957
NX_Q9NTG1-1	ENST00000253255
NX_Q9NTG7-1	ENST00000382743
NX_Q9NTG7-2	ENST00000382743
NX_Q9NTG7-2	ENST00000525319
NX_Q9NTG7-2	ENST00000529382
NX_Q9NTG7-2	ENST00000532837
NX_Q9NTI2-1	ENST00000381655
NX_Q9NTI5-1	ENST00000315596
NX_Q9NTI5-2	ENST00000450460
NX_Q9NTI5-3	ENST00000498550
NX_Q9NTI5-4	ENST00000493653
NX_Q9NTI7-1	ENST00000357260
NX_Q9NTI7-2	ENST00000444059
NX_Q9NTJ3-1	ENST00000344722
NX_Q9NTJ3-1	ENST00000357388
NX_Q9NTJ3-2	ENST00000462787
NX_Q9NTJ4-1	ENST00000267978
NX_Q9NTJ4-2	ENST00000569482
NX_Q9NTJ4-3	ENST00000563622
NX_Q9NTJ4-4	ENST00000565683
NX_Q9NTJ5-1	ENST00000389061
NX_Q9NTJ5-2	ENST00000441228
NX_Q9NTK1-1	ENST00000298295
NX_Q9NTK5-1	ENST00000284719
NX_Q9NTK5-1	ENST00000409546
NX_Q9NTK5-2	ENST00000284719
NX_Q9NTK5-2	ENST00000344357
NX_Q9NTK5-2	ENST00000409546
NX_Q9NTK5-3	ENST00000428402
NX_Q9NTM9-1	ENST00000370476
NX_Q9NTN3-1	ENST00000235345
NX_Q9NTN9-1	ENST00000370250
NX_Q9NTN9-1	ENST00000521006
NX_Q9NTN9-2	ENST00000210633
NX_Q9NTN9-3	ENST00000517724
NX_Q9NTQ9-1	ENST00000339480
NX_Q9NTU7-1	ENST00000064571
NX_Q9NTW7-1	ENST00000361387
NX_Q9NTW7-2	ENST00000371523
NX_Q9NTW7-3	ENST00000371518
NX_Q9NTW7-4	ENST00000371515
NX_Q9NTX5-1	ENST00000531967
NX_Q9NTX5-2	ENST00000430841
NX_Q9NTX5-2	ENST00000454859
NX_Q9NTX5-2	ENST00000474289
NX_Q9NTX5-2	ENST00000531967
NX_Q9NTX5-3	ENST00000430841
NX_Q9NTX5-3	ENST00000454591
NX_Q9NTX5-3	ENST00000454859
NX_Q9NTX5-3	ENST00000474289
NX_Q9NTX5-3	ENST00000531967
NX_Q9NTX5-4	ENST00000368289
NX_Q9NTX5-4	ENST00000368291
NX_Q9NTX5-4	ENST00000528402
NX_Q9NTX5-5	ENST00000368289
NX_Q9NTX5-5	ENST00000368291
NX_Q9NTX7-1	ENST00000368314
NX_Q9NTX7-1	ENST00000610153
NX_Q9NTX7-1	ENST00000616343
NX_Q9NTX7-2	ENST00000309649
NX_Q9NTX7-2	ENST00000356799
NX_Q9NTX7-2	ENST00000368314
NX_Q9NTX7-2	ENST00000608991
NX_Q9NTX7-2	ENST00000610153
NX_Q9NTX7-2	ENST00000616343
NX_Q9NTX9-1	ENST00000358293
NX_Q9NTX9-1	ENST00000360816
NX_Q9NTZ6-1	ENST00000359646
NX_Q9NTZ6-1	ENST00000374104
NX_Q9NTZ6-1	ENST00000374114
NX_Q9NU02-1	ENST00000378380
NX_Q9NU02-1	ENST00000378392
NX_Q9NU19-1	ENST00000373491
NX_Q9NU22-1	ENST00000369393
NX_Q9NU22-1	ENST00000629399
NX_Q9NU23-1	ENST00000523377
NX_Q9NU39-1	ENST00000306507
NX_Q9NU53-1	ENST00000367419
NX_Q9NU63-1	ENST00000376881
NX_Q9NU63-2	ENST00000376883
NX_Q9NU63-3	ENST00000488757
NX_Q9NUA8-1	ENST00000375647
NX_Q9NUA8-1	ENST00000404138
NX_Q9NUB1-1	ENST00000323482
NX_Q9NUB1-3	ENST00000537502
NX_Q9NUB1-4	ENST00000432802
NX_Q9NUB4-1	ENST00000380589
NX_Q9NUB4-1	ENST00000603872
NX_Q9NUC0-1	ENST00000367012
NX_Q9NUD7-1	ENST00000360321
NX_Q9NUD9-1	ENST00000078527
NX_Q9NUD9-1	ENST00000374145
NX_Q9NUE0-1	ENST00000374142
NX_Q9NUE0-2	ENST00000374141
NX_Q9NUE0-2	ENST00000374142
NX_Q9NUG4-2	ENST00000262659
NX_Q9NUG6-1	ENST00000202017
NX_Q9NUH8-1	ENST00000379542
NX_Q9NUH8-2	ENST00000379530
NX_Q9NUI1-1	ENST00000219481
NX_Q9NUI1-2	ENST00000439661
NX_Q9NUI1-3	ENST00000219481
NX_Q9NUJ1-1	ENST00000273359
NX_Q9NUJ1-2	ENST00000273359
NX_Q9NUJ1-2	ENST00000491580
NX_Q9NUJ1-2	ENST00000493784
NX_Q9NUJ1-3	ENST00000494817
NX_Q9NUJ3-1	ENST00000334274
NX_Q9NUJ3-1	ENST00000432887
NX_Q9NUJ3-1	ENST00000531632
NX_Q9NUJ7-1	ENST00000381657
NX_Q9NUJ7-1	ENST00000381663
NX_Q9NUJ7-1	ENST00000399012
NX_Q9NUK0-1	ENST00000370853
NX_Q9NUK0-2	ENST00000370839
NX_Q9NUK0-3	ENST00000370849
NX_Q9NUK0-4	ENST00000538204
NX_Q9NUK0-5	ENST00000370844
NX_Q9NUK0-5	ENST00000370849
NX_Q9NUK0-5	ENST00000370853
NX_Q9NUK0-5	ENST00000394311
NX_Q9NUL3-1	ENST00000524300
NX_Q9NUL3-2	ENST00000522695
NX_Q9NUL3-3	ENST00000355780
NX_Q9NUL3-3	ENST00000522509
NX_Q9NUL3-5	ENST00000524104
NX_Q9NUL3-6	ENST00000522695
NX_Q9NUL3-6	ENST00000523558
NX_Q9NUL3-6	ENST00000524300
NX_Q9NUL3-7	ENST00000521210
NX_Q9NUL3-8	ENST00000355780
NX_Q9NUL3-8	ENST00000517542
NX_Q9NUL3-8	ENST00000519961
NX_Q9NUL3-8	ENST00000521727
NX_Q9NUL3-8	ENST00000522509
NX_Q9NUL5-1	ENST00000253110
NX_Q9NUL5-2	ENST00000397881
NX_Q9NUL5-4	ENST00000591813
NX_Q9NUL7-1	ENST00000332395
NX_Q9NUM3-1	ENST00000336643
NX_Q9NUM3-1	ENST00000555840
NX_Q9NUM3-2	ENST00000557046
NX_Q9NUM3-3	ENST00000556605
NX_Q9NUM4-1	ENST00000396667
NX_Q9NUM4-1	ENST00000396668
NX_Q9NUN5-1	ENST00000370577
NX_Q9NUN5-2	ENST00000472827
NX_Q9NUN5-3	ENST00000370570
NX_Q9NUN5-3	ENST00000370577
NX_Q9NUN5-4	ENST00000472827
NX_Q9NUN7-1	ENST00000532485
NX_Q9NUN7-2	ENST00000525861
NX_Q9NUP1-1	ENST00000320776
NX_Q9NUP7-1	ENST00000370141
NX_Q9NUP7-2	ENST00000482437
NX_Q9NUP9-1	ENST00000278193
NX_Q9NUQ2-1	ENST00000285518
NX_Q9NUQ3-1	ENST00000380122
NX_Q9NUQ3-2	ENST00000398155
NX_Q9NUQ6-1	ENST00000358677
NX_Q9NUQ6-1	ENST00000409140
NX_Q9NUQ6-1	ENST00000409151
NX_Q9NUQ6-1	ENST00000409718
NX_Q9NUQ6-1	ENST00000409988
NX_Q9NUQ6-1	ENST00000451764
NX_Q9NUQ6-1	ENST00000619961
NX_Q9NUQ6-2	ENST00000360760
NX_Q9NUQ6-3	ENST00000451764
NX_Q9NUQ6-3	ENST00000619961
NX_Q9NUQ6-4	ENST00000409151
NX_Q9NUQ7-1	ENST00000264689
NX_Q9NUQ8-1	ENST00000429586
NX_Q9NUQ8-2	ENST00000292808
NX_Q9NUQ9-1	ENST00000401979
NX_Q9NUQ9-1	ENST00000517654
NX_Q9NUQ9-1	ENST00000519110
NX_Q9NUQ9-1	ENST00000519540
NX_Q9NUQ9-1	ENST00000519824
NX_Q9NUQ9-1	ENST00000522746
NX_Q9NUQ9-1	ENST00000523509
NX_Q9NUQ9-2	ENST00000401979
NX_Q9NUQ9-2	ENST00000517654
NX_Q9NUQ9-2	ENST00000519110
NX_Q9NUQ9-2	ENST00000519540
NX_Q9NUQ9-2	ENST00000519824
NX_Q9NUQ9-2	ENST00000522250
NX_Q9NUQ9-2	ENST00000522746
NX_Q9NUQ9-2	ENST00000522941
NX_Q9NUQ9-2	ENST00000523509
NX_Q9NUR3-1	ENST00000381894
NX_Q9NUS5-1	ENST00000246041
NX_Q9NUS5-1	ENST00000379567
NX_Q9NUS5-1	ENST00000615891
NX_Q9NUT2-1	ENST00000297504
NX_Q9NUT2-2	ENST00000358849
NX_Q9NUT2-3	ENST00000498578
NX_Q9NUT2-4	ENST00000482309
NX_Q9NUT2-4	ENST00000542328
NX_Q9NUT2-5	ENST00000297504
NX_Q9NUT2-5	ENST00000358849
NX_Q9NUT2-5	ENST00000482309
NX_Q9NUT2-5	ENST00000542328
NX_Q9NUU6-1	ENST00000274217
NX_Q9NUU7-1	ENST00000302243
NX_Q9NUU7-2	ENST00000575878
NX_Q9NUV7-1	ENST00000399002
NX_Q9NUV7-2	ENST00000476791
NX_Q9NUV9-1	ENST00000255945
NX_Q9NUW8-1	ENST00000335725
NX_Q9NUW8-1	ENST00000393454
NX_Q9NUW8-2	ENST00000555178
NX_Q9NUX5-1	ENST00000357628
NX_Q9NUY8-1	ENST00000394144
NX_Q9NUY8-2	ENST00000344949
NX_Q9NUZ1-1	ENST00000389811
NX_Q9NUZ1-3	ENST00000340561
NX_Q9NUZ1-4	ENST00000439055
NX_Q9NV06-1	ENST00000297579
NX_Q9NV06-1	ENST00000612750
NX_Q9NV06-1	ENST00000616836
NX_Q9NV06-2	ENST00000618975
NX_Q9NV12-1	ENST00000275767
NX_Q9NV23-1	ENST00000378228
NX_Q9NV23-2	ENST00000378217
NX_Q9NV29-1	ENST00000424486
NX_Q9NV29-1	ENST00000575734
NX_Q9NV31-1	ENST00000314852
NX_Q9NV31-1	ENST00000403490
NX_Q9NV35-1	ENST00000258662
NX_Q9NV39-1	ENST00000396008
NX_Q9NV44-1	ENST00000334165
NX_Q9NV56-1	ENST00000370487
NX_Q9NV58-1	ENST00000341084
NX_Q9NV58-1	ENST00000519449
NX_Q9NV58-3	ENST00000341084
NX_Q9NV58-3	ENST00000519449
NX_Q9NV64-1	ENST00000319172
NX_Q9NV64-2	ENST00000438581
NX_Q9NV66-1	ENST00000359626
NX_Q9NV66-2	ENST00000361660
NX_Q9NV70-1	ENST00000346134
NX_Q9NV70-1	ENST00000381295
NX_Q9NV70-2	ENST00000349598
NX_Q9NV72-1	ENST00000301093
NX_Q9NV72-1	ENST00000540331
NX_Q9NV72-2	ENST00000301093
NX_Q9NV72-2	ENST00000391785
NX_Q9NV72-2	ENST00000540331
NX_Q9NV79-1	ENST00000308824
NX_Q9NV79-2	ENST00000369758
NX_Q9NV79-3	ENST00000266078
NX_Q9NV88-1	ENST00000521022
NX_Q9NV88-2	ENST00000416984
NX_Q9NV88-3	ENST00000521022
NX_Q9NV88-3	ENST00000521777
NX_Q9NV92-1	ENST00000218652
NX_Q9NV92-1	ENST00000612570
NX_Q9NV96-1	ENST00000230461
NX_Q9NV96-2	ENST00000475111
NX_Q9NV96-3	ENST00000230461
NX_Q9NV96-3	ENST00000370050
NX_Q9NV96-3	ENST00000475111
NX_Q9NVA1-1	ENST00000374385
NX_Q9NVA1-2	ENST00000374384
NX_Q9NVA1-4	ENST00000349714
NX_Q9NVA1-5	ENST00000374380
NX_Q9NVA2-1	ENST00000264893
NX_Q9NVA2-2	ENST00000510515
NX_Q9NVA4-1	ENST00000296582
NX_Q9NVC3-1	ENST00000219320
NX_Q9NVC3-1	ENST00000570101
NX_Q9NVC6-1	ENST00000251871
NX_Q9NVC6-2	ENST00000530819
NX_Q9NVD3-1	ENST00000332131
NX_Q9NVD3-1	ENST00000399215
NX_Q9NVD3-2	ENST00000481477
NX_Q9NVD3-3	ENST00000399212
NX_Q9NVD3-4	ENST00000399207
NX_Q9NVD3-4	ENST00000399208
NX_Q9NVD7-1	ENST00000334956
NX_Q9NVD7-2	ENST00000530755
NX_Q9NVE4-1	ENST00000333861
NX_Q9NVE5-1	ENST00000251722
NX_Q9NVE5-1	ENST00000427112
NX_Q9NVE5-1	ENST00000450966
NX_Q9NVE5-2	ENST00000409945
NX_Q9NVE5-3	ENST00000427112
NX_Q9NVE5-3	ENST00000450966
NX_Q9NVE7-1	ENST00000378466
NX_Q9NVF7-1	ENST00000366862
NX_Q9NVF7-2	ENST00000424254
NX_Q9NVF9-1	ENST00000367202
NX_Q9NVF9-2	ENST00000367201
NX_Q9NVG8-1	ENST00000372648
NX_Q9NVG8-2	ENST00000223865
NX_Q9NVG8-3	ENST00000372648
NX_Q9NVH0-1	ENST00000312994
NX_Q9NVH0-1	ENST00000409018
NX_Q9NVH0-1	ENST00000409242
NX_Q9NVH0-1	ENST00000409949
NX_Q9NVH0-2	ENST00000312994
NX_Q9NVH0-2	ENST00000409014
NX_Q9NVH0-2	ENST00000409018
NX_Q9NVH0-2	ENST00000409242
NX_Q9NVH0-2	ENST00000409675
NX_Q9NVH0-2	ENST00000409949
NX_Q9NVH1-1	ENST00000377577
NX_Q9NVH1-3	ENST00000294401
NX_Q9NVH2-1	ENST00000366994
NX_Q9NVH2-2	ENST00000366993
NX_Q9NVH2-3	ENST00000366992
NX_Q9NVH2-4	ENST00000440600
NX_Q9NVH6-1	ENST00000334398
NX_Q9NVH6-2	ENST00000369439
NX_Q9NVH6-7	ENST00000334398
NX_Q9NVI1-1	ENST00000300027
NX_Q9NVI1-3	ENST00000310775
NX_Q9NVI1-4	ENST00000567996
NX_Q9NVI7-1	ENST00000378755
NX_Q9NVI7-2	ENST00000378756
NX_Q9NVI7-3	ENST00000339113
NX_Q9NVI7-3	ENST00000378756
NX_Q9NVI7-3	ENST00000536055
NX_Q9NVJ2-1	ENST00000256496
NX_Q9NVJ2-1	ENST00000611208
NX_Q9NVJ2-2	ENST00000419534
NX_Q9NVK5-1	ENST00000229395
NX_Q9NVK5-2	ENST00000327214
NX_Q9NVK5-3	ENST00000546072
NX_Q9NVL1-1	ENST00000359244
NX_Q9NVL1-2	ENST00000346333
NX_Q9NVL1-3	ENST00000426628
NX_Q9NVL8-1	ENST00000216445
NX_Q9NVM1-1	ENST00000270824
NX_Q9NVM4-1	ENST00000339507
NX_Q9NVM4-1	ENST00000441236
NX_Q9NVM4-3	ENST00000449359
NX_Q9NVM6-1	ENST00000220496
NX_Q9NVM9-1	ENST00000261191
NX_Q9NVM9-2	ENST00000261191
NX_Q9NVN3-1	ENST00000462949
NX_Q9NVN3-3	ENST00000355478
NX_Q9NVN3-4	ENST00000470960
NX_Q9NVN3-5	ENST00000392839
NX_Q9NVN8-1	ENST00000336470
NX_Q9NVN8-1	ENST00000360845
NX_Q9NVP1-1	ENST00000263239
NX_Q9NVP2-1	ENST00000263382
NX_Q9NVP4-1	ENST00000262547
NX_Q9NVP4-1	ENST00000358866
NX_Q9NVP4-2	ENST00000377630
NX_Q9NVP4-3	ENST00000609267
NX_Q9NVP4-4	ENST00000608192
NX_Q9NVQ4-1	ENST00000338446
NX_Q9NVQ4-1	ENST00000360570
NX_Q9NVQ4-1	ENST00000393034
NX_Q9NVQ4-1	ENST00000393035
NX_Q9NVQ4-1	ENST00000464668
NX_Q9NVQ4-2	ENST00000338446
NX_Q9NVQ4-3	ENST00000360570
NX_Q9NVR0-1	ENST00000319121
NX_Q9NVR2-1	ENST00000397977
NX_Q9NVR5-1	ENST00000298292
NX_Q9NVR5-2	ENST00000406043
NX_Q9NVR7-1	ENST00000338733
NX_Q9NVR7-1	ENST00000424280
NX_Q9NVR7-2	ENST00000446782
NX_Q9NVS2-1	ENST00000372133
NX_Q9NVS2-3	ENST00000372116
NX_Q9NVS9-1	ENST00000225573
NX_Q9NVS9-2	ENST00000225573
NX_Q9NVS9-2	ENST00000582171
NX_Q9NVS9-4	ENST00000434554
NX_Q9NVT9-1	ENST00000276569
NX_Q9NVT9-2	ENST00000458464
NX_Q9NVT9-2	ENST00000528721
NX_Q9NVU0-1	ENST00000299853
NX_Q9NVU0-2	ENST00000359210
NX_Q9NVU0-3	ENST00000564061
NX_Q9NVU0-4	ENST00000564209
NX_Q9NVU0-5	ENST00000418581
NX_Q9NVU7-1	ENST00000356260
NX_Q9NVU7-2	ENST00000356260
NX_Q9NVU7-2	ENST00000395710
NX_Q9NVV0-1	ENST00000374692
NX_Q9NVV2-1	ENST00000408991
NX_Q9NVV4-1	ENST00000263063
NX_Q9NVV4-2	ENST00000488290
NX_Q9NVV5-1	ENST00000275235
NX_Q9NVV5-2	ENST00000357847
NX_Q9NVV5-4	ENST00000357847
NX_Q9NVV5-5	ENST00000494282
NX_Q9NVV5-6	ENST00000629020
NX_Q9NVV9-1	ENST00000254250
NX_Q9NVV9-2	ENST00000345117
NX_Q9NVW2-1	ENST00000332687
NX_Q9NVW2-1	ENST00000349225
NX_Q9NVX0-1	ENST00000260372
NX_Q9NVX0-2	ENST00000260372
NX_Q9NVX0-2	ENST00000391623
NX_Q9NVX0-2	ENST00000568876
NX_Q9NVX0-3	ENST00000568876
NX_Q9NVX2-1	ENST00000442241
NX_Q9NVX2-2	ENST00000360831
NX_Q9NVX2-2	ENST00000442241
NX_Q9NVX2-2	ENST00000586869
NX_Q9NVX7-1	ENST00000395288
NX_Q9NVX7-1	ENST00000430070
NX_Q9NVX7-1	ENST00000526005
NX_Q9NVX7-1	ENST00000533290
NX_Q9NVX7-2	ENST00000430070
NX_Q9NVZ3-1	ENST00000337132
NX_Q9NVZ3-1	ENST00000492095
NX_Q9NVZ3-2	ENST00000443980
NX_Q9NVZ3-3	ENST00000496239
NX_Q9NVZ3-4	ENST00000457722
NX_Q9NW07-1	ENST00000597229
NX_Q9NW08-1	ENST00000228347
NX_Q9NW08-2	ENST00000228347
NX_Q9NW08-2	ENST00000539066
NX_Q9NW13-1	ENST00000223073
NX_Q9NW13-2	ENST00000415472
NX_Q9NW15-1	ENST00000292246
NX_Q9NW15-2	ENST00000350459
NX_Q9NW15-3	ENST00000396091
NX_Q9NW15-4	ENST00000451430
NX_Q9NW15-5	ENST00000414522
NX_Q9NW38-1	ENST00000233741
NX_Q9NW38-2	ENST00000402135
NX_Q9NW61-1	ENST00000326631
NX_Q9NW61-1	ENST00000589097
NX_Q9NW64-1	ENST00000199814
NX_Q9NW64-2	ENST00000447771
NX_Q9NW68-1	ENST00000455895
NX_Q9NW68-2	ENST00000444377
NX_Q9NW68-3	ENST00000341071
NX_Q9NW68-4	ENST00000341071
NX_Q9NW68-4	ENST00000373520
NX_Q9NW68-7	ENST00000446293
NX_Q9NW68-8	ENST00000419121
NX_Q9NW68-9	ENST00000526031
NX_Q9NW75-1	ENST00000366935
NX_Q9NW75-2	ENST00000366934
NX_Q9NW81-1	ENST00000221943
NX_Q9NW81-2	ENST00000438807
NX_Q9NW81-3	ENST00000301183
NX_Q9NW81-4	ENST00000417807
NX_Q9NW81-5	ENST00000592922
NX_Q9NW81-6	ENST00000589970
NX_Q9NW82-1	ENST00000265107
NX_Q9NW97-1	ENST00000376008
NX_Q9NW97-1	ENST00000376014
NX_Q9NW97-1	ENST00000400796
NX_Q9NW97-1	ENST00000428417
NX_Q9NWA0-1	ENST00000268711
NX_Q9NWB1-1	ENST00000547338
NX_Q9NWB1-1	ENST00000550418
NX_Q9NWB1-2	ENST00000311745
NX_Q9NWB1-3	ENST00000553186
NX_Q9NWB1-4	ENST00000436368
NX_Q9NWB1-5	ENST00000355637
NX_Q9NWB6-1	ENST00000400198
NX_Q9NWB7-1	ENST00000264538
NX_Q9NWC5-1	ENST00000323523
NX_Q9NWC5-1	ENST00000403410
NX_Q9NWD8-1	ENST00000341567
NX_Q9NWD8-2	ENST00000433271
NX_Q9NWD9-1	ENST00000372691
NX_Q9NWD9-1	ENST00000372695
NX_Q9NWF4-1	ENST00000254853
NX_Q9NWF4-1	ENST00000424747
NX_Q9NWF4-2	ENST00000573674
NX_Q9NWF9-1	ENST00000389902
NX_Q9NWF9-2	ENST00000425013
NX_Q9NWF9-3	ENST00000389900
NX_Q9NWF9-3	ENST00000389902
NX_Q9NWF9-3	ENST00000425013
NX_Q9NWH2-1	ENST00000400788
NX_Q9NWH7-1	ENST00000371847
NX_Q9NWH7-2	ENST00000371843
NX_Q9NWH9-1	ENST00000380516
NX_Q9NWH9-3	ENST00000380516
NX_Q9NWH9-3	ENST00000492526
NX_Q9NWH9-3	ENST00000557924
NX_Q9NWK9-1	ENST00000370574
NX_Q9NWK9-2	ENST00000431532
NX_Q9NWL6-1	ENST00000260952
NX_Q9NWM0-1	ENST00000305958
NX_Q9NWM0-1	ENST00000379460
NX_Q9NWM0-2	ENST00000339123
NX_Q9NWM0-3	ENST00000346595
NX_Q9NWM0-4	ENST00000278795
NX_Q9NWM0-5	ENST00000457205
NX_Q9NWM0-5	ENST00000621355
NX_Q9NWM0-6	ENST00000621355
NX_Q9NWM3-1	ENST00000360238
NX_Q9NWM3-1	ENST00000407144
NX_Q9NWM3-1	ENST00000577830
NX_Q9NWM8-1	ENST00000222803
NX_Q9NWN3-1	ENST00000313833
NX_Q9NWN3-1	ENST00000440021
NX_Q9NWQ4-1	ENST00000556663
NX_Q9NWQ4-1	ENST00000557263
NX_Q9NWQ4-3	ENST00000261530
NX_Q9NWQ4-4	ENST00000312858
NX_Q9NWQ4-4	ENST00000621494
NX_Q9NWQ8-1	ENST00000220597
NX_Q9NWQ9-1	ENST00000319074
NX_Q9NWQ9-1	ENST00000554203
NX_Q9NWR8-1	ENST00000394650
NX_Q9NWS0-1	ENST00000262265
NX_Q9NWS0-1	ENST00000596049
NX_Q9NWS0-2	ENST00000593900
NX_Q9NWS0-3	ENST00000595074
NX_Q9NWS1-1	ENST00000327680
NX_Q9NWS1-2	ENST00000327680
NX_Q9NWS1-2	ENST00000392911
NX_Q9NWS1-3	ENST00000541668
NX_Q9NWS1-4	ENST00000537257
NX_Q9NWS1-5	ENST00000327680
NX_Q9NWS1-5	ENST00000392911
NX_Q9NWS1-5	ENST00000457614
NX_Q9NWS1-5	ENST00000541394
NX_Q9NWS6-1	ENST00000216214
NX_Q9NWS6-1	ENST00000441876
NX_Q9NWS6-2	ENST00000216214
NX_Q9NWS6-2	ENST00000441876
NX_Q9NWS8-1	ENST00000367303
NX_Q9NWS8-2	ENST00000336451
NX_Q9NWS8-2	ENST00000367303
NX_Q9NWS8-2	ENST00000622845
NX_Q9NWS8-3	ENST00000491268
NX_Q9NWS9-1	ENST00000594369
NX_Q9NWT1-1	ENST00000379568
NX_Q9NWT6-1	ENST00000299163
NX_Q9NWT8-1	ENST00000321751
NX_Q9NWT8-1	ENST00000338338
NX_Q9NWT8-1	ENST00000338370
NX_Q9NWT8-1	ENST00000378853
NX_Q9NWU1-1	ENST00000280701
NX_Q9NWU1-2	ENST00000420173
NX_Q9NWU2-1	ENST00000266069
NX_Q9NWU5-1	ENST00000523037
NX_Q9NWU5-3	ENST00000265229
NX_Q9NWU5-3	ENST00000439747
NX_Q9NWU5-3	ENST00000522038
NX_Q9NWU5-3	ENST00000523037
NX_Q9NWV4-1	ENST00000294360
NX_Q9NWV8-1	ENST00000359435
NX_Q9NWV8-1	ENST00000598188
NX_Q9NWV8-1	ENST00000601043
NX_Q9NWV8-3	ENST00000595393
NX_Q9NWW0-1	ENST00000248089
NX_Q9NWW0-1	ENST00000574980
NX_Q9NWW0-2	ENST00000574151
NX_Q9NWW5-1	ENST00000249806
NX_Q9NWW5-2	ENST00000538696
NX_Q9NWW6-1	ENST00000361092
NX_Q9NWW6-2	ENST00000376808
NX_Q9NWW7-1	ENST00000264434
NX_Q9NWW7-1	ENST00000420306
NX_Q9NWW9-1	ENST00000255695
NX_Q9NWX5-1	ENST00000277458
NX_Q9NWX5-2	ENST00000277459
NX_Q9NWX6-1	ENST00000231198
NX_Q9NWY4-1	ENST00000393381
NX_Q9NWZ3-1	ENST00000551736
NX_Q9NWZ3-1	ENST00000613694
NX_Q9NWZ3-2	ENST00000431837
NX_Q9NWZ3-2	ENST00000440781
NX_Q9NWZ3-2	ENST00000547101
NX_Q9NWZ3-2	ENST00000550386
NX_Q9NWZ3-2	ENST00000550615
NX_Q9NWZ3-2	ENST00000551736
NX_Q9NWZ3-2	ENST00000613694
NX_Q9NWZ5-1	ENST00000354216
NX_Q9NWZ5-2	ENST00000358711
NX_Q9NWZ5-4	ENST00000369908
NX_Q9NWZ8-1	ENST00000380523
NX_Q9NWZ8-1	ENST00000398355
NX_Q9NX00-1	ENST00000253047
NX_Q9NX01-1	ENST00000268483
NX_Q9NX01-1	ENST00000423037
NX_Q9NX01-1	ENST00000426362
NX_Q9NX02-1	ENST00000448584
NX_Q9NX02-1	ENST00000543010
NX_Q9NX02-2	ENST00000339757
NX_Q9NX02-2	ENST00000537859
NX_Q9NX02-4	ENST00000391721
NX_Q9NX02-5	ENST00000427260
NX_Q9NX04-1	ENST00000358011
NX_Q9NX04-1	ENST00000464085
NX_Q9NX04-2	ENST00000494120
NX_Q9NX05-1	ENST00000375180
NX_Q9NX05-2	ENST00000477084
NX_Q9NX07-1	ENST00000373830
NX_Q9NX07-2	ENST00000373830
NX_Q9NX08-1	ENST00000381571
NX_Q9NX09-1	ENST00000307365
NX_Q9NX14-1	ENST00000377811
NX_Q9NX14-2	ENST00000276062
NX_Q9NX18-1	ENST00000301761
NX_Q9NX20-1	ENST00000300151
NX_Q9NX24-1	ENST00000274606
NX_Q9NX31-1	ENST00000255174
NX_Q9NX31-1	ENST00000372970
NX_Q9NX36-1	ENST00000314399
NX_Q9NX36-1	ENST00000381947
NX_Q9NX36-1	ENST00000402202
NX_Q9NX36-1	ENST00000617313
NX_Q9NX38-1	ENST00000322940
NX_Q9NX40-1	ENST00000264312
NX_Q9NX40-1	ENST00000381473
NX_Q9NX40-1	ENST00000508293
NX_Q9NX40-1	ENST00000513391
NX_Q9NX40-2	ENST00000396448
NX_Q9NX40-4	ENST00000425583
NX_Q9NX40-4	ENST00000444354
NX_Q9NX45-1	ENST00000379881
NX_Q9NX45-2	ENST00000317764
NX_Q9NX46-1	ENST00000373178
NX_Q9NX47-1	ENST00000358935
NX_Q9NX52-1	ENST00000289248
NX_Q9NX52-1	ENST00000372990
NX_Q9NX52-3	ENST00000540558
NX_Q9NX53-1	ENST00000465160
NX_Q9NX55-2	ENST00000406925
NX_Q9NX55-2	ENST00000442995
NX_Q9NX57-1	ENST00000267328
NX_Q9NX58-1	ENST00000343470
NX_Q9NX58-1	ENST00000452476
NX_Q9NX61-1	ENST00000162044
NX_Q9NX61-2	ENST00000450333
NX_Q9NX62-1	ENST00000262644
NX_Q9NX63-1	ENST00000262570
NX_Q9NX65-1	ENST00000396846
NX_Q9NX65-1	ENST00000396852
NX_Q9NX65-2	ENST00000304926
NX_Q9NX65-2	ENST00000396846
NX_Q9NX65-2	ENST00000396852
NX_Q9NX65-3	ENST00000304926
NX_Q9NX65-3	ENST00000396846
NX_Q9NX65-3	ENST00000396852
NX_Q9NX65-3	ENST00000439568
NX_Q9NX65-3	ENST00000576500
NX_Q9NX65-3	ENST00000618425
NX_Q9NX70-1	ENST00000315588
NX_Q9NX70-1	ENST00000599213
NX_Q9NX70-1	ENST00000615911
NX_Q9NX70-2	ENST00000594368
NX_Q9NX74-1	ENST00000358896
NX_Q9NX74-1	ENST00000565263
