biosequence_name	is_covering	presence_level	probability	confidence	n_observations	norm_PSMs_per_100K	n_distinct_peptides	chromosome	genetic_locus	start_in_chromosome	end_in_chromosome	strand	relationship_phrase	reference_biosequence	represented_by_biosequence_id	group_number	seq_unique_prots_in_group	protein_group_seq_align_link	is_keratin	is_immunoglobulin	biosequence_description	organism_full_name
P01824	C	canonical	  0.944	  1.000	3	  2.518	1			0	0	 			P01824	1835	1			Ig	HV206_HUMAN Ig heavy chain V-II region WAH OS=Homo sapiens PE=1 SV=1	Homo sapiens
P34741	C	canonical	  0.944	  1.000	3	  1.469	1	8	8q22.1	97505579	97624000	+			P34741	1836	6				SDC2_HUMAN Syndecan-2 OS=Homo sapiens GN=SDC2 PE=1 SV=2 CONCAT=8	Homo sapiens
O95197	C	canonical	  0.944	  1.000	2	  0.240	1	11	11q13	0	0	 			O95197	1837	6				RTN3_HUMAN Reticulon-3 OS=Homo sapiens GN=RTN3 PE=1 SV=2 CONCAT=5	Homo sapiens
Q5JXA9	C	canonical	  0.944	  1.000	1	  0.326	1	20	20p13	1455236	1472042	-			Q5JXA9	1838	6				SIRB2_HUMAN Signal-regulatory protein beta-2 OS=Homo sapiens GN=SIRPB2 PE=2 SV=1 CONCAT=9	Homo sapiens
O14949	C	canonical	  0.944	  1.000	1	  0.979	1	5	5q31.1	132202338	132203375	+			O14949	1839	2				QCR8_HUMAN Cytochrome b-c1 complex subunit 8 OS=Homo sapiens GN=UQCRQ PE=1 SV=4 CONCAT=3	Homo sapiens
P23468	C	canonical	  0.943	  1.000	1	  0.059	1	9	9p24.1	8314247	8733946	-			P23468	1840	4				PTPRD_HUMAN Receptor-type tyrosine-protein phosphatase delta OS=Homo sapiens GN=PTPRD PE=1 SV=2 CONCAT=13	Homo sapiens
Q99835	C	canonical	  0.943	  1.000	2	  0.318	2	7	7q32.1	128828713	128853386	+			Q99835	1841	1				SMO_HUMAN Smoothened homolog OS=Homo sapiens GN=SMO PE=1 SV=1 CONCAT=9	Homo sapiens
P47972	C	canonical	  0.943	  1.000	1	  0.245	1	7	7q22.1	98246609	98259180	+			P47972	1842	1				NPTX2_HUMAN Neuronal pentraxin-2 OS=Homo sapiens GN=NPTX2 PE=1 SV=2 CONCAT=6	Homo sapiens
Q15631	C	canonical	  0.943	  1.000	1	  0.490	1	2	2q14.3	122513109	122525429	+			Q15631	1843	2				TSN_HUMAN Translin OS=Homo sapiens GN=TSN PE=1 SV=1 CONCAT=1	Homo sapiens
A1L4H1	C	canonical	  0.943	  1.000	1	  0.083	1	19	19q13.42	55999934	56030465	+			A1L4H1	1844	4				SRCRL_HUMAN Soluble scavenger receptor cysteine-rich domain-containing protein SSC5D OS=Homo sapiens GN=SSC5D PE=2 SV=3 CONCAT=6	Homo sapiens
Q9BRX8	C	canonical	  0.942	  1.000	1	  0.420	1	10	10q23.1	82179754	82192753	+			Q9BRX8	1845	2				F213A_HUMAN Redox-regulatory protein FAM213A OS=Homo sapiens GN=FAM213A PE=1 SV=3 CONCAT=1	Homo sapiens
Q96HA4	C	canonical	  0.942	  1.000	1	  0.346	1	1	1p36.33	1018080	1041507	-			Q96HA4	1846	9				CA159_HUMAN Uncharacterized protein C1orf159 OS=Homo sapiens GN=C1orf159 PE=2 SV=2 CONCAT=6	Homo sapiens
Q04118	C	canonical	  0.006	  1.000	1	  1.958	1	12	12p13.2	11418857	11422641	-			Q04118	1847	6				PRB3_HUMAN Basic salivary proline-rich protein 3 OS=Homo sapiens GN=PRB3 PE=1 SV=2 CONCAT=10	Homo sapiens
Q9UBH0	C	canonical	  0.942	  1.000	1	  0.979	1	2	2q13	113816215	113822325	+			Q9UBH0	1848	2				I36RA_HUMAN Interleukin-36 receptor antagonist protein OS=Homo sapiens GN=IL36RN PE=1 SV=1 CONCAT=7	Homo sapiens
Q6UX27	C	canonical	  0.942	  1.000	1	  0.534	1	19	19q13.42	54544079	54567207	-			Q6UX27	1849	5				VSTM1_HUMAN V-set and transmembrane domain-containing protein 1 OS=Homo sapiens GN=VSTM1 PE=1 SV=2 CONCAT=7	Homo sapiens
H0YDE5	C	canonical	  0.942	  1.000	1	  0.147	1			0	0	 			H0YDE5	1850	1				H0YDE5_HUMAN UPF0606 protein KIAA1549L (Fragment) OS=Homo sapiens GN=KIAA1549L PE=4 SV=1	Homo sapiens
O95168	C	canonical	  0.942	  1.000	1	  0.979	1	3	3q13.33	120315156	120321347	+			O95168	1851	2				NDUB4_HUMAN NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 4 OS=Homo sapiens GN=NDUFB4 PE=1 SV=3 CONCAT=2	Homo sapiens
Q9BYR6	C	canonical	  0.942	  1.000	1	  1.958	1	17	17q21.2	39149686	39150385	-			Q9BYR6	1852	5				KRA33_HUMAN Keratin-associated protein 3-3 OS=Homo sapiens GN=KRTAP3-3 PE=1 SV=1 CONCAT=1	Homo sapiens
O14975	C	canonical	  0.941	  1.000	1	  0.178	1	15	15q21.2	50474393	50528592	+			O14975	1853	3				S27A2_HUMAN Very long-chain acyl-CoA synthetase OS=Homo sapiens GN=SLC27A2 PE=1 SV=2 CONCAT=3	Homo sapiens
P69849	C	canonical	  0.940	  1.000	1	  0.088	1	16	16p13.11	16326352	16388668	+			P69849	1854	9				NOMO3_HUMAN Nodal modulator 3 OS=Homo sapiens GN=NOMO3 PE=2 SV=2 CONCAT=6	Homo sapiens
P50914	C	canonical	  0.940	  1.000	1	  0.979	1	3	3p21.2-p22	0	0	 			P50914	1855	5				RL14_HUMAN 60S ribosomal protein L14 OS=Homo sapiens GN=RPL14 PE=1 SV=4 CONCAT=10	Homo sapiens
Q16853	C	canonical	  0.939	  1.000	1	  0.168	1	17	17q21.31	41003201	41010141	+			Q16853	1856	2				AOC3_HUMAN Membrane primary amine oxidase OS=Homo sapiens GN=AOC3 PE=1 SV=3 CONCAT=17	Homo sapiens
Q15758	C	canonical	  0.938	  1.000	1	  0.267	1	19	19q13.3	0	0	 			Q15758	1857	2				AAAT_HUMAN Neutral amino acid transporter B(0) OS=Homo sapiens GN=SLC1A5 PE=1 SV=2 CONCAT=4	Homo sapiens
P49902	C	canonical	  0.937	  1.000	1	  0.218	1	10	10q24.32	104845940	104953056	-			P49902	1858	5				5NTC_HUMAN Cytosolic purine 5'-nucleotidase OS=Homo sapiens GN=NT5C2 PE=1 SV=1 CONCAT=4	Homo sapiens
O60262	C	canonical	  0.937	  1.000	1	  1.469	1	19	19p13.3	2511217	2702707	-			O60262	1859	1				GBG7_HUMAN Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-7 OS=Homo sapiens GN=GNG7 PE=1 SV=1 CONCAT=5	Homo sapiens
Q9H3Z4	C	canonical	  0.937	  1.000	1	  0.734	1	20	20q13.33	62526535	62567384	+			Q9H3Z4	1860	2				DNJC5_HUMAN DnaJ homolog subfamily C member 5 OS=Homo sapiens GN=DNAJC5 PE=1 SV=1 CONCAT=3	Homo sapiens
Q9NP58	C	canonical	  0.937	  1.000	2	  0.294	1	2	2q35	220074490	220083712	-			Q9NP58	1862	4				ABCB6_HUMAN ATP-binding cassette sub-family B member 6, mitochondrial OS=Homo sapiens GN=ABCB6 PE=1 SV=1 CONCAT=11	Homo sapiens
P11310	C	canonical	  0.936	  1.000	1	  0.267	1	1	1p31.1	76190036	76229364	+			P11310	1863	5				ACADM_HUMAN Medium-chain specific acyl-CoA dehydrogenase, mitochondrial OS=Homo sapiens GN=ACADM PE=1 SV=1 CONCAT=25	Homo sapiens
O43681	C	canonical	  0.935	  1.000	1	  0.346	1	19	19p13.2	12848306	12859137	+			O43681	1864	3				ASNA_HUMAN ATPase ASNA1 OS=Homo sapiens GN=ASNA1 PE=1 SV=2 CONCAT=3	Homo sapiens
Q96EK6	C	canonical	  0.935	  1.000	2	  1.305	1	14	14q22.1	53241912	53258319	-			Q96EK6	1865	3				GNA1_HUMAN Glucosamine 6-phosphate N-acetyltransferase OS=Homo sapiens GN=GNPNAT1 PE=1 SV=1 CONCAT=1	Homo sapiens
Q9BVC6	C	canonical	  0.935	  1.000	1	  0.587	1	11	11q12.2	60681346	60690915	+			Q9BVC6	1866	2				TM109_HUMAN Transmembrane protein 109 OS=Homo sapiens GN=TMEM109 PE=1 SV=1 CONCAT=6	Homo sapiens
Q8IY31	C	canonical	  0.935	  1.000	1	  0.979	1	17	17q11.2	26655353	26662495	-			Q8IY31	1867	8				IFT20_HUMAN Intraflagellar transport protein 20 homolog OS=Homo sapiens GN=IFT20 PE=1 SV=1 CONCAT=1	Homo sapiens
P02655	C	canonical	  0.935	  1.000	1	  1.175	1	19	19q13.32	45449243	45452814	+			P02655	1868	4				APOC2_HUMAN Apolipoprotein C-II OS=Homo sapiens GN=APOC2 PE=1 SV=1 CONCAT=10	Homo sapiens
P19338	C	canonical	  0.933	  1.000	1	  0.155	1	2	2q37.1	232318242	232329305	-			P19338	1869	5				NUCL_HUMAN Nucleolin OS=Homo sapiens GN=NCL PE=1 SV=3 CONCAT=5	Homo sapiens
Q16348	C	canonical	  0.931	  1.000	2	  0.367	2	3	3q13.33	121613287	121660099	+			Q16348	1870	4				S15A2_HUMAN Solute carrier family 15 member 2 OS=Homo sapiens GN=SLC15A2 PE=2 SV=2 CONCAT=9	Homo sapiens
O43760	C	canonical	  0.932	  1.000	1	  0.587	1	17	17q25.3	76164639	76169608	+			O43760	1871	3				SNG2_HUMAN Synaptogyrin-2 OS=Homo sapiens GN=SYNGR2 PE=1 SV=1 CONCAT=1	Homo sapiens
Q03169	C	canonical	  0.931	  1.000	1	  0.155	1	14	14q32.32	103592664	103603776	+			Q03169	1872	3				TNAP2_HUMAN Tumor necrosis factor alpha-induced protein 2 OS=Homo sapiens GN=TNFAIP2 PE=1 SV=2 CONCAT=5	Homo sapiens
O75044	C	canonical	  0.931	  1.000	1	  0.111	1	1	1q32.1	0	0	 			O75044	1873	11				SRGP2_HUMAN SLIT-ROBO Rho GTPase-activating protein 2 OS=Homo sapiens GN=SRGAP2 PE=1 SV=2 CONCAT=2	Homo sapiens
O15511	C	canonical	  0.925	  1.000	1	  0.587	1	1	1q25.3	183595593	183604892	-			O15511	1874	3				ARPC5_HUMAN Actin-related protein 2/3 complex subunit 5 OS=Homo sapiens GN=ARPC5 PE=1 SV=3 CONCAT=2	Homo sapiens
Q92882	C	canonical	  0.931	  1.000	1	  0.452	1	9	9q21.13	77703459	77762181	+			Q92882	1875	1				OSTF1_HUMAN Osteoclast-stimulating factor 1 OS=Homo sapiens GN=OSTF1 PE=1 SV=2 CONCAT=4	Homo sapiens
Q15126	C	canonical	  0.931	  1.000	1	  0.452	1	1	1q21.3	154897210	154909467	-			Q15126	1876	2				PMVK_HUMAN Phosphomevalonate kinase OS=Homo sapiens GN=PMVK PE=1 SV=3 CONCAT=2	Homo sapiens
Q9Y3D6	C	canonical	  0.930	  1.000	1	  0.839	1	7	7q22.1	100882893	100888366	-			Q9Y3D6	1877	1				FIS1_HUMAN Mitochondrial fission 1 protein OS=Homo sapiens GN=FIS1 PE=1 SV=2 CONCAT=1	Homo sapiens
O14672	C	canonical	  0.929	  1.000	1	  0.140	1	15	15q21.3	58887403	59042177	-			O14672	1878	3				ADA10_HUMAN Disintegrin and metalloproteinase domain-containing protein 10 OS=Homo sapiens GN=ADAM10 PE=1 SV=1 CONCAT=14	Homo sapiens
Q9H0B8	C	canonical	  0.929	  1.000	1	  0.218	1	16	16q24.1	84853590	84943114	+			Q9H0B8	1879	6				CRLD2_HUMAN Cysteine-rich secretory protein LCCL domain-containing 2 OS=Homo sapiens GN=CRISPLD2 PE=1 SV=1 CONCAT=8	Homo sapiens
P04070	C	canonical	  0.927	  1.000	1	  0.280	1	2	2q14.3	128176003	128186822	+			P04070	1880	6				PROC_HUMAN Vitamin K-dependent protein C OS=Homo sapiens GN=PROC PE=1 SV=1 CONCAT=108	Homo sapiens
P51665	C	canonical	  0.927	  1.000	2	  0.783	1	16	16q23.1	74330673	74340186	+			P51665	1881	4				PSMD7_HUMAN 26S proteasome non-ATPase regulatory subunit 7 OS=Homo sapiens GN=PSMD7 PE=1 SV=2 CONCAT=1	Homo sapiens
P31689	C	canonical	  0.927	  1.000	1	  0.309	1	9	9p21.1	33025209	33039905	+			P31689	1882	4				DNJA1_HUMAN DnaJ homolog subfamily A member 1 OS=Homo sapiens GN=DNAJA1 PE=1 SV=2 CONCAT=4	Homo sapiens
P43304	C	canonical	  0.926	  1.000	1	  0.131	1	2	2q24.1	157291953	157442915	+			P43304	1883	4				GPDM_HUMAN Glycerol-3-phosphate dehydrogenase, mitochondrial OS=Homo sapiens GN=GPD2 PE=1 SV=3 CONCAT=6	Homo sapiens
P00568	C	canonical	  0.926	  1.000	2	  1.068	1	9	9q34.11	130630278	130637286	-			P00568	1884	3				KAD1_HUMAN Adenylate kinase isoenzyme 1 OS=Homo sapiens GN=AK1 PE=1 SV=3 CONCAT=7	Homo sapiens
P42356	C	canonical	  0.925	  1.000	2	  0.098	1	22	22q11.21	21061981	21088955	-			P42356	1885	3				PI4KA_HUMAN Phosphatidylinositol 4-kinase alpha OS=Homo sapiens GN=PI4KA PE=1 SV=3 CONCAT=3	Homo sapiens
P43405	C	canonical	  0.925	  1.000	1	  0.159	1	9	9q22.2	93589770	93660831	+			P43405	1886	3				KSYK_HUMAN Tyrosine-protein kinase SYK OS=Homo sapiens GN=SYK PE=1 SV=1 CONCAT=3	Homo sapiens
Q9Y6M9	C	canonical	  0.924	  1.000	1	  0.653	1	8	8q24.13	125551344	125562220	+			Q9Y6M9	1887	4				NDUB9_HUMAN NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 9 OS=Homo sapiens GN=NDUFB9 PE=1 SV=3 CONCAT=3	Homo sapiens
P16989	C	canonical	  0.924	  1.000	1	  0.346	1	12	12p13.2	10851812	10875911	-			P16989	1888	3				YBOX3_HUMAN Y-box-binding protein 3 OS=Homo sapiens GN=YBX3 PE=1 SV=4 CONCAT=3	Homo sapiens
Q9UHA4	C	canonical	  0.924	  1.000	1	  0.979	1	4	4q23	100802364	100815533	-			Q9UHA4	1889	2				LTOR3_HUMAN Ragulator complex protein LAMTOR3 OS=Homo sapiens GN=LAMTOR3 PE=1 SV=1 CONCAT=1	Homo sapiens
Q96GW7	C	canonical	  0.924	  1.000	2	  0.273	1	1	1q23.1	156611740	156629320	+			Q96GW7	1890	1				PGCB_HUMAN Brevican core protein OS=Homo sapiens GN=BCAN PE=1 SV=2 CONCAT=8	Homo sapiens
P12724	C	canonical	  0.923	  1.000	1	  0.734	1	14	14q11.2	21359558	21360507	+			P12724	1891	1				ECP_HUMAN Eosinophil cationic protein OS=Homo sapiens GN=RNASE3 PE=1 SV=2 CONCAT=9	Homo sapiens
Q8NCR9	C	canonical	  0.923	  1.000	1	  0.839	1	10	10q26.2	129676105	129691211	-			Q8NCR9	1892	1				CLRN3_HUMAN Clarin-3 OS=Homo sapiens GN=CLRN3 PE=2 SV=1 CONCAT=4	Homo sapiens
Q4U2R8	C	canonical	  0.922	  1.000	1	  0.255	1	11	11q13.1-q13.2	0	0	 			Q4U2R8	1893	6				S22A6_HUMAN Solute carrier family 22 member 6 OS=Homo sapiens GN=SLC22A6 PE=1 SV=1 CONCAT=6	Homo sapiens
Q92743	C	canonical	  0.922	  1.000	1	  0.267	1	10	10q26.13	124221041	124274424	+			Q92743	1894	2				HTRA1_HUMAN Serine protease HTRA1 OS=Homo sapiens GN=HTRA1 PE=1 SV=1 CONCAT=8	Homo sapiens
P08493	C	canonical	  0.922	  1.000	1	  1.175	1	12	12p12.3	15034832	15038791	-			P08493	1895	2				MGP_HUMAN Matrix Gla protein OS=Homo sapiens GN=MGP PE=1 SV=2 CONCAT=12	Homo sapiens
P01258	C	canonical	  0.921	  1.000	1	  0.653	1	11	11p15.2	14990047	14993900	-			P01258	1896	7				CALC_HUMAN Calcitonin OS=Homo sapiens GN=CALCA PE=1 SV=2 CONCAT=19	Homo sapiens
Q9BPW8	C	canonical	  0.920	  1.000	1	  0.392	1	22	22q12.2	29950797	29977326	-			Q9BPW8	1897	2				NIPS1_HUMAN Protein NipSnap homolog 1 OS=Homo sapiens GN=NIPSNAP1 PE=1 SV=1 CONCAT=2	Homo sapiens
P31930	C	canonical	  0.920	  1.000	2	  0.470	1	3	3p21.31	48636436	48647470	-			P31930	1898	1				QCR1_HUMAN Cytochrome b-c1 complex subunit 1, mitochondrial OS=Homo sapiens GN=UQCRC1 PE=1 SV=3 CONCAT=6	Homo sapiens
Q9H0T7	C	canonical	  0.919	  1.000	1	  0.392	1	2	2q37.3	238482965	238499736	-			Q9H0T7	1899	1				RAB17_HUMAN Ras-related protein Rab-17 OS=Homo sapiens GN=RAB17 PE=1 SV=2 CONCAT=5	Homo sapiens
P05120	C	canonical	  0.918	  1.000	1	  0.294	1	18	18q21.33	61554934	61571124	+			P05120	1900	1				PAI2_HUMAN Plasminogen activator inhibitor 2 OS=Homo sapiens GN=SERPINB2 PE=1 SV=2 CONCAT=6	Homo sapiens
Q8TBQ9	C	canonical	  0.916	  1.000	1	  1.469	1	5	5q14.2	82348665	82373315	-			Q8TBQ9	1901	1				KISHA_HUMAN Protein kish-A OS=Homo sapiens GN=TMEM167A PE=1 SV=1 CONCAT=6	Homo sapiens
Q7Z465	C	canonical	  0.915	  1.000	1	  0.309	1	1	1q21.3	151009091	151020062	+			Q7Z465	1902	4				BNIPL_HUMAN Bcl-2/adenovirus E1B 19 kDa-interacting protein 2-like protein OS=Homo sapiens GN=BNIPL PE=1 SV=1 CONCAT=3	Homo sapiens
Q6ZQN7	C	canonical	  0.915	  1.000	1	  0.189	1	5	5q21.1	101569690	101632253	-			Q6ZQN7	1903	1				SO4C1_HUMAN Solute carrier organic anion transporter family member 4C1 OS=Homo sapiens GN=SLCO4C1 PE=1 SV=1 CONCAT=1	Homo sapiens
O14817	C	canonical	  0.912	  1.000	1	  0.653	1	11	11p15.5	842808	867111	+			O14817	1904	6				TSN4_HUMAN Tetraspanin-4 OS=Homo sapiens GN=TSPAN4 PE=1 SV=1 CONCAT=2	Homo sapiens
P48729	C	canonical	  0.904	  1.000	1	  0.309	1	5	5q32	0	0	 			P48729	1905	7				KC1A_HUMAN Casein kinase I isoform alpha OS=Homo sapiens GN=CSNK1A1 PE=1 SV=2 CONCAT=3	Homo sapiens
Q16787	C	canonical	  0.911	  1.000	1	  0.033	1	18	18q11.2	21269407	21535030	+			Q16787	1906	7				LAMA3_HUMAN Laminin subunit alpha-3 OS=Homo sapiens GN=LAMA3 PE=1 SV=2 CONCAT=13	Homo sapiens
O94856	C	canonical	  0.910	  1.000	1	  0.093	1	1	1q32	0	0	 			O94856	1907	23				NFASC_HUMAN Neurofascin OS=Homo sapiens GN=NFASC PE=1 SV=4 CONCAT=7	Homo sapiens
P01229	C	canonical	  0.908	  1.000	2	  1.678	1	19	19q13.33	49519237	49520338	-			P01229	1908	2				LSHB_HUMAN Lutropin subunit beta OS=Homo sapiens GN=LHB PE=1 SV=3 CONCAT=16	Homo sapiens
P01127	C	canonical	  0.907	  1.000	2	  0.904	1	22	22q13.1	39619364	39640756	-			P01127	1909	4				PDGFB_HUMAN Platelet-derived growth factor subunit B OS=Homo sapiens GN=PDGFB PE=1 SV=1 CONCAT=17	Homo sapiens
Q15517	C	canonical	  0.906	  1.000	1	  0.392	1	6	6p21.3	0	0	 			Q15517	1910	6				CDSN_HUMAN Corneodesmosin OS=Homo sapiens GN=CDSN PE=1 SV=3 CONCAT=20	Homo sapiens
Q13619	C	canonical	  0.905	  1.000	1	  0.122	1	13	13q34	113863150	113919399	+			Q13619	1911	7				CUL4A_HUMAN Cullin-4A OS=Homo sapiens GN=CUL4A PE=1 SV=3 CONCAT=2	Homo sapiens
O75190	C	canonical	  0.905	  1.000	2	  0.839	1	7	7q36	0	0	 			O75190	1912	12				DNJB6_HUMAN DnaJ homolog subfamily B member 6 OS=Homo sapiens GN=DNAJB6 PE=1 SV=2 CONCAT=5	Homo sapiens
Q15008	C	canonical	  0.902	  1.000	1	  0.235	1	3	3p14.1	63996225	64009236	-			Q15008	1913	5				PSMD6_HUMAN 26S proteasome non-ATPase regulatory subunit 6 OS=Homo sapiens GN=PSMD6 PE=1 SV=1 CONCAT=1	Homo sapiens
A5D8V6	C	canonical	  0.901	  1.000	2	  1.175	1	11	11q12.2	60897728	60929089	-			A5D8V6	1914	3				VP37C_HUMAN Vacuolar protein sorting-associated protein 37C OS=Homo sapiens GN=VPS37C PE=1 SV=2 CONCAT=4	Homo sapiens
P17643	C	canonical	  0.901	  1.000	2	  0.490	1	9	9p23	12693435	12710290	+			P17643	1915	2				TYRP1_HUMAN 5,6-dihydroxyindole-2-carboxylic acid oxidase OS=Homo sapiens GN=TYRP1 PE=1 SV=2 CONCAT=9	Homo sapiens
P24666	C	canonical	  0.901	  1.000	1	  0.653	1	2	2p25	0	0	 			P24666	1916	8				PPAC_HUMAN Low molecular weight phosphotyrosine protein phosphatase OS=Homo sapiens GN=ACP1 PE=1 SV=3 CONCAT=6	Homo sapiens
Q9Y4D7	C	canonical	  0.901	  1.000	2	  0.126	1	3	3q22.1	129274018	129325661	-			Q9Y4D7	1917	2				PLXD1_HUMAN Plexin-D1 OS=Homo sapiens GN=PLXND1 PE=1 SV=3 CONCAT=10	Homo sapiens
P07585	C	canonical	  0.900	  1.000	1	  0.309	1	12	12q21.33	91539025	91576900	-			P07585	1918	13				PGS2_HUMAN Decorin OS=Homo sapiens GN=DCN PE=1 SV=1 CONCAT=12	Homo sapiens
P36776	C	canonical	  0.899	  1.000	1	  0.131	1	19	19p13.3	5691845	5720301	-			P36776	1919	6				LONM_HUMAN Lon protease homolog, mitochondrial OS=Homo sapiens GN=LONP1 PE=1 SV=2 CONCAT=7	Homo sapiens
P13667	C	canonical	  0.896	  1.000	1	  0.155	1	7	7q36.1	148700154	148725733	-			P13667	1920	1				PDIA4_HUMAN Protein disulfide-isomerase A4 OS=Homo sapiens GN=PDIA4 PE=1 SV=2 CONCAT=7	Homo sapiens
Q8IUC1	C	canonical	  0.892	  1.000	1	  0.979	1	21	21q22.11	32252966	32253874	-			Q8IUC1	1921	1				KR111_HUMAN Keratin-associated protein 11-1 OS=Homo sapiens GN=KRTAP11-1 PE=1 SV=1 CONCAT=2	Homo sapiens
Q16864	C	canonical	  0.891	  1.000	1	  0.839	1	7	7q32.1	128502880	128505897	+			Q16864	1922	2				VATF_HUMAN V-type proton ATPase subunit F OS=Homo sapiens GN=ATP6V1F PE=1 SV=2 CONCAT=3	Homo sapiens
Q8NHG7	C	canonical	  0.891	  1.000	1	  1.469	1	11	11p14.3	22840475	22851411	-			Q8NHG7	1923	1				SVIP_HUMAN Small VCP/p97-interacting protein OS=Homo sapiens GN=SVIP PE=3 SV=1 CONCAT=1	Homo sapiens
O43567	C	canonical	  0.890	  1.000	2	  0.783	1	3	3q25.1	149530557	149679909	+			O43567	1924	4				RNF13_HUMAN E3 ubiquitin-protein ligase RNF13 OS=Homo sapiens GN=RNF13 PE=1 SV=1 CONCAT=6	Homo sapiens
Q96CN7	C	canonical	  0.889	  1.000	1	  0.420	1	5	5q23.3	128430444	128449721	+			Q96CN7	1925	5				ISOC1_HUMAN Isochorismatase domain-containing protein 1 OS=Homo sapiens GN=ISOC1 PE=1 SV=3 CONCAT=1	Homo sapiens
Q562E7	C	canonical	  0.888	  1.000	5	  0.312	1	17	17p13.3	0	0	 			Q562E7	1926	7				WDR81_HUMAN WD repeat-containing protein 81 OS=Homo sapiens GN=WDR81 PE=1 SV=2 CONCAT=3	Homo sapiens
P57088	C	canonical	  0.887	  1.000	1	  0.490	1	4	4p13	41937169	41962580	+			P57088	1927	2				TMM33_HUMAN Transmembrane protein 33 OS=Homo sapiens GN=TMEM33 PE=1 SV=2 CONCAT=2	Homo sapiens
Q8N5M4	C	canonical	  0.884	  1.000	2	  1.958	1	11	11q12.3	62496011	62506108	+			Q8N5M4	1928	2				TTC9C_HUMAN Tetratricopeptide repeat protein 9C OS=Homo sapiens GN=TTC9C PE=1 SV=1 CONCAT=1	Homo sapiens
Q9BZV1	C	canonical	  0.884	  1.000	1	  0.309	1	19	19p13.3	4445003	4457819	-			Q9BZV1	1929	4				UBXN6_HUMAN UBX domain-containing protein 6 OS=Homo sapiens GN=UBXN6 PE=1 SV=1 CONCAT=4	Homo sapiens
P62304	C	canonical	  0.879	  1.000	1	  1.469	1	1	1q32.1	203830743	203839678	+			P62304	1930	2				RUXE_HUMAN Small nuclear ribonucleoprotein E OS=Homo sapiens GN=SNRPE PE=1 SV=1 CONCAT=2	Homo sapiens
P42677	C	canonical	  0.877	  1.000	1	  1.469	1	1	1q21.3	153963235	153964626	+			P42677	1931	7				RS27_HUMAN 40S ribosomal protein S27 OS=Homo sapiens GN=RPS27 PE=1 SV=3 CONCAT=2	Homo sapiens
B2RUZ4	C	canonical	  0.876	  1.000	1	  1.958	1	1	1p36.32	3689352	3692546	+			B2RUZ4	1932	2				SMIM1_HUMAN Small integral membrane protein 1 OS=Homo sapiens GN=SMIM1 PE=1 SV=1 CONCAT=3	Homo sapiens
P50213	C	canonical	  0.874	  1.000	2	  0.559	1	15	15q25.1	78441663	78464291	+			P50213	1933	6				IDH3A_HUMAN Isocitrate dehydrogenase [NAD] subunit alpha, mitochondrial OS=Homo sapiens GN=IDH3A PE=1 SV=1 CONCAT=4	Homo sapiens
Q99471	C	canonical	  0.871	  1.000	1	  0.734	1	12	12q13.13	53689326	53693234	+			Q99471	1935	3				PFD5_HUMAN Prefoldin subunit 5 OS=Homo sapiens GN=PFDN5 PE=1 SV=2 CONCAT=2	Homo sapiens
P13726	C	canonical	  0.871	  1.000	1	  0.392	1	1	1p21.3	94994781	95007356	-			P13726	1936	2				TF_HUMAN Tissue factor OS=Homo sapiens GN=F3 PE=1 SV=1 CONCAT=11	Homo sapiens
Q9NR31	C	canonical	  0.868	  1.000	1	  0.534	1	10	10q22.1	71909960	71922787	-			Q9NR31	1937	7				SAR1A_HUMAN GTP-binding protein SAR1a OS=Homo sapiens GN=SAR1A PE=1 SV=1 CONCAT=1	Homo sapiens
P17213	C	canonical	  0.867	  1.000	1	  0.294	1	20	20q11.23	0	0	 			P17213	1938	1				BPI_HUMAN Bactericidal permeability-increasing protein OS=Homo sapiens GN=BPI PE=1 SV=4 CONCAT=20	Homo sapiens
P55259	C	canonical	  0.867	  1.000	2	  0.420	1	16	16p12.3	20320894	20338902	-			P55259	1939	5				GP2_HUMAN Pancreatic secretory granule membrane major glycoprotein GP2 OS=Homo sapiens GN=GP2 PE=2 SV=3 CONCAT=10	Homo sapiens
O43396	C	canonical	  0.867	  1.000	1	  0.367	1	18	18q21.31	54264439	54305876	-			O43396	1940	3				TXNL1_HUMAN Thioredoxin-like protein 1 OS=Homo sapiens GN=TXNL1 PE=1 SV=3 CONCAT=2	Homo sapiens
Q96PL5	C	canonical	  0.867	  1.000	1	  0.235	1	1	1p34	0	0	 			Q96PL5	1941	3				ERMAP_HUMAN Erythroid membrane-associated protein OS=Homo sapiens GN=ERMAP PE=1 SV=1 CONCAT=21	Homo sapiens
P57739	C	canonical	  0.867	  1.000	1	  0.587	1	X	Xq22.3	106163634	106174091	+			P57739	1942	1				CLD2_HUMAN Claudin-2 OS=Homo sapiens GN=CLDN2 PE=1 SV=1 CONCAT=1	Homo sapiens
Q9UEF7	C	canonical	  0.867	  1.000	1	  0.117	1	13	13q13.1	33590571	33640282	+			Q9UEF7	1943	1				KLOT_HUMAN Klotho OS=Homo sapiens GN=KL PE=1 SV=2 CONCAT=14	Homo sapiens
