NX_A0A075B6H9-1	ENSP00000374817
NX_Q9UBC2-3	ENSP00000471981
NX_Q9UBC2-4	ENSP00000472267
NX_Q9UBC3-1	ENSP00000328547
NX_Q9UBC3-2	ENSP00000201963
NX_Q9UBC3-2	ENSP00000313397
NX_Q9UBC3-3	ENSP00000337764
NX_Q9UBC3-6	ENSP00000201963
NX_Q9UBC3-7	ENSP00000412305
NX_Q9UBC3-8	ENSP00000403169
NX_Q9UBC5-1	ENSP00000300119
NX_Q9UBC5-1	ENSP00000393392
NX_Q9UBC7-1	ENSP00000349884
NX_Q9UBC7-2	ENSP00000411521
NX_Q9UBC7-2	ENSP00000464698
NX_Q9UBC9-1	ENSP00000295367
NX_Q9UBC9-1	ENSP00000330391
NX_Q9UBD0-1	ENSP00000359444
NX_Q9UBD0-1	ENSP00000469223
NX_Q9UBD3-1	ENSP00000356793
NX_Q9UBD5-1	ENSP00000376586
NX_Q9UBD5-2	ENSP00000257789
NX_Q9UBD5-3	ENSP00000376586
NX_Q9UBD5-3	ENSP00000444695
NX_Q9UBD6-1	ENSP00000268122
NX_Q9UBD9-1	ENSP00000309338
NX_Q9UBD9-2	ENSP00000309338
NX_Q9UBD9-2	ENSP00000434122
NX_Q9UBE0-1	ENSP00000270225
NX_Q9UBE0-2	ENSP00000440818
NX_Q9UBE0-3	ENSP00000416557
NX_Q9UBE8-1	ENSP00000384625
NX_Q9UBF1-1	ENSP00000354660
NX_Q9UBF2-1	ENSP00000402346
NX_Q9UBF2-2	ENSP00000331218
NX_Q9UBF6-1	ENSP00000273480
NX_Q9UBF6-2	ENSP00000419339
NX_Q9UBF6-3	ENSP00000376725
NX_Q9UBF6-4	ENSP00000419084
NX_Q9UBF8-1	ENSP00000357867
NX_Q9UBF8-1	ENSP00000357869
NX_Q9UBF8-2	ENSP00000357866
NX_Q9UBF8-2	ENSP00000357868
NX_Q9UBF8-3	ENSP00000357866
NX_Q9UBF8-3	ENSP00000357867
NX_Q9UBF8-3	ENSP00000357868
NX_Q9UBF8-3	ENSP00000357869
NX_Q9UBF8-3	ENSP00000433149
NX_Q9UBF9-1	ENSP00000239926
NX_Q9UBF9-2	ENSP00000239926
NX_Q9UBF9-2	ENSP00000391185
NX_Q9UBF9-2	ENSP00000426281
NX_Q9UBG0-1	ENSP00000307513
NX_Q9UBG3-1	ENSP00000271835
NX_Q9UBG7-1	ENSP00000341243
NX_Q9UBG7-2	ENSP00000361828
NX_Q9UBH0-1	ENSP00000259212
NX_Q9UBH0-1	ENSP00000376896
NX_Q9UBH6-1	ENSP00000356562
NX_Q9UBH6-2	ENSP00000356561
NX_Q9UBI1-1	ENSP00000366032
NX_Q9UBI4-1	ENSP00000442478
NX_Q9UBI4-2	ENSP00000319384
NX_Q9UBI4-4	ENSP00000456343
NX_Q9UBI4-5	ENSP00000319323
NX_Q9UBI4-6	ENSP00000352788
NX_Q9UBI6-1	ENSP00000360021
NX_Q9UBI9-1	ENSP00000356630
NX_Q9UBJ2-1	ENSP00000310688
NX_Q9UBK2-1	ENSP00000264867
NX_Q9UBK2-2	ENSP00000423075
NX_Q9UBK2-2	ENSP00000479729
NX_Q9UBK2-8	ENSP00000421632
NX_Q9UBK2-8	ENSP00000477921
NX_Q9UBK2-9	ENSP00000264867
NX_Q9UBK2-9	ENSP00000481498
NX_Q9UBK5-1	ENSP00000246551
NX_Q9UBK5-2	ENSP00000400516
NX_Q9UBK7-1	ENSP00000376871
NX_Q9UBK7-1	ENSP00000376872
NX_Q9UBK7-2	ENSP00000376870
NX_Q9UBK7-3	ENSP00000387229
NX_Q9UBK8-1	ENSP00000264668
NX_Q9UBK8-2	ENSP00000264668
NX_Q9UBK8-2	ENSP00000402510
NX_Q9UBK8-3	ENSP00000424719
NX_Q9UBK8-3	ENSP00000426132
NX_Q9UBK8-3	ENSP00000427200
NX_Q9UBK9-1	ENSP00000327797
NX_Q9UBK9-1	ENSP00000337393
NX_Q9UBL0-1	ENSP00000187397
NX_Q9UBL0-2	ENSP00000379741
NX_Q9UBL0-2	ENSP00000379742
NX_Q9UBL0-2	ENSP00000389754
NX_Q9UBL0-2	ENSP00000390151
NX_Q9UBL0-2	ENSP00000397720
NX_Q9UBL0-2	ENSP00000401602
NX_Q9UBL0-2	ENSP00000406964
NX_Q9UBL0-2	ENSP00000410171
NX_Q9UBL0-2	ENSP00000412411
NX_Q9UBL0-2	ENSP00000417838
NX_Q9UBL0-3	ENSP00000412326
NX_Q9UBL0-4	ENSP00000405276
NX_Q9UBL0-5	ENSP00000405276
NX_Q9UBL0-5	ENSP00000412233
NX_Q9UBL0-5	ENSP00000412326
NX_Q9UBL3-1	ENSP00000340896
NX_Q9UBL3-2	ENSP00000430259
NX_Q9UBL3-3	ENSP00000340896
NX_Q9UBL3-3	ENSP00000395310
NX_Q9UBL6-1	ENSP00000268720
NX_Q9UBL6-2	ENSP00000317374
NX_Q9UBL9-1	ENSP00000373762
NX_Q9UBL9-2	ENSP00000345095
NX_Q9UBL9-3	ENSP00000343904
NX_Q9UBL9-4	ENSP00000343339
NX_Q9UBL9-5	ENSP00000344502
NX_Q9UBL9-6	ENSP00000341419
NX_Q9UBL9-7	ENSP00000405531
NX_Q9UBM1-1	ENSP00000255389
NX_Q9UBM1-1	ENSP00000379128
NX_Q9UBM1-1	ENSP00000379129
NX_Q9UBM1-2	ENSP00000255389
NX_Q9UBM1-3	ENSP00000379127
NX_Q9UBM4-1	ENSP00000356191
NX_Q9UBM7-1	ENSP00000347717
NX_Q9UBM7-1	ENSP00000384739
NX_Q9UBM8-1	ENSP00000446647
NX_Q9UBM8-1	ENSP00000447253
NX_Q9UBM8-1	ENSP00000477650
NX_Q9UBM8-1	ENSP00000478300
NX_Q9UBM8-1	ENSP00000481096
NX_Q9UBM8-2	ENSP00000446647
NX_Q9UBN1-1	ENSP00000262138
NX_Q9UBN4-1	ENSP00000369027
NX_Q9UBN4-2	ENSP00000351264
NX_Q9UBN4-3	ENSP00000348025
NX_Q9UBN4-4	ENSP00000368995
NX_Q9UBN4-5	ENSP00000486109
NX_Q9UBN4-6	ENSP00000342580
NX_Q9UBN4-6	ENSP00000369001
NX_Q9UBN4-7	ENSP00000435969
NX_Q9UBN6-1	ENSP00000310263
NX_Q9UBN7-1	ENSP00000334061
NX_Q9UBN7-1	ENSP00000365804
NX_Q9UBN7-2	ENSP00000334061
NX_Q9UBN7-2	ENSP00000365804
NX_Q9UBP0-1	ENSP00000320885
NX_Q9UBP0-1	ENSP00000480893
NX_Q9UBP0-2	ENSP00000340817
NX_Q9UBP0-3	ENSP00000320885
NX_Q9UBP0-3	ENSP00000480893
NX_Q9UBP0-3	ENSP00000482496
NX_Q9UBP0-4	ENSP00000340817
NX_Q9UBP4-1	ENSP00000314910
NX_Q9UBP4-1	ENSP00000379762
NX_Q9UBP5-1	ENSP00000357348
NX_Q9UBP6-1	ENSP00000314441
NX_Q9UBP6-2	ENSP00000257848
NX_Q9UBP8-1	ENSP00000274766
NX_Q9UBP9-1	ENSP00000352047
NX_Q9UBP9-1	ENSP00000386289
NX_Q9UBP9-1	ENSP00000386732
NX_Q9UBP9-1	ENSP00000386867
NX_Q9UBP9-2	ENSP00000386402
NX_Q9UBP9-2	ENSP00000387013
NX_Q9UBP9-3	ENSP00000387171
NX_Q9UBP9-4	ENSP00000387144
NX_Q9UBQ0-1	ENSP00000447058
NX_Q9UBQ0-2	ENSP00000353786
NX_Q9UBQ5-1	ENSP00000248342
NX_Q9UBQ5-2	ENSP00000438145
NX_Q9UBQ6-1	ENSP00000359131
NX_Q9UBQ6-1	ENSP00000359132
NX_Q9UBQ7-1	ENSP00000313432
NX_Q9UBQ7-2	ENSP00000432021
NX_Q9UBR1-1	ENSP00000324343
NX_Q9UBR2-1	ENSP00000217131
NX_Q9UBR4-1	ENSP00000360813
NX_Q9UBR4-2	ENSP00000360811
NX_Q9UBR5-1	ENSP00000264001
NX_Q9UBR5-2	ENSP00000264003
NX_Q9UBR5-3	ENSP00000355417
NX_Q9UBR5-4	ENSP00000290771
NX_Q9UBR5-5	ENSP00000416678
NX_Q9UBS0-1	ENSP00000308413
NX_Q9UBS0-2	ENSP00000432847
NX_Q9UBS3-1	ENSP00000249356
NX_Q9UBS4-1	ENSP00000265028
NX_Q9UBS4-1	ENSP00000414398
NX_Q9UBS5-1	ENSP00000366233
NX_Q9UBS5-2	ENSP00000348248
NX_Q9UBS5-2	ENSP00000366211
NX_Q9UBS5-3	ENSP00000366215
NX_Q9UBS5-5	ENSP00000366176
NX_Q9UBS5-5	ENSP00000419061
NX_Q9UBS8-1	ENSP00000324956
NX_Q9UBS8-1	ENSP00000348462
NX_Q9UBS8-1	ENSP00000378027
NX_Q9UBS8-1	ENSP00000378028
NX_Q9UBS8-2	ENSP00000324956
NX_Q9UBS8-2	ENSP00000348462
NX_Q9UBS8-2	ENSP00000378022
NX_Q9UBS8-2	ENSP00000378027
NX_Q9UBS8-2	ENSP00000378028
NX_Q9UBS9-1	ENSP00000263688
NX_Q9UBS9-2	ENSP00000356696
NX_Q9UBS9-2	ENSP00000477484
NX_Q9UBT2-1	ENSP00000246548
NX_Q9UBT2-2	ENSP00000246548
NX_Q9UBT2-2	ENSP00000437484
NX_Q9UBT3-1	ENSP00000220812
NX_Q9UBT6-1	ENSP00000241436
NX_Q9UBT6-2	ENSP00000424174
NX_Q9UBT6-3	ENSP00000426853
NX_Q9UBT6-4	ENSP00000421997
NX_Q9UBT6-4	ENSP00000422094
NX_Q9UBT6-5	ENSP00000423532
NX_Q9UBT6-6	ENSP00000425075
NX_Q9UBT6-7	ENSP00000420997
NX_Q9UBT6-7	ENSP00000425075
NX_Q9UBT6-8	ENSP00000241436
NX_Q9UBT6-8	ENSP00000424859
NX_Q9UBT7-1	ENSP00000320434
NX_Q9UBT7-2	ENSP00000363723
NX_Q9UBU2-1	ENSP00000285311
NX_Q9UBU3-1	ENSP00000335074
NX_Q9UBU3-1	ENSP00000391406
NX_Q9UBU3-1	ENSP00000414819
NX_Q9UBU3-2	ENSP00000287656
NX_Q9UBU3-2	ENSP00000399922
NX_Q9UBU3-3	ENSP00000416768
NX_Q9UBU3-4	ENSP00000388145
NX_Q9UBU3-5	ENSP00000403725
NX_Q9UBU3-6	ENSP00000405464
NX_Q9UBU6-1	ENSP00000259963
NX_Q9UBU7-1	ENSP00000265728
NX_Q9UBU7-2	ENSP00000414083
NX_Q9UBU8-1	ENSP00000331310
NX_Q9UBU8-2	ENSP00000408880
NX_Q9UBU8-3	ENSP00000331310
NX_Q9UBU8-3	ENSP00000368850
NX_Q9UBU8-3	ENSP00000408880
NX_Q9UBU8-3	ENSP00000452717
NX_Q9UBU8-3	ENSP00000452808
NX_Q9UBU9-1	ENSP00000294172
NX_Q9UBU9-1	ENSP00000436679
NX_Q9UBU9-2	ENSP00000453885
NX_Q9UBV2-1	ENSP00000337053
NX_Q9UBV2-2	ENSP00000450709
NX_Q9UBV4-1	ENSP00000222462
NX_Q9UBV7-1	ENSP00000029410
NX_Q9UBV8-1	ENSP00000362807
NX_Q9UBW5-1	ENSP00000483983
NX_Q9UBW5-2	ENSP00000410217
NX_Q9UBW7-1	ENSP00000372324
NX_Q9UBW7-1	ENSP00000372327
NX_Q9UBW7-1	ENSP00000479904
NX_Q9UBW8-1	ENSP00000229251
NX_Q9UBW8-1	ENSP00000438115
NX_Q9UBW8-1	ENSP00000438363
NX_Q9UBW8-1	ENSP00000441852
NX_Q9UBW8-1	ENSP00000446039
NX_Q9UBX0-1	ENSP00000295934
NX_Q9UBX1-1	ENSP00000310832
NX_Q9UBX2-1	ENSP00000456539
NX_Q9UBX2-1	ENSP00000458065
NX_Q9UBX2-1	ENSP00000483555
NX_Q9UBX3-1	ENSP00000345580
NX_Q9UBX3-2	ENSP00000328403
NX_Q9UBX5-1	ENSP00000345008
NX_Q9UBX7-1	ENSP00000324269
NX_Q9UBX7-1	ENSP00000413958
NX_Q9UBX7-1	ENSP00000473047
NX_Q9UBX7-2	ENSP00000473047
NX_Q9UBX7-4	ENSP00000375680
NX_Q9UBX8-1	ENSP00000306459
NX_Q9UBX8-2	ENSP00000372613
NX_Q9UBY0-1	ENSP00000233969
NX_Q9UBY5-1	ENSP00000359643
NX_Q9UBY5-1	ENSP00000395389
NX_Q9UBY8-1	ENSP00000328182
NX_Q9UBY8-1	ENSP00000489694
NX_Q9UBY8-1	ENSP00000490016
NX_Q9UBY8-1	ENSP00000490235
NX_Q9UBY8-1	ENSP00000490439
NX_Q9UBY8-1	ENSP00000490458
NX_Q9UBY9-1	ENSP00000310111
NX_Q9UBY9-2	ENSP00000419477
NX_Q9UBZ4-1	ENSP00000364126
NX_Q9UBZ9-1	ENSP00000258428
NX_Q9UBZ9-2	ENSP00000377091
NX_Q9UC06-1	ENSP00000339314
NX_Q9UC07-1	ENSP00000402985
NX_Q9UC07-2	ENSP00000345333
NX_Q9UD57-1	ENSP00000451945
NX_Q9UD71-1	ENSP00000254079
NX_Q9UD71-1	ENSP00000462137
NX_Q9UD71-2	ENSP00000254079
NX_Q9UD71-2	ENSP00000377808
NX_Q9UD71-2	ENSP00000377810
NX_Q9UD71-2	ENSP00000462137
NX_Q9UDR5-1	ENSP00000377040
NX_Q9UDR5-1	ENSP00000403768
NX_Q9UDT6-1	ENSP00000223398
NX_Q9UDT6-1	ENSP00000378500
NX_Q9UDT6-2	ENSP00000355151
NX_Q9UDV6-1	ENSP00000338572
NX_Q9UDV7-1	ENSP00000477841
NX_Q9UDV7-2	ENSP00000418840
NX_Q9UDW1-1	ENSP00000332887
NX_Q9UDW1-2	ENSP00000384962
NX_Q9UDW3-1	ENSP00000344241
NX_Q9UDX3-1	ENSP00000255858
NX_Q9UDX3-2	ENSP00000371412
NX_Q9UDX4-1	ENSP00000215812
NX_Q9UDX4-2	ENSP00000215812
NX_Q9UDX4-2	ENSP00000383896
NX_Q9UDX4-2	ENSP00000405055
NX_Q9UDX4-3	ENSP00000385004
NX_Q9UDX4-3	ENSP00000439752
NX_Q9UDX5-1	ENSP00000266263
NX_Q9UDX5-2	ENSP00000347267
NX_Q9UDY2-1	ENSP00000366453
NX_Q9UDY2-2	ENSP00000345893
NX_Q9UDY2-3	ENSP00000366453
NX_Q9UDY2-3	ENSP00000438262
NX_Q9UDY2-3	ENSP00000489860
NX_Q9UDY2-4	ENSP00000345893
NX_Q9UDY2-4	ENSP00000392178
NX_Q9UDY2-6	ENSP00000442090
NX_Q9UDY2-7	ENSP00000438262
NX_Q9UDY4-1	ENSP00000359799
NX_Q9UDY6-1	ENSP00000397073
NX_Q9UDY6-2	ENSP00000365894
NX_Q9UDY8-1	ENSP00000319279
NX_Q9UDY8-2	ENSP00000304161
NX_Q9UEE5-1	ENSP00000319192
NX_Q9UEE9-1	ENSP00000283882
NX_Q9UEF7-1	ENSP00000369442
NX_Q9UEG4-1	ENSP00000262525
NX_Q9UER7-1	ENSP00000266000
NX_Q9UER7-1	ENSP00000363668
NX_Q9UER7-3	ENSP00000266000
NX_Q9UER7-3	ENSP00000363668
NX_Q9UER7-3	ENSP00000396876
NX_Q9UER7-4	ENSP00000482399
NX_Q9UET6-1	ENSP00000326948
NX_Q9UET6-2	ENSP00000019019
NX_Q9UEU0-1	ENSP00000450731
NX_Q9UEU0-2	ENSP00000216456
NX_Q9UEU0-2	ENSP00000450731
NX_Q9UEW3-1	ENSP00000318916
NX_Q9UEW3-2	ENSP00000318916
NX_Q9UEW8-1	ENSP00000348278
NX_Q9UEY8-1	ENSP00000348381
NX_Q9UEY8-2	ENSP00000277900
NX_Q9UEY8-2	ENSP00000353286
NX_Q9UF02-1	ENSP00000303092
NX_Q9UF02-1	ENSP00000436836
NX_Q9UF11-1	ENSP00000346127
NX_Q9UF11-2	ENSP00000381505
NX_Q9UF11-3	ENSP00000346127
NX_Q9UF11-3	ENSP00000381507
NX_Q9UF11-4	ENSP00000227214
NX_Q9UF11-4	ENSP00000381505
NX_Q9UF11-4	ENSP00000442616
NX_Q9UF12-1	ENSP00000301175
NX_Q9UF33-1	ENSP00000374323
NX_Q9UF33-2	ENSP00000423950
NX_Q9UF33-3	ENSP00000421711
NX_Q9UF47-1	ENSP00000276570
NX_Q9UF56-1	ENSP00000437464
NX_Q9UF56-2	ENSP00000418111
NX_Q9UF56-3	ENSP00000352683
NX_Q9UF56-3	ENSP00000437464
NX_Q9UF56-3	ENSP00000481439
NX_Q9UFB7-1	ENSP00000232974
NX_Q9UFC0-1	ENSP00000292616
NX_Q9UFD9-1	ENSP00000483386
NX_Q9UFE4-1	ENSP00000405708
NX_Q9UFE4-2	ENSP00000417960
NX_Q9UFF9-1	ENSP00000285896
NX_Q9UFF9-1	ENSP00000384747
NX_Q9UFF9-1	ENSP00000430493
NX_Q9UFF9-2	ENSP00000285896
NX_Q9UFF9-2	ENSP00000384747
NX_Q9UFF9-2	ENSP00000428305
NX_Q9UFF9-2	ENSP00000428565
NX_Q9UFF9-2	ENSP00000428600
NX_Q9UFF9-2	ENSP00000429882
NX_Q9UFF9-2	ENSP00000430493
NX_Q9UFF9-2	ENSP00000431034
NX_Q9UFF9-3	ENSP00000430833
NX_Q9UFG5-1	ENSP00000397394
NX_Q9UFG5-1	ENSP00000466372
NX_Q9UFG5-1	ENSP00000467861
NX_Q9UFG5-1	ENSP00000468688
NX_Q9UFH2-3	ENSP00000466150
NX_Q9UFN0-1	ENSP00000363899
NX_Q9UFP1-1	ENSP00000273146
NX_Q9UFP1-1	ENSP00000407301
NX_Q9UFV1-1	ENSP00000462799
NX_Q9UFV1-1	ENSP00000464450
NX_Q9UFW8-1	ENSP00000381428
NX_Q9UFW8-1	ENSP00000381429
NX_Q9UFW8-1	ENSP00000418769
NX_Q9UFW8-1	ENSP00000420374
NX_Q9UG01-1	ENSP00000260570
NX_Q9UG01-3	ENSP00000352443
NX_Q9UG22-1	ENSP00000223293
NX_Q9UG56-2	ENSP00000266095
NX_Q9UG56-2	ENSP00000371586
NX_Q9UG56-3	ENSP00000391739
NX_Q9UG63-1	ENSP00000287844
NX_Q9UG63-2	ENSP00000222388
NX_Q9UGB7-1	ENSP00000216075
NX_Q9UGB7-2	ENSP00000379082
NX_Q9UGC6-1	ENSP00000206262
NX_Q9UGC6-1	ENSP00000356194
NX_Q9UGC7-1	ENSP00000356202
NX_Q9UGC7-2	ENSP00000356200
NX_Q9UGC7-3	ENSP00000356202
NX_Q9UGC7-4	ENSP00000356199
NX_Q9UGF5-1	ENSP00000366365
NX_Q9UGF6-1	ENSP00000366359
NX_Q9UGF6-1	ENSP00000443309
NX_Q9UGF7-1	ENSP00000380023
NX_Q9UGH3-1	ENSP00000344322
NX_Q9UGH3-1	ENSP00000368637
NX_Q9UGI0-1	ENSP00000352676
NX_Q9UGI6-2	ENSP00000354764
NX_Q9UGI6-3	ENSP00000271915
NX_Q9UGI6-3	ENSP00000351295
NX_Q9UGI6-3	ENSP00000354764
NX_Q9UGI8-1	ENSP00000350937
NX_Q9UGI8-2	ENSP00000350937
NX_Q9UGI8-2	ENSP00000377121
NX_Q9UGI9-1	ENSP00000233944
NX_Q9UGI9-1	ENSP00000397133
NX_Q9UGI9-1	ENSP00000436068
NX_Q9UGI9-2	ENSP00000233944
NX_Q9UGI9-2	ENSP00000397133
NX_Q9UGI9-2	ENSP00000436068
NX_Q9UGJ0-1	ENSP00000287878
NX_Q9UGJ0-2	ENSP00000287878
NX_Q9UGJ0-2	ENSP00000376549
NX_Q9UGJ0-2	ENSP00000387386
NX_Q9UGJ0-2	ENSP00000419577
NX_Q9UGJ0-3	ENSP00000287878
NX_Q9UGJ0-3	ENSP00000376549
NX_Q9UGJ1-1	ENSP00000260383
NX_Q9UGJ1-2	ENSP00000456648
NX_Q9UGK3-1	ENSP00000471052
NX_Q9UGK3-2	ENSP00000468927
NX_Q9UGK8-1	ENSP00000265965
NX_Q9UGK8-2	ENSP00000434188
NX_Q9UGL1-1	ENSP00000356234
NX_Q9UGL1-2	ENSP00000356233
NX_Q9UGL9-1	ENSP00000357779
NX_Q9UGM1-1	ENSP00000312663
NX_Q9UGM3-1	ENSP00000342210
NX_Q9UGM3-1	ENSP00000357905
NX_Q9UGM3-1	ENSP00000484603
NX_Q9UGM3-2	ENSP00000327747
NX_Q9UGM3-2	ENSP00000357952
NX_Q9UGM3-3	ENSP00000343175
NX_Q9UGM3-3	ENSP00000357951
NX_Q9UGM3-9	ENSP00000352593
NX_Q9UGM5-1	ENSP00000265029
NX_Q9UGM5-1	ENSP00000404288
NX_Q9UGM5-2	ENSP00000371571
NX_Q9UGM6-1	ENSP00000235521
NX_Q9UGM6-2	ENSP00000358434
NX_Q9UGN4-1	ENSP00000353259
NX_Q9UGN4-2	ENSP00000308188
NX_Q9UGN4-3	ENSP00000354564
NX_Q9UGN4-4	ENSP00000376401
NX_Q9UGN5-1	ENSP00000250416
NX_Q9UGN5-2	ENSP00000392972
NX_Q9UGP4-1	ENSP00000273317
NX_Q9UGP5-1	ENSP00000299206
NX_Q9UGP5-1	ENSP00000359181
NX_Q9UGP5-1	ENSP00000359188
NX_Q9UGP5-2	ENSP00000343102
NX_Q9UGP5-2	ENSP00000485885
NX_Q9UGP8-1	ENSP00000357998
NX_Q9UGQ2-1	ENSP00000317121
NX_Q9UGQ2-2	ENSP00000291722
NX_Q9UGQ2-3	ENSP00000444328
NX_Q9UGQ2-4	ENSP00000440832
NX_Q9UGQ3-1	ENSP00000360966
NX_Q9UGQ3-2	ENSP00000360964
NX_Q9UGR2-2	ENSP00000345793
NX_Q9UGT4-1	ENSP00000351075
NX_Q9UGU0-1	ENSP00000352463
NX_Q9UGU0-2	ENSP00000335561
NX_Q9UGU5-1	ENSP00000216106
NX_Q9UGV2-1	ENSP00000345292
NX_Q9UGV2-2	ENSP00000352703
NX_Q9UGY1-1	ENSP00000352021
NX_Q9UGY1-1	ENSP00000403059
NX_Q9UGY1-1	ENSP00000482349
NX_Q9UH03-1	ENSP00000379704
NX_Q9UH03-2	ENSP00000379703
NX_Q9UH03-3	ENSP00000379695
NX_Q9UH17-1	ENSP00000327459
NX_Q9UH17-2	ENSP00000338897
NX_Q9UH17-3	ENSP00000385068
NX_Q9UH36-1	ENSP00000215917
NX_Q9UH62-1	ENSP00000340672
NX_Q9UH62-1	ENSP00000439032
NX_Q9UH62-1	ENSP00000454483
NX_Q9UH65-1	ENSP00000315630
NX_Q9UH73-1	ENSP00000322898
NX_Q9UH73-2	ENSP00000370029
NX_Q9UH77-1	ENSP00000312397
NX_Q9UH77-2	ENSP00000312397
NX_Q9UH77-2	ENSP00000422099
NX_Q9UH77-3	ENSP00000312397
NX_Q9UH77-3	ENSP00000422099
NX_Q9UH77-3	ENSP00000424828
NX_Q9UH90-1	ENSP00000337510
NX_Q9UH92-1	ENSP00000246912
NX_Q9UH92-2	ENSP00000320913
NX_Q9UH92-3	ENSP00000416627
NX_Q9UH99-1	ENSP00000383992
NX_Q9UH99-1	ENSP00000385740
NX_Q9UH99-2	ENSP00000385616
NX_Q9UHA2-1	ENSP00000011691
NX_Q9UHA2-1	ENSP00000401115
NX_Q9UHA3-1	ENSP00000260443
NX_Q9UHA4-1	ENSP00000424183
NX_Q9UHA4-2	ENSP00000226522
NX_Q9UHA7-1	ENSP00000259211
NX_Q9UHB4-2	ENSP00000360576
NX_Q9UHB4-3	ENSP00000394309
NX_Q9UHB4-4	ENSP00000389905
NX_Q9UHB6-1	ENSP00000340184
NX_Q9UHB6-2	ENSP00000340184
NX_Q9UHB6-2	ENSP00000450266
NX_Q9UHB6-3	ENSP00000340184
NX_Q9UHB6-3	ENSP00000448706
NX_Q9UHB6-3	ENSP00000450266
NX_Q9UHB6-4	ENSP00000378400
NX_Q9UHB6-5	ENSP00000378400
NX_Q9UHB6-5	ENSP00000448779
NX_Q9UHB7-1	ENSP00000265343
NX_Q9UHB7-2	ENSP00000367858
NX_Q9UHB9-1	ENSP00000312066
NX_Q9UHB9-3	ENSP00000312066
NX_Q9UHB9-3	ENSP00000446136
NX_Q9UHB9-3	ENSP00000466791
NX_Q9UHB9-3	ENSP00000473613
NX_Q9UHB9-4	ENSP00000446136
NX_Q9UHC1-1	ENSP00000348020
NX_Q9UHC1-1	ENSP00000452316
NX_Q9UHC1-2	ENSP00000370355
NX_Q9UHC3-1	ENSP00000344838
NX_Q9UHC3-2	ENSP00000350600
NX_Q9UHC3-3	ENSP00000297512
NX_Q9UHC3-4	ENSP00000367136
NX_Q9UHC3-4	ENSP00000418605
NX_Q9UHC6-1	ENSP00000354778
NX_Q9UHC6-2	ENSP00000354778
NX_Q9UHC6-2	ENSP00000486292
NX_Q9UHC6-2	ENSP00000487516
NX_Q9UHC7-1	ENSP00000255977
NX_Q9UHC7-2	ENSP00000255977
NX_Q9UHC7-2	ENSP00000417863
NX_Q9UHC7-4	ENSP00000416369
NX_Q9UHC9-1	ENSP00000289547
NX_Q9UHC9-3	ENSP00000404670
NX_Q9UHD0-1	ENSP00000270218
NX_Q9UHD0-1	ENSP00000343000
NX_Q9UHD0-1	ENSP00000482668
NX_Q9UHD0-2	ENSP00000343000
NX_Q9UHD1-1	ENSP00000319255
NX_Q9UHD1-2	ENSP00000401080
NX_Q9UHD2-1	ENSP00000329967
NX_Q9UHD4-1	ENSP00000258807
NX_Q9UHD4-1	ENSP00000337731
NX_Q9UHD4-1	ENSP00000451089
NX_Q9UHD8-1	ENSP00000391249
NX_Q9UHD8-2	ENSP00000329161
NX_Q9UHD8-2	ENSP00000465464
NX_Q9UHD8-3	ENSP00000329161
NX_Q9UHD8-3	ENSP00000391249
NX_Q9UHD8-3	ENSP00000400181
NX_Q9UHD8-3	ENSP00000403194
NX_Q9UHD8-3	ENSP00000405877
NX_Q9UHD8-3	ENSP00000406987
NX_Q9UHD8-3	ENSP00000465464
NX_Q9UHD8-3	ENSP00000468406
NX_Q9UHD8-3	ENSP00000468668
NX_Q9UHD8-4	ENSP00000329161
NX_Q9UHD8-4	ENSP00000391249
NX_Q9UHD8-4	ENSP00000400181
NX_Q9UHD8-4	ENSP00000403194
NX_Q9UHD8-4	ENSP00000405877
NX_Q9UHD8-4	ENSP00000406987
NX_Q9UHD8-4	ENSP00000415624
NX_Q9UHD8-4	ENSP00000438089
NX_Q9UHD8-4	ENSP00000465464
NX_Q9UHD8-4	ENSP00000466247
NX_Q9UHD8-4	ENSP00000466648
NX_Q9UHD8-4	ENSP00000468120
NX_Q9UHD8-4	ENSP00000468406
NX_Q9UHD8-4	ENSP00000468668
NX_Q9UHD8-5	ENSP00000405877
NX_Q9UHD8-7	ENSP00000468406
NX_Q9UHD8-8	ENSP00000415624
NX_Q9UHD8-9	ENSP00000468120
NX_Q9UHD9-1	ENSP00000345195
NX_Q9UHE5-1	ENSP00000272425
NX_Q9UHE8-1	ENSP00000297205
NX_Q9UHF0-1	ENSP00000300108
NX_Q9UHF0-1	ENSP00000402995
NX_Q9UHF0-1	ENSP00000404056
NX_Q9UHF0-1	ENSP00000483110
NX_Q9UHF0-2	ENSP00000350236
NX_Q9UHF0-2	ENSP00000377445
NX_Q9UHF0-2	ENSP00000408131
NX_Q9UHF0-3	ENSP00000368721
NX_Q9UHF0-3	ENSP00000408208
NX_Q9UHF0-3	ENSP00000416292
NX_Q9UHF1-1	ENSP00000307843
NX_Q9UHF1-1	ENSP00000360763
NX_Q9UHF1-1	ENSP00000360764
NX_Q9UHF1-1	ENSP00000385639
NX_Q9UHF4-1	ENSP00000314976
NX_Q9UHF4-2	ENSP00000356722
NX_Q9UHF4-3	ENSP00000314976
NX_Q9UHF4-3	ENSP00000437843
NX_Q9UHF5-1	ENSP00000261796
NX_Q9UHF7-1	ENSP00000220888
NX_Q9UHF7-1	ENSP00000379065
NX_Q9UHF7-1	ENSP00000428680
