NX_A0A075B6J9	ENSP00000374845
NX_Q9NPH2	ENSP00000463628
NX_Q9NPH2	ENSP00000464209
NX_Q9NPH2	ENSP00000464430
NX_Q9NPH2	ENSP00000464528
NX_Q9NPH3	ENSP00000389149
NX_Q9NPH3	ENSP00000391899
NX_Q9NPH3	ENSP00000412008
NX_Q9NPH3	ENSP00000414102
NX_Q9NPH5	ENSP00000436093
NX_Q9NPH5	ENSP00000436716
NX_Q9NPH6	ENSP00000361102
NX_Q9NPH6	ENSP00000486108
NX_Q9NPH6	ENSP00000486815
NX_Q9NPH6	ENSP00000487266
NX_Q9NPH6	ENSP00000487521
NX_Q9NPI0	ENSP00000371206
NX_Q9NPI1	ENSP00000458430
NX_Q9NPI1	ENSP00000461556
NX_Q9NPI5	ENSP00000468935
NX_Q9NPI5	ENSP00000471436
NX_Q9NPI6	ENSP00000477594
NX_Q9NPI6	ENSP00000479387
NX_Q9NPI6	ENSP00000480912
NX_Q9NPI9	ENSP00000465163
NX_Q9NPI9	ENSP00000465646
NX_Q9NPI9	ENSP00000466132
NX_Q9NPJ1	ENSP00000477297
NX_Q9NPJ4	ENSP00000462379
NX_Q9NPJ4	ENSP00000464216
NX_Q9NPJ6	ENSP00000413595
NX_Q9NPJ6	ENSP00000483651
NX_Q9NPL8	ENSP00000264244
NX_Q9NPL8	ENSP00000417083
NX_Q9NPL8	ENSP00000417205
NX_Q9NPL8	ENSP00000418846
NX_Q9NPL8	ENSP00000419510
NX_Q9NPL8	ENSP00000420122
NX_Q9NPL8	ENSP00000420812
NX_Q9NPQ8	ENSP00000431163
NX_Q9NPQ8	ENSP00000433009
NX_Q9NPQ8	ENSP00000433968
NX_Q9NPQ8	ENSP00000434896
NX_Q9NPQ8	ENSP00000435167
NX_Q9NPQ8	ENSP00000436192
NX_Q9NPQ8	ENSP00000436610
NX_Q9NPQ8	ENSP00000487470
NX_Q9NPR2	ENSP00000452957
NX_Q9NPR2	ENSP00000453272
NX_Q9NPR2	ENSP00000453484
NX_Q9NPR2	ENSP00000453563
NX_Q9NPR2	ENSP00000453705
NX_Q9NPR2	ENSP00000453804
NX_Q9NPR2	ENSP00000453866
NX_Q9NPR2	ENSP00000453951
NX_Q9NPR2	ENSP00000454068
NX_Q9NPR9	ENSP00000401284
NX_Q9NPR9	ENSP00000469797
NX_Q9NPR9	ENSP00000470197
NX_Q9NPR9	ENSP00000470823
NX_Q9NPR9	ENSP00000470844
NX_Q9NPR9	ENSP00000471846
NX_Q9NPR9	ENSP00000472048
NX_Q9NPR9	ENSP00000472496
NX_Q9NPR9	ENSP00000473228
NX_Q9NPU4	ENSP00000489964
NX_Q9NPU4	ENSP00000490925
NX_Q9NPZ5	ENSP00000481320
NX_Q9NQ11	ENSP00000421126
NX_Q9NQ11	ENSP00000422227
NX_Q9NQ11	ENSP00000422668
NX_Q9NQ11	ENSP00000423065
NX_Q9NQ11	ENSP00000424313
NX_Q9NQ11	ENSP00000424393
NX_Q9NQ11	ENSP00000427241
NX_Q9NQ11	ENSP00000478781
NX_Q9NQ25	ENSP00000403294
NX_Q9NQ25	ENSP00000473590
NX_Q9NQ25	ENSP00000483774
NX_Q9NQ29	ENSP00000380882
NX_Q9NQ29	ENSP00000393551
NX_Q9NQ29	ENSP00000406695
NX_Q9NQ29	ENSP00000407781
NX_Q9NQ29	ENSP00000409977
NX_Q9NQ29	ENSP00000413033
NX_Q9NQ29	ENSP00000414508
NX_Q9NQ29	ENSP00000414860
NX_Q9NQ29	ENSP00000485761
NX_Q9NQ30	ENSP00000471642
NX_Q9NQ31	ENSP00000431602
NX_Q9NQ31	ENSP00000433510
NX_Q9NQ31	ENSP00000434726
NX_Q9NQ31	ENSP00000434785
NX_Q9NQ31	ENSP00000434820
NX_Q9NQ31	ENSP00000436989
NX_Q9NQ32	ENSP00000437069
NX_Q9NQ34	ENSP00000432373
NX_Q9NQ34	ENSP00000434961
NX_Q9NQ35	ENSP00000432002
NX_Q9NQ35	ENSP00000432451
NX_Q9NQ35	ENSP00000433845
NX_Q9NQ35	ENSP00000435785
NX_Q9NQ36	ENSP00000432828
NX_Q9NQ36	ENSP00000434000
NX_Q9NQ36	ENSP00000435415
NX_Q9NQ36	ENSP00000435902
NX_Q9NQ38	ENSP00000421519
NX_Q9NQ38	ENSP00000427943
NX_Q9NQ38	ENSP00000430264
NX_Q9NQ48	ENSP00000397589
NX_Q9NQ48	ENSP00000412240
NX_Q9NQ48	ENSP00000416083
NX_Q9NQ55	ENSP00000377382
NX_Q9NQ55	ENSP00000410485
NX_Q9NQ55	ENSP00000415467
NX_Q9NQ55	ENSP00000415988
NX_Q9NQ66	ENSP00000384001
NX_Q9NQ66	ENSP00000389911
NX_Q9NQ66	ENSP00000391162
NX_Q9NQ66	ENSP00000431704
NX_Q9NQ66	ENSP00000477664
NX_Q9NQ66	ENSP00000479997
NX_Q9NQ66	ENSP00000486301
NX_Q9NQ66	ENSP00000486428
NX_Q9NQ66	ENSP00000486531
NX_Q9NQ66	ENSP00000486655
NX_Q9NQ66	ENSP00000487075
NX_Q9NQ66	ENSP00000487544
NX_Q9NQ66	ENSP00000489643
NX_Q9NQ66	ENSP00000490455
NX_Q9NQ66	ENSP00000490641
NX_Q9NQ66	ENSP00000490771
NX_Q9NQ66	ENSP00000490792
NX_Q9NQ66	ENSP00000490862
NX_Q9NQ69	ENSP00000356358
NX_Q9NQ69	ENSP00000453064
NX_Q9NQ69	ENSP00000482898
NX_Q9NQ69	ENSP00000483170
NX_Q9NQ76	ENSP00000421430
NX_Q9NQ79	ENSP00000310810
NX_Q9NQ79	ENSP00000404549
NX_Q9NQ79	ENSP00000408445
NX_Q9NQ84	ENSP00000340595
NX_Q9NQ84	ENSP00000376404
NX_Q9NQ84	ENSP00000462147
NX_Q9NQ84	ENSP00000462440
NX_Q9NQ84	ENSP00000463090
NX_Q9NQ84	ENSP00000463813
NX_Q9NQ86	ENSP00000424259
NX_Q9NQ86	ENSP00000424743
NX_Q9NQ88	ENSP00000488928
NX_Q9NQ89	ENSP00000439471
NX_Q9NQ89	ENSP00000440820
NX_Q9NQ89	ENSP00000442806
NX_Q9NQ89	ENSP00000444594
NX_Q9NQ90	ENSP00000440981
NX_Q9NQ90	ENSP00000443813
NX_Q9NQ90	ENSP00000481449
NX_Q9NQ92	ENSP00000367901
NX_Q9NQ92	ENSP00000464423
NX_Q9NQ92	ENSP00000464425
NX_Q9NQ92	ENSP00000464429
NX_Q9NQ94	ENSP00000397953
NX_Q9NQA5	ENSP00000406361
NX_Q9NQB0	ENSP00000277945
NX_Q9NQB0	ENSP00000298692
NX_Q9NQB0	ENSP00000345640
NX_Q9NQB0	ENSP00000358393
NX_Q9NQB0	ENSP00000358396
NX_Q9NQB0	ENSP00000358402
NX_Q9NQB0	ENSP00000435694
NX_Q9NQB0	ENSP00000440547
NX_Q9NQB0	ENSP00000443626
NX_Q9NQB0	ENSP00000443883
NX_Q9NQB0	ENSP00000444972
NX_Q9NQB0	ENSP00000446238
NX_Q9NQB0	ENSP00000487507
NX_Q9NQB0	ENSP00000490004
NX_Q9NQB0	ENSP00000490260
NX_Q9NQB0	ENSP00000490478
NX_Q9NQC1	ENSP00000282605
NX_Q9NQC1	ENSP00000354425
NX_Q9NQC1	ENSP00000384671
NX_Q9NQC1	ENSP00000396026
NX_Q9NQC1	ENSP00000406189
NX_Q9NQC1	ENSP00000422991
NX_Q9NQC1	ENSP00000483173
NX_Q9NQC3	ENSP00000384825
NX_Q9NQC3	ENSP00000397808
NX_Q9NQC3	ENSP00000411628
NX_Q9NQC3	ENSP00000489133
NX_Q9NQC7	ENSP00000455535
NX_Q9NQC7	ENSP00000456488
NX_Q9NQC7	ENSP00000456912
NX_Q9NQC7	ENSP00000457108
NX_Q9NQC7	ENSP00000458507
NX_Q9NQC7	ENSP00000462134
NX_Q9NQC7	ENSP00000463197
NX_Q9NQC8	ENSP00000432384
NX_Q9NQC8	ENSP00000432982
NX_Q9NQC8	ENSP00000434175
NX_Q9NQC8	ENSP00000435278
NX_Q9NQC8	ENSP00000435750
NX_Q9NQC8	ENSP00000435826
NX_Q9NQE7	ENSP00000396589
NX_Q9NQE7	ENSP00000404349
NX_Q9NQE7	ENSP00000418036
NX_Q9NQE7	ENSP00000418710
NX_Q9NQE7	ENSP00000419437
NX_Q9NQE7	ENSP00000419492
NX_Q9NQE7	ENSP00000419538
NX_Q9NQG1	ENSP00000380337
NX_Q9NQG5	ENSP00000416420
NX_Q9NQG5	ENSP00000433947
NX_Q9NQG5	ENSP00000436816
NX_Q9NQG5	ENSP00000478724
NX_Q9NQG5	ENSP00000484897
NX_Q9NQG6	ENSP00000385110
NX_Q9NQG6	ENSP00000390029
NX_Q9NQG6	ENSP00000490747
NX_Q9NQG7	ENSP00000399705
NX_Q9NQG7	ENSP00000406764
NX_Q9NQG7	ENSP00000415081
NX_Q9NQG7	ENSP00000430291
NX_Q9NQH7	ENSP00000483752
NX_Q9NQI0	ENSP00000421960
NX_Q9NQI0	ENSP00000423102
NX_Q9NQI0	ENSP00000424112
NX_Q9NQI0	ENSP00000424779
NX_Q9NQI0	ENSP00000427167
NX_Q9NQI0	ENSP00000427522
NX_Q9NQI0	ENSP00000430431
NX_Q9NQL9	ENSP00000387472
NX_Q9NQP4	ENSP00000432441
NX_Q9NQQ7	ENSP00000397142
NX_Q9NQQ7	ENSP00000415736
NX_Q9NQR1	ENSP00000406830
NX_Q9NQR1	ENSP00000413811
NX_Q9NQR4	ENSP00000419157
NX_Q9NQR4	ENSP00000419189
NX_Q9NQR4	ENSP00000419239
NX_Q9NQR9	ENSP00000392183
NX_Q9NQR9	ENSP00000479442
NX_Q9NQR9	ENSP00000481098
NX_Q9NQR9	ENSP00000482583
NX_Q9NQR9	ENSP00000483899
NX_Q9NQS1	ENSP00000452906
NX_Q9NQS3	ENSP00000417572
NX_Q9NQS3	ENSP00000418327
NX_Q9NQS3	ENSP00000418691
NX_Q9NQS3	ENSP00000419829
NX_Q9NQS3	ENSP00000420479
NX_Q9NQS7	ENSP00000433100
NX_Q9NQT4	ENSP00000471002
NX_Q9NQT4	ENSP00000471557
NX_Q9NQT4	ENSP00000472396
NX_Q9NQT6	ENSP00000402472
NX_Q9NQT6	ENSP00000473531
NX_Q9NQT8	ENSP00000429027
NX_Q9NQT8	ENSP00000429201
NX_Q9NQT8	ENSP00000431006
NX_Q9NQU5	ENSP00000452647
NX_Q9NQU5	ENSP00000452686
NX_Q9NQU5	ENSP00000452708
NX_Q9NQU5	ENSP00000452737
NX_Q9NQU5	ENSP00000453005
NX_Q9NQU5	ENSP00000453021
NX_Q9NQU5	ENSP00000453057
NX_Q9NQU5	ENSP00000453407
NX_Q9NQU5	ENSP00000453520
NX_Q9NQU5	ENSP00000453721
NX_Q9NQV5	ENSP00000431898
NX_Q9NQV5	ENSP00000456942
NX_Q9NQV5	ENSP00000480626
NX_Q9NQV6	ENSP00000431262
NX_Q9NQV6	ENSP00000432093
NX_Q9NQV6	ENSP00000435940
NX_Q9NQV6	ENSP00000436681
NX_Q9NQV7	ENSP00000425471
NX_Q9NQV7	ENSP00000489227
NX_Q9NQV8	ENSP00000425149
NX_Q9NQW1	ENSP00000432260
NX_Q9NQW1	ENSP00000435359
NX_Q9NQW1	ENSP00000473769
NX_Q9NQW1	ENSP00000473995
NX_Q9NQW5	ENSP00000455390
NX_Q9NQW5	ENSP00000457667
NX_Q9NQW6	ENSP00000397465
NX_Q9NQW6	ENSP00000398712
NX_Q9NQW6	ENSP00000399553
NX_Q9NQW6	ENSP00000400777
NX_Q9NQW6	ENSP00000404979
NX_Q9NQW6	ENSP00000406584
NX_Q9NQW6	ENSP00000413441
NX_Q9NQW6	ENSP00000413522
NX_Q9NQW7	ENSP00000358697
NX_Q9NQW7	ENSP00000385388
NX_Q9NQW7	ENSP00000410318
NX_Q9NQW8	ENSP00000428329
NX_Q9NQX0	ENSP00000390919
NX_Q9NQX1	ENSP00000424861
NX_Q9NQX3	ENSP00000438404
NX_Q9NQX3	ENSP00000450442
NX_Q9NQX3	ENSP00000450706
NX_Q9NQX3	ENSP00000451056
NX_Q9NQX3	ENSP00000451725
NX_Q9NQX3	ENSP00000451790
NX_Q9NQX3	ENSP00000451935
NX_Q9NQX3	ENSP00000452009
NX_Q9NQX3	ENSP00000452220
NX_Q9NQX4	ENSP00000453514
NX_Q9NQX4	ENSP00000453517
NX_Q9NQX4	ENSP00000453641
NX_Q9NQX5	ENSP00000360659
NX_Q9NQX5	ENSP00000481901
NX_Q9NQX6	ENSP00000422471
NX_Q9NQX6	ENSP00000422586
NX_Q9NQX6	ENSP00000423263
NX_Q9NQX6	ENSP00000423675
NX_Q9NQX6	ENSP00000424835
NX_Q9NQX6	ENSP00000424929
NX_Q9NQX6	ENSP00000425517
NX_Q9NQX6	ENSP00000426127
NX_Q9NQX6	ENSP00000426155
NX_Q9NQX6	ENSP00000426458
NX_Q9NQX6	ENSP00000427532
NX_Q9NQX7	ENSP00000387242
NX_Q9NQX7	ENSP00000390655
NX_Q9NQX7	ENSP00000403257
NX_Q9NQX7	ENSP00000440295
NX_Q9NQX7	ENSP00000444899
NX_Q9NQX7	ENSP00000480137
NX_Q9NQY0	ENSP00000428768
NX_Q9NQY0	ENSP00000429660
NX_Q9NQY0	ENSP00000430546
NX_Q9NQZ3	ENSP00000400716
NX_Q9NQZ3	ENSP00000444407
NX_Q9NQZ3	ENSP00000484907
NX_Q9NQZ5	ENSP00000409410
NX_Q9NQZ7	ENSP00000474132
NX_Q9NQZ8	ENSP00000471138
NX_Q9NR09	ENSP00000393590
NX_Q9NR09	ENSP00000413090
NX_Q9NR11	ENSP00000396379
NX_Q9NR11	ENSP00000421201
NX_Q9NR11	ENSP00000421696
NX_Q9NR11	ENSP00000423235
NX_Q9NR11	ENSP00000423460
NX_Q9NR11	ENSP00000424292
NX_Q9NR11	ENSP00000477197
NX_Q9NR11	ENSP00000481754
NX_Q9NR11	ENSP00000486577
NX_Q9NR12	ENSP00000377177
NX_Q9NR12	ENSP00000421664
NX_Q9NR12	ENSP00000422363
NX_Q9NR12	ENSP00000424850
NX_Q9NR12	ENSP00000426213
NX_Q9NR16	ENSP00000438217
NX_Q9NR16	ENSP00000439921
NX_Q9NR16	ENSP00000442328
NX_Q9NR16	ENSP00000443004
NX_Q9NR19	ENSP00000417783
NX_Q9NR19	ENSP00000418152
NX_Q9NR19	ENSP00000418362
NX_Q9NR19	ENSP00000418608
NX_Q9NR19	ENSP00000418812
NX_Q9NR19	ENSP00000419167
NX_Q9NR19	ENSP00000419925
NX_Q9NR19	ENSP00000420105
NX_Q9NR19	ENSP00000420351
NX_Q9NR20	ENSP00000438769
NX_Q9NR20	ENSP00000439168
NX_Q9NR20	ENSP00000441996
NX_Q9NR20	ENSP00000444842
NX_Q9NR21	ENSP00000387481
NX_Q9NR21	ENSP00000392392
NX_Q9NR21	ENSP00000395062
NX_Q9NR28	ENSP00000390103
NX_Q9NR28	ENSP00000390818
NX_Q9NR28	ENSP00000411638
NX_Q9NR28	ENSP00000438710
NX_Q9NR28	ENSP00000440653
NX_Q9NR28	ENSP00000440971
NX_Q9NR28	ENSP00000441139
NX_Q9NR28	ENSP00000442669
NX_Q9NR31	ENSP00000362333
NX_Q9NR31	ENSP00000362336
NX_Q9NR31	ENSP00000398165
NX_Q9NR34	ENSP00000263979
NX_Q9NR34	ENSP00000363449
NX_Q9NR34	ENSP00000482317
NX_Q9NR45	ENSP00000404107
NX_Q9NR45	ENSP00000404642
NX_Q9NR46	ENSP00000388282
NX_Q9NR46	ENSP00000396761
NX_Q9NR46	ENSP00000400951
NX_Q9NR46	ENSP00000402566
NX_Q9NR46	ENSP00000403228
NX_Q9NR48	ENSP00000448820
NX_Q9NR48	ENSP00000449283
NX_Q9NR50	ENSP00000396985
NX_Q9NR50	ENSP00000485842
NX_Q9NR56	ENSP00000282488
NX_Q9NR56	ENSP00000417169
NX_Q9NR56	ENSP00000417741
NX_Q9NR56	ENSP00000418109
NX_Q9NR56	ENSP00000418508
NX_Q9NR56	ENSP00000419347
NX_Q9NR56	ENSP00000420327
NX_Q9NR56	ENSP00000420680
NX_Q9NR63	ENSP00000401465
NX_Q9NR63	ENSP00000430871
NX_Q9NR63	ENSP00000430888
NX_Q9NR64	ENSP00000439602
NX_Q9NR71	ENSP00000329886
NX_Q9NR71	ENSP00000392766
NX_Q9NR71	ENSP00000476403
NX_Q9NR71	ENSP00000476827
NX_Q9NR77	ENSP00000398708
NX_Q9NR77	ENSP00000444486
NX_Q9NR77	ENSP00000446049
NX_Q9NR77	ENSP00000484702
NX_Q9NR80	ENSP00000386794
NX_Q9NR80	ENSP00000387285
NX_Q9NR80	ENSP00000389661
NX_Q9NR80	ENSP00000398455
NX_Q9NR80	ENSP00000432301
NX_Q9NR80	ENSP00000483548
NX_Q9NR80	ENSP00000490782
NX_Q9NR81	ENSP00000417087
NX_Q9NR81	ENSP00000417986
NX_Q9NR81	ENSP00000418469
NX_Q9NR81	ENSP00000418826
NX_Q9NR81	ENSP00000418984
NX_Q9NR81	ENSP00000420402
NX_Q9NR81	ENSP00000420420
NX_Q9NR81	ENSP00000420633
NX_Q9NR82	ENSP00000347326
NX_Q9NR82	ENSP00000347853
NX_Q9NR82	ENSP00000384453
NX_Q9NR82	ENSP00000385501
NX_Q9NR82	ENSP00000388098
NX_Q9NR82	ENSP00000391971
NX_Q9NR82	ENSP00000409861
NX_Q9NR82	ENSP00000414829
NX_Q9NR90	ENSP00000324965
NX_Q9NR90	ENSP00000401049
NX_Q9NRA0	ENSP00000341091
NX_Q9NRA0	ENSP00000410044
NX_Q9NRA0	ENSP00000469448
NX_Q9NRA0	ENSP00000470679
NX_Q9NRA0	ENSP00000471111
NX_Q9NRA0	ENSP00000471180
NX_Q9NRA1	ENSP00000424600
NX_Q9NRA8	ENSP00000380652
NX_Q9NRA8	ENSP00000380654
NX_Q9NRA8	ENSP00000380657
NX_Q9NRA8	ENSP00000395293
NX_Q9NRA8	ENSP00000405086
NX_Q9NRA8	ENSP00000413690
NX_Q9NRB3	ENSP00000411207
NX_Q9NRC1	ENSP00000325673
NX_Q9NRC1	ENSP00000377090
NX_Q9NRC1	ENSP00000377092
NX_Q9NRC1	ENSP00000377093
NX_Q9NRC1	ENSP00000377095
NX_Q9NRC1	ENSP00000388698
NX_Q9NRC1	ENSP00000390830
NX_Q9NRC1	ENSP00000391444
NX_Q9NRC1	ENSP00000392876
NX_Q9NRC1	ENSP00000393040
NX_Q9NRC1	ENSP00000402934
NX_Q9NRC1	ENSP00000411118
NX_Q9NRC1	ENSP00000413601
NX_Q9NRC1	ENSP00000414031
NX_Q9NRC1	ENSP00000416858
NX_Q9NRC1	ENSP00000419516
NX_Q9NRC1	ENSP00000419715
NX_Q9NRC1	ENSP00000420052
NX_Q9NRC8	ENSP00000459524
NX_Q9NRC8	ENSP00000461044
NX_Q9NRD0	ENSP00000427313
NX_Q9NRD0	ENSP00000427506
NX_Q9NRD1	ENSP00000388781
NX_Q9NRD5	ENSP00000387861
NX_Q9NRD5	ENSP00000397588
NX_Q9NRD5	ENSP00000398141
NX_Q9NRD5	ENSP00000410793
NX_Q9NRD5	ENSP00000413962
NX_Q9NRD5	ENSP00000416487
NX_Q9NRD8	ENSP00000373691
NX_Q9NRD9	ENSP00000452623
NX_Q9NRD9	ENSP00000454121
NX_Q9NRE2	ENSP00000474159
NX_Q9NRE2	ENSP00000487408
NX_Q9NRF2	ENSP00000438784
NX_Q9NRF2	ENSP00000440354
NX_Q9NRF2	ENSP00000454601
NX_Q9NRF2	ENSP00000455236
NX_Q9NRF2	ENSP00000455534
NX_Q9NRF2	ENSP00000457214
NX_Q9NRF2	ENSP00000457315
NX_Q9NRF2	ENSP00000457724
NX_Q9NRF2	ENSP00000458097
NX_Q9NRF8	ENSP00000400431
NX_Q9NRG0	ENSP00000428697
NX_Q9NRG0	ENSP00000430003
NX_Q9NRG0	ENSP00000430484
NX_Q9NRG4	ENSP00000409822
NX_Q9NRG7	ENSP00000446077
NX_Q9NRG7	ENSP00000450915
NX_Q9NRG7	ENSP00000450946
NX_Q9NRG7	ENSP00000451275
NX_Q9NRG7	ENSP00000451593
NX_Q9NRG7	ENSP00000451903
NX_Q9NRG7	ENSP00000452076
NX_Q9NRG7	ENSP00000452438
NX_Q9NRG7	ENSP00000452499
NX_Q9NRG9	ENSP00000446885
NX_Q9NRG9	ENSP00000448020
NX_Q9NRG9	ENSP00000457518
NX_Q9NRH1	ENSP00000400511
NX_Q9NRH2	ENSP00000409516
NX_Q9NRI5	ENSP00000295051
NX_Q9NRI5	ENSP00000355592
NX_Q9NRI5	ENSP00000415147
NX_Q9NRI5	ENSP00000440909
NX_Q9NRI5	ENSP00000441193
NX_Q9NRI5	ENSP00000481791
NX_Q9NRI5	ENSP00000482174
NX_Q9NRJ3	ENSP00000422369
NX_Q9NRJ4	ENSP00000481804
NX_Q9NRJ7	ENSP00000485449
NX_Q9NRL2	ENSP00000450902
NX_Q9NRL2	ENSP00000450923
NX_Q9NRL2	ENSP00000451896
NX_Q9NRL2	ENSP00000480380
NX_Q9NRL3	ENSP00000440901
NX_Q9NRL3	ENSP00000469279
NX_Q9NRL3	ENSP00000470040
NX_Q9NRL3	ENSP00000470634
NX_Q9NRL3	ENSP00000471354
NX_Q9NRL3	ENSP00000471499
NX_Q9NRL3	ENSP00000472429
NX_Q9NRL3	ENSP00000472938
NX_Q9NRL3	ENSP00000473446
NX_Q9NRM0	ENSP00000426800
NX_Q9NRM2	ENSP00000355043
NX_Q9NRM2	ENSP00000390359
NX_Q9NRM2	ENSP00000402292
NX_Q9NRM2	ENSP00000402846
NX_Q9NRM2	ENSP00000410538
NX_Q9NRM2	ENSP00000415735
NX_Q9NRM6	ENSP00000418638
NX_Q9NRN5	ENSP00000376977
NX_Q9NRN7	ENSP00000435099
NX_Q9NRN7	ENSP00000437175
NX_Q9NRN9	ENSP00000307903
NX_Q9NRN9	ENSP00000386703
NX_Q9NRN9	ENSP00000387056
NX_Q9NRN9	ENSP00000387106
NX_Q9NRN9	ENSP00000395792
NX_Q9NRN9	ENSP00000440589
NX_Q9NRN9	ENSP00000444989
NX_Q9NRP0	ENSP00000478564
NX_Q9NRP2	ENSP00000454240
NX_Q9NRP2	ENSP00000454396
NX_Q9NRP2	ENSP00000454658
NX_Q9NRP2	ENSP00000454709
NX_Q9NRP2	ENSP00000454938
NX_Q9NRP2	ENSP00000455177
NX_Q9NRP2	ENSP00000455404
NX_Q9NRP2	ENSP00000455880
NX_Q9NRP2	ENSP00000456177
NX_Q9NRP2	ENSP00000457106
NX_Q9NRP2	ENSP00000457938
NX_Q9NRP2	ENSP00000487053
NX_Q9NRP4	ENSP00000353548
NX_Q9NRP7	ENSP00000400055
NX_Q9NRP7	ENSP00000403527
NX_Q9NRP7	ENSP00000404719
NX_Q9NRP7	ENSP00000406184
NX_Q9NRP7	ENSP00000409688
NX_Q9NRQ2	ENSP00000417248
NX_Q9NRQ2	ENSP00000417896
NX_Q9NRQ2	ENSP00000418173
NX_Q9NRQ2	ENSP00000418419
NX_Q9NRQ2	ENSP00000420385
NX_Q9NRQ5	ENSP00000432581
NX_Q9NRQ5	ENSP00000435827
NX_Q9NRR1	ENSP00000421743
NX_Q9NRR1	ENSP00000425397
NX_Q9NRR3	ENSP00000425292
NX_Q9NRR3	ENSP00000426779
NX_Q9NRR4	ENSP00000422745
NX_Q9NRR4	ENSP00000428782
NX_Q9NRR4	ENSP00000430921
NX_Q9NRS4	ENSP00000428246
NX_Q9NRS4	ENSP00000428407
NX_Q9NRS4	ENSP00000428814
NX_Q9NRS4	ENSP00000429833
NX_Q9NRS4	ENSP00000429889
NX_Q9NRS4	ENSP00000431062
NX_Q9NRS4	ENSP00000478147
NX_Q9NRS6	ENSP00000431690
NX_Q9NRS6	ENSP00000434778
NX_Q9NRS6	ENSP00000436023
NX_Q9NRS6	ENSP00000437277
NX_Q9NRV9	ENSP00000441678
NX_Q9NRV9	ENSP00000442020
NX_Q9NRW1	ENSP00000417433
NX_Q9NRW1	ENSP00000418540
NX_Q9NRW1	ENSP00000419526
NX_Q9NRW1	ENSP00000419941
NX_Q9NRW3	ENSP00000390855
NX_Q9NRW4	ENSP00000474000
NX_Q9NRW4	ENSP00000474082
NX_Q9NRW4	ENSP00000474330
NX_Q9NRW4	ENSP00000474450
NX_Q9NRW4	ENSP00000474505
NX_Q9NRW4	ENSP00000474646
NX_Q9NRW4	ENSP00000474827
NX_Q9NRW4	ENSP00000475061
NX_Q9NRW4	ENSP00000475106
NX_Q9NRW7	ENSP00000400143
NX_Q9NRW7	ENSP00000478403
NX_Q9NRW7	ENSP00000481356
NX_Q9NRX1	ENSP00000405892
NX_Q9NRX2	ENSP00000435294
NX_Q9NRX3	ENSP00000452193
NX_Q9NRY2	ENSP00000363351
NX_Q9NRY2	ENSP00000363353
NX_Q9NRY4	ENSP00000479487
NX_Q9NRY5	ENSP00000428551
NX_Q9NRY5	ENSP00000428827
NX_Q9NRY5	ENSP00000428941
NX_Q9NRY5	ENSP00000429088
NX_Q9NRY5	ENSP00000429403
NX_Q9NRY5	ENSP00000429753
NX_Q9NRY5	ENSP00000429919
NX_Q9NRY5	ENSP00000430186
NX_Q9NRY6	ENSP00000458596
NX_Q9NRY6	ENSP00000458988
NX_Q9NRY6	ENSP00000459122
NX_Q9NRY6	ENSP00000460800
NX_Q9NRY6	ENSP00000461205
NX_Q9NRY6	ENSP00000461843
NX_Q9NRY6	ENSP00000483743
NX_Q9NRY7	ENSP00000418444
NX_Q9NRY7	ENSP00000419669
NX_Q9NRZ5	ENSP00000355872
NX_Q9NRZ5	ENSP00000355878
NX_Q9NRZ5	ENSP00000400211
NX_Q9NRZ5	ENSP00000413901
NX_Q9NRZ7	ENSP00000389318
NX_Q9NRZ7	ENSP00000394102
NX_Q9NRZ7	ENSP00000412079
NX_Q9NRZ7	ENSP00000413906
NX_Q9NRZ7	ENSP00000414440
NX_Q9NRZ9	ENSP00000239026
NX_Q9NRZ9	ENSP00000360378
NX_Q9NRZ9	ENSP00000360383
NX_Q9NRZ9	ENSP00000377601
NX_Q9NRZ9	ENSP00000409945
NX_Q9NRZ9	ENSP00000485823
NX_Q9NS00	ENSP00000407666
NX_Q9NS00	ENSP00000415400
NX_Q9NS15	ENSP00000431219
NX_Q9NS15	ENSP00000432121
NX_Q9NS15	ENSP00000432350
NX_Q9NS15	ENSP00000432476
NX_Q9NS15	ENSP00000434315
NX_Q9NS15	ENSP00000434406
NX_Q9NS15	ENSP00000435146
NX_Q9NS15	ENSP00000435276
NX_Q9NS15	ENSP00000435530
NX_Q9NS15	ENSP00000436032
NX_Q9NS15	ENSP00000436341
NX_Q9NS37	ENSP00000260058
NX_Q9NS37	ENSP00000433380
NX_Q9NS37	ENSP00000435762
NX_Q9NS37	ENSP00000435980
NX_Q9NS39	ENSP00000370706
NX_Q9NS40	ENSP00000482818
NX_Q9NS40	ENSP00000483158
NX_Q9NS61	ENSP00000359063
NX_Q9NS66	ENSP00000364615
NX_Q9NS73	ENSP00000473739
NX_Q9NS73	ENSP00000474535
NX_Q9NS73	ENSP00000474583
NX_Q9NS73	ENSP00000474845
NX_Q9NS73	ENSP00000484282
NX_Q9NS75	ENSP00000479446
NX_Q9NS75	ENSP00000482031
NX_Q9NS75	ENSP00000482041
NX_Q9NS82	ENSP00000465421
NX_Q9NS82	ENSP00000466410
NX_Q9NS82	ENSP00000466876
NX_Q9NS85	ENSP00000458145
NX_Q9NS85	ENSP00000460238
NX_Q9NS86	ENSP00000387598
NX_Q9NS87	ENSP00000391205
NX_Q9NS87	ENSP00000425499
NX_Q9NS87	ENSP00000485853
