NX_A0A075B6J9	ENST00000390310
NX_Q96M86	ENST00000496802
NX_Q96M86	ENST00000524401
NX_Q96M86	ENST00000525080
NX_Q96M86	ENST00000527143
NX_Q96M86	ENST00000532027
NX_Q96M89	ENST00000409529
NX_Q96M89	ENST00000447782
NX_Q96M89	ENST00000456512
NX_Q96M89	ENST00000608781
NX_Q96M93	ENST00000439307
NX_Q96M93	ENST00000446706
NX_Q96M95	ENST00000581598
NX_Q96M96	ENST00000395740
NX_Q96M96	ENST00000472289
NX_Q96M96	ENST00000493087
NX_Q96M96	ENST00000546442
NX_Q96M96	ENST00000551984
NX_Q96M96	ENST00000583694
NX_Q96M98	ENST00000534958
NX_Q96M98	ENST00000541974
NX_Q96M98	ENST00000542936
NX_Q96M98	ENST00000611387
NX_Q96M98	ENST00000621363
NX_Q96MB7	ENST00000529192
NX_Q96MB7	ENST00000532281
NX_Q96MC2	ENST00000421869
NX_Q96MC4	ENST00000586713
NX_Q96MC5	ENST00000561692
NX_Q96MC5	ENST00000561813
NX_Q96MC5	ENST00000564389
NX_Q96MC5	ENST00000565857
NX_Q96MC5	ENST00000566490
NX_Q96MC5	ENST00000570249
NX_Q96MC5	ENST00000610499
NX_Q96MC5	ENST00000615273
NX_Q96MC5	ENST00000631695
NX_Q96MC5	ENST00000631883
NX_Q96MC5	ENST00000632906
NX_Q96MC5	ENST00000633657
NX_Q96MC5	ENST00000633982
NX_Q96MD2	ENST00000311915
NX_Q96MD2	ENST00000398055
NX_Q96MD2	ENST00000544871
NX_Q96MD7	ENST00000377027
NX_Q96MD7	ENST00000473252
NX_Q96MD7	ENST00000486911
NX_Q96ME1	ENST00000458142
NX_Q96ME1	ENST00000620087
NX_Q96MF2	ENST00000553489
NX_Q96MF2	ENST00000557176
NX_Q96MF4	ENST00000440903
NX_Q96MF6	ENST00000551814
NX_Q96MF6	ENST00000553234
NX_Q96MF7	ENST00000517315
NX_Q96MF7	ENST00000517532
NX_Q96MF7	ENST00000518013
NX_Q96MF7	ENST00000518146
NX_Q96MF7	ENST00000519010
NX_Q96MF7	ENST00000519712
NX_Q96MF7	ENST00000520866
NX_Q96MF7	ENST00000523741
NX_Q96MG2	ENST00000593238
NX_Q96MG7	ENST00000631973
NX_Q96MG8	ENST00000519554
NX_Q96MG8	ENST00000521344
NX_Q96MH2	ENST00000585340
NX_Q96MH2	ENST00000586681
NX_Q96MH2	ENST00000589230
NX_Q96MH2	ENST00000591070
NX_Q96MH2	ENST00000593138
NX_Q96MH6	ENST00000517576
NX_Q96MH6	ENST00000519780
NX_Q96MH6	ENST00000519784
NX_Q96MH6	ENST00000520061
NX_Q96MH6	ENST00000520414
NX_Q96MH6	ENST00000522030
NX_Q96MH6	ENST00000522090
NX_Q96MH6	ENST00000522470
NX_Q96MH6	ENST00000523073
NX_Q96MH6	ENST00000523180
NX_Q96MH6	ENST00000523423
NX_Q96MH6	ENST00000617977
NX_Q96MH7	ENST00000503655
NX_Q96MH7	ENST00000509489
NX_Q96MI6	ENST00000443681
NX_Q96MI6	ENST00000457454
NX_Q96MK3	ENST00000590074
NX_Q96MK3	ENST00000590873
NX_Q96MK3	ENST00000619787
NX_Q96MM6	ENST00000399701
NX_Q96MN2	ENST00000587464
NX_Q96MN5	ENST00000391366
NX_Q96MP8	ENST00000449064
NX_Q96MP8	ENST00000503687
NX_Q96MR6	ENST00000428122
NX_Q96MR6	ENST00000525227
NX_Q96MR6	ENST00000529956
NX_Q96MR6	ENST00000533339
NX_Q96MR6	ENST00000610710
NX_Q96MR7	ENST00000472613
NX_Q96MS0	ENST00000538940
NX_Q96MS0	ENST00000543966
NX_Q96MS3	ENST00000413816
NX_Q96MS3	ENST00000537468
NX_Q96MT3	ENST00000547113
NX_Q96MT3	ENST00000551050
NX_Q96MT3	ENST00000552108
NX_Q96MT7	ENST00000461734
NX_Q96MT7	ENST00000465186
NX_Q96MT7	ENST00000465636
NX_Q96MT7	ENST00000473143
NX_Q96MT7	ENST00000488854
NX_Q96MT7	ENST00000489244
NX_Q96MT7	ENST00000489938
NX_Q96MT7	ENST00000490481
NX_Q96MT8	ENST00000504929
NX_Q96MT8	ENST00000508778
NX_Q96MT8	ENST00000511574
NX_Q96MT8	ENST00000512894
NX_Q96MT8	ENST00000514678
NX_Q96MU6	ENST00000564906
NX_Q96MU6	ENST00000567651
NX_Q96MU7	ENST00000505251
NX_Q96MU7	ENST00000507529
NX_Q96MU7	ENST00000510746
NX_Q96MU7	ENST00000579690
NX_Q96MU7	ENST00000613637
NX_Q96MU7	ENST00000615500
NX_Q96MU7	ENST00000625493
NX_Q96MU7	ENST00000627168
NX_Q96MU7	ENST00000628264
NX_Q96MU7	ENST00000629100
NX_Q96MU8	ENST00000453585
NX_Q96MV1	ENST00000455656
NX_Q96MV1	ENST00000456991
NX_Q96MW1	ENST00000588210
NX_Q96MW1	ENST00000588687
NX_Q96MW5	ENST00000562949
NX_Q96MX0	ENST00000460097
NX_Q96MX0	ENST00000562357
NX_Q96MX0	ENST00000563672
NX_Q96MX0	ENST00000564060
NX_Q96MX0	ENST00000565003
NX_Q96MX0	ENST00000565666
NX_Q96MX0	ENST00000566121
NX_Q96MX0	ENST00000566756
NX_Q96MX0	ENST00000568477
NX_Q96MX3	ENST00000495929
NX_Q96MX3	ENST00000524644
NX_Q96MX3	ENST00000528032
NX_Q96MX6	ENST00000406245
NX_Q96MX6	ENST00000457114
NX_Q96MY1	ENST00000201961
NX_Q96MY1	ENST00000326071
NX_Q96MY1	ENST00000375677
NX_Q96MY1	ENST00000375678
NX_Q96MY1	ENST00000419612
NX_Q96MY1	ENST00000616976
NX_Q96MY7	ENST00000556794
NX_Q96MZ0	ENST00000438466
NX_Q96MZ0	ENST00000445952
NX_Q96MZ0	ENST00000447658
NX_Q96MZ0	ENST00000612599
NX_Q96MZ0	ENST00000617075
NX_Q96N06	ENST00000564238
NX_Q96N06	ENST00000565890
NX_Q96N06	ENST00000566204
NX_Q96N06	ENST00000567827
NX_Q96N06	ENST00000568929
NX_Q96N06	ENST00000611218
NX_Q96N11	ENST00000440409
NX_Q96N11	ENST00000445375
NX_Q96N16	ENST00000473053
NX_Q96N16	ENST00000636216
NX_Q96N16	ENST00000637373
NX_Q96N19	ENST00000535675
NX_Q96N19	ENST00000536282
NX_Q96N19	ENST00000536667
NX_Q96N19	ENST00000538032
NX_Q96N19	ENST00000538244
NX_Q96N19	ENST00000539833
NX_Q96N19	ENST00000540370
NX_Q96N19	ENST00000541952
NX_Q96N19	ENST00000542190
NX_Q96N19	ENST00000543383
NX_Q96N19	ENST00000546139
NX_Q96N19	ENST00000546201
NX_Q96N20	ENST00000572999
NX_Q96N20	ENST00000612186
NX_Q96N21	ENST00000570854
NX_Q96N21	ENST00000571094
NX_Q96N21	ENST00000571115
NX_Q96N21	ENST00000572050
NX_Q96N22	ENST00000528059
NX_Q96N22	ENST00000531570
NX_Q96N23	ENST00000550977
NX_Q96N23	ENST00000553778
NX_Q96N23	ENST00000637336
NX_Q96N28	ENST00000587735
NX_Q96N28	ENST00000587862
NX_Q96N28	ENST00000588729
NX_Q96N28	ENST00000589565
NX_Q96N28	ENST00000589952
NX_Q96N28	ENST00000590956
NX_Q96N38	ENST00000596053
NX_Q96N38	ENST00000616183
NX_Q96N38	ENST00000618008
NX_Q96N38	ENST00000618422
NX_Q96N46	ENST00000462895
NX_Q96N46	ENST00000465065
NX_Q96N46	ENST00000491380
NX_Q96N46	ENST00000492617
NX_Q96N46	ENST00000495660
NX_Q96N58	ENST00000601120
NX_Q96N64	ENST00000520662
NX_Q96N64	ENST00000521424
NX_Q96N64	ENST00000524050
NX_Q96N66	ENST00000414665
NX_Q96N66	ENST00000449249
NX_Q96N66	ENST00000453320
NX_Q96N66	ENST00000495279
NX_Q96N66	ENST00000610862
NX_Q96N66	ENST00000611239
NX_Q96N66	ENST00000611602
NX_Q96N66	ENST00000612053
NX_Q96N66	ENST00000612092
NX_Q96N66	ENST00000612519
NX_Q96N66	ENST00000612567
NX_Q96N66	ENST00000613506
NX_Q96N66	ENST00000613746
NX_Q96N66	ENST00000614279
NX_Q96N66	ENST00000615282
NX_Q96N66	ENST00000615453
NX_Q96N66	ENST00000615872
NX_Q96N66	ENST00000616849
NX_Q96N66	ENST00000617012
NX_Q96N66	ENST00000617095
NX_Q96N66	ENST00000617324
NX_Q96N66	ENST00000617656
NX_Q96N66	ENST00000617772
NX_Q96N66	ENST00000618378
NX_Q96N66	ENST00000618826
NX_Q96N66	ENST00000618899
NX_Q96N66	ENST00000619670
NX_Q96N66	ENST00000619745
NX_Q96N66	ENST00000619842
NX_Q96N66	ENST00000619844
NX_Q96N66	ENST00000619855
NX_Q96N66	ENST00000620231
NX_Q96N66	ENST00000620311
NX_Q96N66	ENST00000620371
NX_Q96N66	ENST00000620636
NX_Q96N66	ENST00000621146
NX_Q96N66	ENST00000621334
NX_Q96N66	ENST00000621455
NX_Q96N66	ENST00000621612
NX_Q96N66	ENST00000621875
NX_Q96N67	ENST00000464312
NX_Q96N67	ENST00000614472
NX_Q96N67	ENST00000634223
NX_Q96N67	ENST00000634652
NX_Q96N67	ENST00000634929
NX_Q96N67	ENST00000635088
NX_Q96N67	ENST00000635827
NX_Q96N67	ENST00000637208
NX_Q96N67	ENST00000637255
NX_Q96N77	ENST00000546874
NX_Q96N77	ENST00000548932
NX_Q96N77	ENST00000549125
NX_Q96N77	ENST00000550181
NX_Q96N77	ENST00000550342
NX_Q96N95	ENST00000585522
NX_Q96N95	ENST00000587422
NX_Q96N96	ENST00000409126
NX_Q96N96	ENST00000454083
NX_Q96N96	ENST00000488060
NX_Q96N96	ENST00000494772
NX_Q96NA2	ENST00000574810
NX_Q96NA2	ENST00000622136
NX_Q96NA2	ENST00000633176
NX_Q96NA8	ENST00000307180
NX_Q96NA8	ENST00000518720
NX_Q96NA8	ENST00000519651
NX_Q96NA8	ENST00000520166
NX_Q96NA8	ENST00000520462
NX_Q96NB1	ENST00000572415
NX_Q96NB1	ENST00000573087
NX_Q96NB1	ENST00000573396
NX_Q96NB1	ENST00000573429
NX_Q96NB1	ENST00000575073
NX_Q96NB1	ENST00000575744
NX_Q96NB1	ENST00000575938
NX_Q96NB1	ENST00000622266
NX_Q96NB1	ENST00000631896
NX_Q96NB1	ENST00000631974
NX_Q96NB1	ENST00000632623
NX_Q96NB1	ENST00000633304
NX_Q96NB1	ENST00000633954
NX_Q96NB1	ENST00000633985
NX_Q96NB1	ENST00000634146
NX_Q96NB1	ENST00000634203
NX_Q96NB2	ENST00000459894
NX_Q96NB2	ENST00000480358
NX_Q96NB2	ENST00000602439
NX_Q96NB2	ENST00000602544
NX_Q96NB2	ENST00000602647
NX_Q96NB2	ENST00000602670
NX_Q96NB2	ENST00000602764
NX_Q96NB2	ENST00000602831
NX_Q96NB2	ENST00000602868
NX_Q96NB3	ENST00000578339
NX_Q96NC0	ENST00000506644
NX_Q96NC0	ENST00000519913
NX_Q96ND0	ENST00000589346
NX_Q96ND0	ENST00000591269
NX_Q96ND0	ENST00000592976
NX_Q96ND8	ENST00000391778
NX_Q96ND8	ENST00000537943
NX_Q96NE9	ENST00000554778
NX_Q96NE9	ENST00000555197
NX_Q96NE9	ENST00000555703
NX_Q96NE9	ENST00000555936
NX_Q96NE9	ENST00000557405
NX_Q96NG3	ENST00000585530
NX_Q96NG3	ENST00000591658
NX_Q96NG3	ENST00000593239
NX_Q96NG8	ENST00000587778
NX_Q96NG8	ENST00000589143
NX_Q96NG8	ENST00000589895
NX_Q96NG8	ENST00000593145
NX_Q96NH3	ENST00000422369
NX_Q96NH3	ENST00000509492
NX_Q96NI6	ENST00000554120
NX_Q96NI6	ENST00000554171
NX_Q96NI8	ENST00000587363
NX_Q96NI8	ENST00000589725
NX_Q96NI8	ENST00000590664
NX_Q96NJ3	ENST00000585868
NX_Q96NJ3	ENST00000589738
NX_Q96NJ5	ENST00000369254
NX_Q96NJ5	ENST00000447886
NX_Q96NJ5	ENST00000544166
NX_Q96NJ5	ENST00000620278
NX_Q96NL3	ENST00000588760
NX_Q96NL6	ENST00000503401
NX_Q96NL6	ENST00000506368
NX_Q96NM4	ENST00000413823
NX_Q96NN9	ENST00000417515
NX_Q96NN9	ENST00000426113
NX_Q96NN9	ENST00000434714
NX_Q96NN9	ENST00000441376
NX_Q96NR3	ENST00000456522
NX_Q96NS1	ENST00000532314
NX_Q96NS1	ENST00000534810
NX_Q96NS5	ENST00000589618
NX_Q96NS5	ENST00000591700
NX_Q96NT0	ENST00000409127
NX_Q96NT0	ENST00000442217
NX_Q96NT3	ENST00000402766
NX_Q96NT3	ENST00000407973
NX_Q96NT3	ENST00000447813
NX_Q96NT3	ENST00000621833
NX_Q96NT5	ENST00000581516
NX_Q96NT5	ENST00000582735
NX_Q96NT5	ENST00000584426
NX_Q96NT5	ENST00000584995
NX_Q96NU0	ENST00000341990
NX_Q96NU0	ENST00000377561
NX_Q96NU0	ENST00000476961
NX_Q96NU0	ENST00000479351
NX_Q96NU0	ENST00000489789
NX_Q96NU0	ENST00000612828
NX_Q96NU0	ENST00000617422
NX_Q96NU0	ENST00000619138
NX_Q96NU1	ENST00000420190
NX_Q96NU1	ENST00000437963
NX_Q96NU1	ENST00000616016
NX_Q96NU1	ENST00000616125
NX_Q96NU1	ENST00000617307
NX_Q96NU1	ENST00000618181
NX_Q96NU1	ENST00000618323
NX_Q96NU1	ENST00000618779
NX_Q96NU1	ENST00000620200
NX_Q96NU1	ENST00000622503
NX_Q96NU7	ENST00000548310
NX_Q96NU7	ENST00000553023
NX_Q96NW4	ENST00000586463
NX_Q96NW4	ENST00000586693
NX_Q96NW4	ENST00000587352
NX_Q96NW4	ENST00000588700
NX_Q96NW4	ENST00000590519
NX_Q96NW4	ENST00000591100
NX_Q96NW7	ENST00000415775
NX_Q96NW7	ENST00000588515
NX_Q96NW7	ENST00000608744
NX_Q96NW7	ENST00000608815
NX_Q96NW7	ENST00000609498
NX_Q96NX5	ENST00000423146
NX_Q96NX9	ENST00000461604
NX_Q96NX9	ENST00000484479
NX_Q96NY9	ENST00000524647
NX_Q96NY9	ENST00000525768
NX_Q96NY9	ENST00000529374
NX_Q96NY9	ENST00000529742
NX_Q96NY9	ENST00000529857
NX_Q96NY9	ENST00000530111
NX_Q96NY9	ENST00000533035
NX_Q96NZ1	ENST00000423960
NX_Q96NZ1	ENST00000468516
NX_Q96P11	ENST00000455763
NX_Q96P15	ENST00000489748
NX_Q96P15	ENST00000536691
NX_Q96P16	ENST00000585879
NX_Q96P16	ENST00000585953
NX_Q96P16	ENST00000587563
NX_Q96P16	ENST00000589050
NX_Q96P16	ENST00000592674
NX_Q96P26	ENST00000416783
NX_Q96P26	ENST00000418427
NX_Q96P31	ENST00000496769
NX_Q96P44	ENST00000370817
NX_Q96P44	ENST00000456983
NX_Q96P44	ENST00000535941
NX_Q96P47	ENST00000335367
NX_Q96P47	ENST00000461065
NX_Q96P47	ENST00000467724
NX_Q96P47	ENST00000468796
NX_Q96P47	ENST00000469901
NX_Q96P47	ENST00000479901
NX_Q96P48	ENST00000426523
NX_Q96P48	ENST00000427971
NX_Q96P48	ENST00000452383
NX_Q96P48	ENST00000455638
NX_Q96P48	ENST00000536885
NX_Q96P48	ENST00000542596
NX_Q96P50	ENST00000354980
NX_Q96P53	ENST00000612477
NX_Q96P56	ENST00000409481
NX_Q96P56	ENST00000419262
NX_Q96P56	ENST00000432420
NX_Q96P56	ENST00000450810
NX_Q96P64	ENST00000311652
NX_Q96P64	ENST00000492347
NX_Q96P64	ENST00000616763
NX_Q96P64	ENST00000618171
NX_Q96P65	ENST00000334383
NX_Q96P65	ENST00000507331
NX_Q96P68	ENST00000541038
NX_Q96P68	ENST00000541518
NX_Q96P69	ENST00000514302
NX_Q96P70	ENST00000456707
NX_Q96P71	ENST00000439478
NX_Q96P71	ENST00000473892
NX_Q96P71	ENST00000480994
NX_Q96P71	ENST00000485399
NX_Q96P71	ENST00000488489
NX_Q96P71	ENST00000493590
NX_Q96P71	ENST00000606690
NX_Q96P71	ENST00000607805
NX_Q96PB1	ENST00000417387
NX_Q96PB1	ENST00000443644
NX_Q96PB1	ENST00000447923
NX_Q96PB8	ENST00000414619
NX_Q96PB8	ENST00000432040
NX_Q96PC2	ENST00000634274
NX_Q96PC3	ENST00000334271
NX_Q96PC3	ENST00000396653
NX_Q96PC3	ENST00000409375
NX_Q96PC3	ENST00000444408
NX_Q96PC5	ENST00000557148
NX_Q96PD2	ENST00000449482
NX_Q96PD5	ENST00000594637
NX_Q96PD5	ENST00000601792
NX_Q96PD7	ENST00000603276
NX_Q96PD7	ENST00000604733
NX_Q96PD7	ENST00000604935
NX_Q96PD7	ENST00000605099
NX_Q96PE1	ENST00000428068
NX_Q96PE2	ENST00000544519
NX_Q96PE3	ENST00000409463
NX_Q96PE5	ENST00000393870
NX_Q96PE5	ENST00000536387
NX_Q96PE7	ENST00000413592
NX_Q96PE7	ENST00000486135
NX_Q96PE7	ENST00000494660
NX_Q96PG1	ENST00000398986
NX_Q96PG1	ENST00000526153
NX_Q96PG1	ENST00000532442
NX_Q96PH1	ENST00000525143
NX_Q96PK6	ENST00000409372
NX_Q96PK6	ENST00000443702
NX_Q96PL1	ENST00000504320
NX_Q96PL5	ENST00000328249
NX_Q96PM5	ENST00000504085
NX_Q96PM5	ENST00000513909
NX_Q96PM9	ENST00000546919
NX_Q96PM9	ENST00000547210
NX_Q96PM9	ENST00000549937
NX_Q96PM9	ENST00000549962
NX_Q96PM9	ENST00000550120
NX_Q96PM9	ENST00000550774
NX_Q96PM9	ENST00000550779
NX_Q96PN6	ENST00000476818
NX_Q96PN7	ENST00000541110
NX_Q96PN8	ENST00000574315
NX_Q96PP4	ENST00000438346
NX_Q96PP4	ENST00000443954
NX_Q96PP8	ENST00000443807
NX_Q96PQ0	ENST00000329016
NX_Q96PQ0	ENST00000505529
NX_Q96PQ1	ENST00000596742
NX_Q96PQ6	ENST00000591278
NX_Q96PQ6	ENST00000591508
NX_Q96PQ7	ENST00000514399
NX_Q96PQ7	ENST00000515612
NX_Q96PS1	ENST00000453223
NX_Q96PU4	ENST00000381373
NX_Q96PU4	ENST00000450508
NX_Q96PU5	ENST00000586268
NX_Q96PU5	ENST00000587190
NX_Q96PU5	ENST00000587881
NX_Q96PU5	ENST00000588494
NX_Q96PU5	ENST00000589054
NX_Q96PU5	ENST00000592846
NX_Q96PU5	ENST00000617539
NX_Q96PU8	ENST00000537041
NX_Q96PU8	ENST00000537124
NX_Q96PU8	ENST00000537883
NX_Q96PU8	ENST00000544361
NX_Q96PU8	ENST00000544436
NX_Q96PU8	ENST00000544823
NX_Q96PU8	ENST00000545346
NX_Q96PU8	ENST00000545607
NX_Q96PU9	ENST00000342593
NX_Q96PV0	ENST00000293748
NX_Q96PV0	ENST00000355818
NX_Q96PV0	ENST00000395071
NX_Q96PV0	ENST00000414753
NX_Q96PV0	ENST00000449372
NX_Q96PV0	ENST00000455687
NX_Q96PV0	ENST00000636905
NX_Q96PV0	ENST00000638142
NX_Q96PV4	ENST00000437210
NX_Q96PV6	ENST00000376514
NX_Q96PV6	ENST00000421200
NX_Q96PV6	ENST00000436479
NX_Q96PV6	ENST00000439657
NX_Q96PV6	ENST00000443957
NX_Q96PV6	ENST00000610314
NX_Q96PV6	ENST00000610347
NX_Q96PV6	ENST00000611220
NX_Q96PV6	ENST00000611866
NX_Q96PV6	ENST00000611878
NX_Q96PV6	ENST00000613009
NX_Q96PV6	ENST00000613722
NX_Q96PV6	ENST00000614139
NX_Q96PV6	ENST00000614208
NX_Q96PV6	ENST00000616932
NX_Q96PV6	ENST00000617180
NX_Q96PV6	ENST00000617297
NX_Q96PV6	ENST00000617420
NX_Q96PV6	ENST00000619260
NX_Q96PV6	ENST00000620984
NX_Q96PV6	ENST00000621306
NX_Q96PV6	ENST00000622672
NX_Q96PV7	ENST00000502403
NX_Q96PV7	ENST00000506432
NX_Q96PV7	ENST00000507212
NX_Q96PV7	ENST00000507587
NX_Q96PV7	ENST00000510429
NX_Q96PV7	ENST00000513282
NX_Q96PX1	ENST00000591355
NX_Q96PX1	ENST00000591615
NX_Q96PX1	ENST00000592271
NX_Q96PX9	ENST00000502646
NX_Q96PY5	ENST00000475377
NX_Q96PY6	ENST00000505119
NX_Q96PY6	ENST00000510108
NX_Q96PZ0	ENST00000481939
NX_Q96PZ0	ENST00000482157
NX_Q96PZ2	ENST00000527629
NX_Q96PZ2	ENST00000531408
NX_Q96PZ7	ENST00000335551
NX_Q96PZ7	ENST00000400186
NX_Q96PZ7	ENST00000520002
NX_Q96PZ7	ENST00000537824
NX_Q96PZ7	ENST00000602557
NX_Q96PZ7	ENST00000602723
NX_Q96PZ7	ENST00000635120
NX_Q96Q05	ENST00000520857
NX_Q96Q05	ENST00000634178
NX_Q96Q06	ENST00000633942
NX_Q96Q07	ENST00000328403
NX_Q96Q07	ENST00000403056
NX_Q96Q07	ENST00000408958
NX_Q96Q07	ENST00000497373
NX_Q96Q07	ENST00000498633
NX_Q96Q11	ENST00000397779
NX_Q96Q11	ENST00000413000
NX_Q96Q15	ENST00000330588
NX_Q96Q15	ENST00000532700
NX_Q96Q15	ENST00000561947
NX_Q96Q15	ENST00000563235
NX_Q96Q15	ENST00000563836
NX_Q96Q15	ENST00000565224
NX_Q96Q15	ENST00000566328
NX_Q96Q15	ENST00000568038
NX_Q96Q15	ENST00000569122
NX_Q96Q27	ENST00000555287
NX_Q96Q27	ENST00000555507
NX_Q96Q27	ENST00000556062
NX_Q96Q27	ENST00000557613
NX_Q96Q27	ENST00000612647
NX_Q96Q27	ENST00000625949
NX_Q96Q27	ENST00000626017
NX_Q96Q27	ENST00000626296
NX_Q96Q27	ENST00000628500
NX_Q96Q27	ENST00000629617
NX_Q96Q35	ENST00000415745
NX_Q96Q35	ENST00000418364
NX_Q96Q35	ENST00000425488
NX_Q96Q40	ENST00000451080
NX_Q96Q42	ENST00000409632
NX_Q96Q42	ENST00000410052
NX_Q96Q42	ENST00000439495
NX_Q96Q45	ENST00000286196
NX_Q96Q45	ENST00000432684
NX_Q96Q45	ENST00000444047
NX_Q96Q45	ENST00000621467
NX_Q96Q77	ENST00000597251
NX_Q96Q80	ENST00000404056
NX_Q96Q80	ENST00000614504
NX_Q96Q80	ENST00000620697
NX_Q96Q80	ENST00000628868
NX_Q96Q80	ENST00000631305
NX_Q96Q83	ENST00000524742
NX_Q96Q83	ENST00000529366
NX_Q96Q83	ENST00000532129
NX_Q96Q83	ENST00000532962
NX_Q96Q83	ENST00000534171
NX_Q96Q89	ENST00000447580
NX_Q96QA5	ENST00000577447
NX_Q96QB1	ENST00000503161
NX_Q96QB1	ENST00000517868
NX_Q96QB1	ENST00000631382
NX_Q96QC0	ENST00000383586
NX_Q96QC0	ENST00000420949
NX_Q96QC0	ENST00000424446
NX_Q96QC0	ENST00000426299
NX_Q96QC0	ENST00000429597
NX_Q96QC0	ENST00000449113
NX_Q96QD8	ENST00000551374
NX_Q96QD9	ENST00000412924
NX_Q96QD9	ENST00000426031
NX_Q96QD9	ENST00000428738
NX_Q96QD9	ENST00000494309
NX_Q96QE2	ENST00000380858
NX_Q96QE3	ENST00000578295
NX_Q96QE4	ENST00000543378
NX_Q96QE4	ENST00000578674
NX_Q96QE4	ENST00000579206
NX_Q96QE4	ENST00000582117
NX_Q96QE4	ENST00000583342
NX_Q96QE5	ENST00000580840
NX_Q96QF0	ENST00000378809
NX_Q96QF0	ENST00000526994
NX_Q96QF0	ENST00000547055
NX_Q96QF0	ENST00000547591
NX_Q96QF0	ENST00000549760
NX_Q96QF0	ENST00000550647
NX_Q96QF0	ENST00000550847
NX_Q96QG7	ENST00000530200
NX_Q96QH2	ENST00000600262
NX_Q96QI5	ENST00000293937
NX_Q96QK1	ENST00000561713
NX_Q96QK1	ENST00000568612
NX_Q96QK1	ENST00000568784
NX_Q96QK8	ENST00000505729
NX_Q96QK8	ENST00000507613
NX_Q96QK8	ENST00000511809
NX_Q96QP1	ENST00000505127
NX_Q96QP1	ENST00000515106
NX_Q96QP1	ENST00000515330
NX_Q96QS1	ENST00000381117
NX_Q96QS1	ENST00000437313
NX_Q96QS1	ENST00000612299
NX_Q96QS3	ENST00000637993
NX_Q96QT4	ENST00000560638
NX_Q96QT4	ENST00000560955
NX_Q96QT4	ENST00000561267
NX_Q96QT6	ENST00000378879
NX_Q96QT6	ENST00000578900
NX_Q96QT6	ENST00000579036
NX_Q96QT6	ENST00000582853
NX_Q96QT6	ENST00000583524
NX_Q96QT6	ENST00000583747
NX_Q96QT6	ENST00000584236
NX_Q96QT6	ENST00000584685
NX_Q96QT6	ENST00000584822
NX_Q96QT6	ENST00000589176
NX_Q96QU1	ENST00000361849
NX_Q96QU1	ENST00000373956
NX_Q96QU1	ENST00000373957
NX_Q96QU1	ENST00000373965
NX_Q96QU1	ENST00000395430
NX_Q96QU1	ENST00000395432
NX_Q96QU1	ENST00000395433
NX_Q96QU1	ENST00000395438
NX_Q96QU1	ENST00000395440
NX_Q96QU1	ENST00000395442
NX_Q96QU1	ENST00000395446
NX_Q96QU1	ENST00000409834
NX_Q96QU1	ENST00000414367
NX_Q96QU1	ENST00000414778
NX_Q96QU1	ENST00000437009
NX_Q96QU1	ENST00000448885
NX_Q96QU1	ENST00000458638
NX_Q96QU1	ENST00000495484
NX_Q96QU1	ENST00000612394
NX_Q96QU1	ENST00000613346
NX_Q96QU1	ENST00000613657
NX_Q96QU1	ENST00000614895
NX_Q96QU1	ENST00000615043
NX_Q96QU1	ENST00000617051
NX_Q96QU1	ENST00000617271
NX_Q96QU1	ENST00000618301
NX_Q96QU1	ENST00000621708
NX_Q96QU1	ENST00000622048
NX_Q96QU4	ENST00000443774
NX_Q96QU6	ENST00000524990
NX_Q96QU6	ENST00000533404
NX_Q96QU8	ENST00000564905
NX_Q96QU8	ENST00000566073
NX_Q96QU8	ENST00000566175
NX_Q96QU8	ENST00000568065
NX_Q96QU8	ENST00000569315
NX_Q96QU8	ENST00000569951
NX_Q96QU8	ENST00000570033
NX_Q96QU8	ENST00000573275
NX_Q96QU8	ENST00000574435
NX_Q96QZ7	ENST00000460329
NX_Q96QZ7	ENST00000463103
NX_Q96QZ7	ENST00000472257
NX_Q96QZ7	ENST00000479287
NX_Q96QZ7	ENST00000611645
NX_Q96QZ7	ENST00000621418
NX_Q96QZ7	ENST00000634409
NX_Q96QZ7	ENST00000634578
NX_Q96QZ7	ENST00000634774
NX_Q96QZ7	ENST00000634856
NX_Q96QZ7	ENST00000634863
NX_Q96QZ7	ENST00000635039
NX_Q96QZ7	ENST00000635181
NX_Q96QZ7	ENST00000635378
NX_Q96QZ7	ENST00000635471
NX_Q96QZ7	ENST00000635672
NX_Q96R05	ENST00000315901
NX_Q96R06	ENST00000378976
NX_Q96R06	ENST00000536674
NX_Q96R06	ENST00000578230
NX_Q96R06	ENST00000578479
NX_Q96R06	ENST00000580083
NX_Q96R06	ENST00000580567
NX_Q96R06	ENST00000582076
NX_Q96R06	ENST00000584206
NX_Q96R47	ENST00000627593
NX_Q96RE7	ENST00000585663
NX_Q96RE7	ENST00000586171
NX_Q96RE9	ENST00000394226
NX_Q96RE9	ENST00000427179
NX_Q96RG2	ENST00000415234
NX_Q96RG2	ENST00000433589
NX_Q96RG2	ENST00000437780
NX_Q96RG2	ENST00000452907
NX_Q96RG2	ENST00000629419
NX_Q96RI0	ENST00000599210
NX_Q96RI1	ENST00000321046
NX_Q96RI1	ENST00000546380
NX_Q96RI1	ENST00000548621
NX_Q96RI1	ENST00000551184
NX_Q96RK0	ENST00000160740
NX_Q96RK0	ENST00000571942
NX_Q96RK0	ENST00000572681
NX_Q96RK0	ENST00000573349
