NX_A0A087WTH1	MGI:5613213
NX_Q9HCR9	MGI:3036251
NX_Q9HCS2	MGI:1927669
NX_Q9HCS4	MGI:1202876
NX_Q9HCS5	MGI:103007
NX_Q9HCS7	MGI:1914689
NX_Q9HCT0	MGI:1914362
NX_Q9HCU0	MGI:1917695
NX_Q9HCU4	MGI:1858235
NX_Q9HCU5	MGI:1355326
NX_Q9HCU8	MGI:1916995
NX_Q9HCU9	MGI:2388804
NX_Q9HCX4	MGI:1349470
NX_Q9HCY8	MGI:1913416
NX_Q9HCZ1	MGI:2388656
NX_Q9HD15	MGI:1344414
NX_Q9HD20	MGI:2180801
NX_Q9HD23	MGI:2685748
NX_Q9HD26	MGI:2149946
NX_Q9HD33	MGI:1921850
NX_Q9HD34	MGI:2683538
NX_Q9HD36	MGI:1330841
NX_Q9HD40	MGI:1098791
NX_Q9HD42	MGI:1920159
NX_Q9HD43	MGI:3026877
NX_Q9HD45	MGI:1914262
NX_Q9HD47	MGI:1889073
NX_Q9HD67	MGI:107716
NX_Q9HD89	MGI:1888506
NX_Q9HD90	MGI:108055
NX_Q9HDB5	MGI:1096389
NX_Q9HDC5	MGI:1891495
NX_Q9HDC9	MGI:1919131
NX_Q9HDD0	MGI:1351473
NX_Q9NNW5	MGI:1930140
NX_Q9NNW7	MGI:1347023
NX_Q9NNX1	MGI:109572
NX_Q9NNX6	MGI:1916415
NX_Q9NNX6	MGI:2157942
NX_Q9NNX6	MGI:2157945
NX_Q9NNX6	MGI:2157947
NX_Q9NNX6	MGI:2157948
NX_Q9NNZ3	MGI:1927346
NX_Q9NNZ6	MGI:106601
NX_Q9NP08	MGI:107178
NX_Q9NP31	MGI:1351596
NX_Q9NP50	MGI:1929091
NX_Q9NP55	MGI:1338036
NX_Q9NP56	MGI:1352752
NX_Q9NP58	MGI:1921354
NX_Q9NP59	MGI:1315204
NX_Q9NP60	MGI:1913106
NX_Q9NP61	MGI:1913501
NX_Q9NP62	MGI:108045
NX_Q9NP64	MGI:1919955
NX_Q9NP66	MGI:1914117
NX_Q9NP70	MGI:104655
NX_Q9NP71	MGI:1927999
NX_Q9NP72	MGI:102790
NX_Q9NP73	MGI:1914824
NX_Q9NP74	MGI:2148896
NX_Q9NP77	MGI:1916241
NX_Q9NP78	MGI:1861729
NX_Q9NP79	MGI:1913451
NX_Q9NP80	MGI:1914702
NX_Q9NP81	MGI:1919234
NX_Q9NP84	MGI:1351484
NX_Q9NP85	MGI:2157018
NX_Q9NP86	MGI:1352746
NX_Q9NP87	MGI:1860191
NX_Q9NP90	MGI:2442454
NX_Q9NP91	MGI:1336891
NX_Q9NP91	MGI:2143217
NX_Q9NP92	MGI:1926237
NX_Q9NP94	MGI:2684326
NX_Q9NP95	MGI:1891346
NX_Q9NP97	MGI:1914318
NX_Q9NP98	MGI:1929471
NX_Q9NP99	MGI:1930005
NX_Q9NPA0	MGI:1920274
NX_Q9NPA1	MGI:3612244
NX_Q9NPA2	MGI:2443938
NX_Q9NPA3	MGI:1915291
NX_Q9NPA5	MGI:107342
NX_Q9NPA8	MGI:1919286
NX_Q9NPB0	MGI:1914759
NX_Q9NPB1	MGI:1917127
NX_Q9NPB3	MGI:1352749
NX_Q9NPB6	MGI:1927223
NX_Q9NPB8	MGI:104898
NX_Q9NPB9	MGI:2181676
NX_Q9NPC1	MGI:1888501
NX_Q9NPC2	MGI:3521816
NX_Q9NPC3	MGI:2685134
NX_Q9NPC4	MGI:3512453
NX_Q9NPC6	MGI:1913063
NX_Q9NPC7	MGI:1931415
NX_Q9NPC8	MGI:102778
NX_Q9NPD3	MGI:1923576
NX_Q9NPD5	MGI:1351899
NX_Q9NPD7	MGI:1915654
NX_Q9NPD8	MGI:1914446
NX_Q9NPE2	MGI:1933212
NX_Q9NPE3	MGI:1913431
NX_Q9NPE6	MGI:2444120
NX_Q9NPF0	MGI:1860083
NX_Q9NPF2	MGI:1927166
NX_Q9NPF4	MGI:1913496
NX_Q9NPF5	MGI:1913483
NX_Q9NPF7	MGI:1932410
NX_Q9NPF8	MGI:2663075
NX_Q9NPG1	MGI:108476
NX_Q9NPG2	MGI:2151886
NX_Q9NPG3	MGI:1891307
NX_Q9NPG4	MGI:1855700
NX_Q9NPG8	MGI:1920131
NX_Q9NPH0	MGI:1931010
NX_Q9NPH2	MGI:1919030
NX_Q9NPH3	MGI:104975
NX_Q9NPH5	MGI:1354184
NX_Q9NPH6	MGI:2387617
NX_Q9NPI0	MGI:1920232
NX_Q9NPI1	MGI:1349766
NX_Q9NPI5	MGI:1916814
NX_Q9NPI6	MGI:1923151
NX_Q9NPI7	MGI:1889377
NX_Q9NPI8	MGI:3689889
NX_Q9NPI9	MGI:1314842
NX_Q9NPJ1	MGI:1891836
NX_Q9NPJ3	MGI:1914084
NX_Q9NPJ4	MGI:106512
NX_Q9NPJ6	MGI:1914631
NX_Q9NPJ8	MGI:2147914
NX_Q9NPL8	MGI:1922139
NX_Q9NPP4	MGI:3036243
NX_Q9NPQ8	MGI:2141866
NX_Q9NPR2	MGI:107559
NX_Q9NPR9	MGI:1925558
NX_Q9NPU4	MGI:2443127
NX_Q9NPY3	MGI:106664
NX_Q9NPZ5	MGI:2389490
NX_Q9NQ03	MGI:2139287
NX_Q9NQ11	MGI:1922022
NX_Q9NQ25	MGI:1922595
NX_Q9NQ29	MGI:1914228
NX_Q9NQ30	MGI:1918940
NX_Q9NQ31	MGI:3041226
NX_Q9NQ32	MGI:1928824
NX_Q9NQ33	MGI:1928820
NX_Q9NQ34	MGI:1915254
NX_Q9NQ35	MGI:1925843
NX_Q9NQ36	MGI:1928765
NX_Q9NQ38	MGI:1919682
NX_Q9NQ40	MGI:1916948
NX_Q9NQ48	MGI:1934860
NX_Q9NQ50	MGI:1332635
NX_Q9NQ55	MGI:2178445
NX_Q9NQ60	MGI:1915003
NX_Q9NQ66	MGI:97613
NX_Q9NQ69	MGI:1316721
NX_Q9NQ75	MGI:2444482
NX_Q9NQ76	MGI:2137384
NX_Q9NQ79	MGI:1920082
NX_Q9NQ84	MGI:1917605
NX_Q9NQ86	MGI:106264
NX_Q9NQ87	MGI:1860511
NX_Q9NQ88	MGI:2442752
NX_Q9NQ89	MGI:107893
NX_Q9NQ90	MGI:2387214
NX_Q9NQ92	MGI:1913673
NX_Q9NQ94	MGI:1917115
NX_Q9NQA5	MGI:2429764
NX_Q9NQB0	MGI:1202879
NX_Q9NQC1	MGI:1924151
NX_Q9NQC3	MGI:1915835
NX_Q9NQC7	MGI:1921506
NX_Q9NQC8	MGI:1923818
NX_Q9NQE7	MGI:1859181
NX_Q9NQE9	MGI:1914097
NX_Q9NQF3	MGI:1890404
NX_Q9NQG1	MGI:1916411
NX_Q9NQG5	MGI:1917720
NX_Q9NQG6	MGI:2146020
NX_Q9NQG7	MGI:2177742
NX_Q9NQH7	MGI:2445217
NX_Q9NQI0	MGI:102670
NX_Q9NQL2	MGI:1098604
NX_Q9NQL9	MGI:2449470
NX_Q9NQM4	MGI:1921958
NX_Q9NQM4	MGI:3607720
NX_Q9NQN1	MGI:1352681
NX_Q9NQP4	MGI:1923512
NX_Q9NQQ7	MGI:2385166
NX_Q9NQR1	MGI:1915206
NX_Q9NQR4	MGI:1261838
NX_Q9NQR7	MGI:2686414
NX_Q9NQR9	MGI:1277193
NX_Q9NQS1	MGI:1921518
NX_Q9NQS3	MGI:1930171
NX_Q9NQS5	MGI:1934129
NX_Q9NQS7	MGI:1313288
NX_Q9NQT4	MGI:107889
NX_Q9NQT5	MGI:1913612
NX_Q9NQT6	MGI:1890386
NX_Q9NQT8	MGI:1098265
NX_Q9NQU5	MGI:2679420
NX_Q9NQV5	MGI:2685553
NX_Q9NQV6	MGI:2682952
NX_Q9NQV7	MGI:2384854
NX_Q9NQV8	MGI:1924880
NX_Q9NQW1	MGI:2685187
NX_Q9NQW6	MGI:1920174
NX_Q9NQW7	MGI:2180003
NX_Q9NQW8	MGI:1353562
NX_Q9NQX0	MGI:2684938
NX_Q9NQX1	MGI:1918029
NX_Q9NQX3	MGI:109602
NX_Q9NQX4	MGI:2442485
NX_Q9NQX5	MGI:1099802
NX_Q9NQX7	MGI:1927594
NX_Q9NQY0	MGI:1929883
NX_Q9NQZ2	MGI:1919230
NX_Q9NQZ5	MGI:2139090
NX_Q9NQZ6	MGI:2679294
NX_Q9NQZ7	MGI:2135885
NX_Q9NR00	MGI:1916318
NX_Q9NR09	MGI:1276108
NX_Q9NR12	MGI:1914649
NX_Q9NR19	MGI:1890410
NX_Q9NR20	MGI:1330292
NX_Q9NR21	MGI:2141505
NX_Q9NR22	MGI:3043083
NX_Q9NR23	MGI:95686
NX_Q9NR28	MGI:1913843
NX_Q9NR30	MGI:1860494
NX_Q9NR31	MGI:98230
NX_Q9NR33	MGI:1914229
NX_Q9NR34	MGI:2446214
NX_Q9NR45	MGI:2149820
NX_Q9NR46	MGI:2385131
NX_Q9NR48	MGI:2183158
NX_Q9NR50	MGI:1313286
NX_Q9NR55	MGI:1925491
NX_Q9NR56	MGI:1928482
NX_Q9NR61	MGI:1859388
NX_Q9NR63	MGI:2176159
NX_Q9NR64	MGI:2136335
NX_Q9NR71	MGI:1859310
NX_Q9NR77	MGI:107487
NX_Q9NR80	MGI:2442507
NX_Q9NR81	MGI:1918954
NX_Q9NR82	MGI:1924937
NX_Q9NR83	MGI:3651388
NX_Q9NR96	MGI:1932389
NX_Q9NR97	MGI:2176887
NX_Q9NRA0	MGI:1861380
NX_Q9NRA1	MGI:1859631
NX_Q9NRA2	MGI:1924105
NX_Q9NRA8	MGI:1921453
NX_Q9NRB3	MGI:1929064
NX_Q9NRC1	MGI:1927450
NX_Q9NRC6	MGI:2685200
NX_Q9NRC8	MGI:2385849
NX_Q9NRC9	MGI:1888678
NX_Q9NRD0	MGI:1354696
NX_Q9NRD1	MGI:1354743
NX_Q9NRD5	MGI:894645
NX_Q9NRD8	MGI:3036280
NX_Q9NRD9	MGI:2139422
NX_Q9NRE2	MGI:2153084
NX_Q9NRF2	MGI:1201407
NX_Q9NRF8	MGI:1933185
NX_Q9NRF9	MGI:1933378
NX_Q9NRG0	MGI:2135796
NX_Q9NRG4	MGI:1915889
NX_Q9NRG7	MGI:1916876
NX_Q9NRG9	MGI:2443767
NX_Q9NRH1	MGI:1914258
NX_Q9NRH2	MGI:108104
NX_Q9NRH3	MGI:2144208
NX_Q9NRI5	MGI:2447658
NX_Q9NRJ3	MGI:1861731
NX_Q9NRJ4	MGI:1916092
NX_Q9NRJ5	MGI:1932115
NX_Q9NRJ7	MGI:2136754
NX_Q9NRK6	MGI:1860508
NX_Q9NRL2	MGI:1309478
NX_Q9NRL3	MGI:2142346
NX_Q9NRM0	MGI:2152844
NX_Q9NRM1	MGI:1333772
NX_Q9NRM2	MGI:1890393
NX_Q9NRM6	MGI:1355292
NX_Q9NRM7	MGI:1354386
NX_Q9NRN5	MGI:1914877
NX_Q9NRN7	MGI:1914868
NX_Q9NRN9	MGI:1922672
NX_Q9NRP0	MGI:1913607
NX_Q9NRP2	MGI:1913781
NX_Q9NRP4	MGI:1913288
NX_Q9NRP7	MGI:1920831
NX_Q9NRQ2	MGI:2143267
NX_Q9NRQ5	MGI:3039636
NX_Q9NRR1	MGI:2684993
NX_Q9NRR2	MGI:1349391
NX_Q9NRR3	MGI:1919979
NX_Q9NRR4	MGI:1261425
NX_Q9NRR5	MGI:2150152
NX_Q9NRR6	MGI:1927753
NX_Q9NRR8	MGI:1889510
NX_Q9NRS4	MGI:2384877
NX_Q9NRS6	MGI:1916274
NX_Q9NRU3	MGI:1891366
NX_Q9NRV9	MGI:1333880
NX_Q9NRW1	MGI:107283
NX_Q9NRW4	MGI:1915926
NX_Q9NRW7	MGI:891965
NX_Q9NRX1	MGI:1913499
NX_Q9NRX2	MGI:1351608
NX_Q9NRX3	MGI:3039567
NX_Q9NRX4	MGI:1922704
NX_Q9NRX5	MGI:1926228
NX_Q9NRX6	MGI:1914745
NX_Q9NRY2	MGI:1913459
NX_Q9NRY4	MGI:1929494
NX_Q9NRY5	MGI:1917629
NX_Q9NRY6	MGI:1917560
NX_Q9NRY7	MGI:1270860
NX_Q9NRZ5	MGI:1915512
NX_Q9NRZ7	MGI:1336186
NX_Q9NRZ9	MGI:106209
NX_Q9NS00	MGI:2151071
NX_Q9NS15	MGI:1101355
NX_Q9NS18	MGI:1916617
NX_Q9NS23	MGI:1928386
NX_Q9NS28	MGI:1927498
NX_Q9NS37	MGI:2675296
NX_Q9NS39	MGI:2151118
NX_Q9NS40	MGI:2159566
NX_Q9NS56	MGI:2146189
NX_Q9NS61	MGI:2135916
NX_Q9NS62	MGI:1929096
NX_Q9NS64	MGI:1915124
NX_Q9NS66	MGI:1918021
NX_Q9NS67	MGI:1202299
NX_Q9NS68	MGI:1352474
NX_Q9NS69	MGI:2450248
NX_Q9NS71	MGI:1913533
NX_Q9NS73	MGI:1918320
NX_Q9NS75	MGI:1917336
NX_Q9NS82	MGI:1858261
NX_Q9NS84	MGI:1891767
NX_Q9NS85	MGI:1919855
NX_Q9NS86	MGI:1919085
NX_Q9NS87	MGI:1098258
NX_Q9NS91	MGI:1890476
NX_Q9NS93	MGI:1914873
NX_Q9NS98	MGI:3041242
NX_Q9NSA1	MGI:1861377
NX_Q9NSA2	MGI:96671
NX_Q9NSA3	MGI:1915756
NX_Q9NSB2	MGI:96700
NX_Q9NSB4	MGI:2149248
NX_Q9NSB8	MGI:1347354
NX_Q9NSC2	MGI:1889585
NX_Q9NSC5	MGI:1347359
NX_Q9NSC7	MGI:1341826
NX_Q9NSD4	MGI:1350985
NX_Q9NSD5	MGI:95629
NX_Q9NSD7	MGI:2441827
NX_Q9NSD9	MGI:1346035
NX_Q9NSE2	MGI:103159
NX_Q9NSE4	MGI:1919586
NX_Q9NSG2	MGI:3590554
NX_Q9NSI2	MGI:1916334
NX_Q9NSI5	MGI:1919308
NX_Q9NSI6	MGI:1890651
NX_Q9NSI8	MGI:1914992
NX_Q9NSK0	MGI:1922014
NX_Q9NSK7	MGI:1919494
NX_Q9NSN8	MGI:1918346
NX_Q9NSP4	MGI:1913820
NX_Q9NST1	MGI:2151796
NX_Q9NSU2	MGI:1328317
NX_Q9NSV4	MGI:1927222
NX_Q9NSY0	MGI:2385017
NX_Q9NSY1	MGI:2155456
NX_Q9NSY2	MGI:2156765
NX_Q9NT22	MGI:2389142
NX_Q9NT62	MGI:1915091
NX_Q9NT68	MGI:1345184
NX_Q9NT99	MGI:3027390
NX_Q9NTG1	MGI:1338786
NX_Q9NTG7	MGI:1927665
NX_Q9NTI2	MGI:1354710
NX_Q9NTI5	MGI:2140945
NX_Q9NTI7	MGI:1923497
NX_Q9NTJ3	MGI:1917349
NX_Q9NTJ4	MGI:1920994
NX_Q9NTJ5	MGI:1933169
NX_Q9NTK1	MGI:1918730
NX_Q9NTK5	MGI:1914309
NX_Q9NTM9	MGI:1913638
NX_Q9NTN3	MGI:2140361
NX_Q9NTN9	MGI:1347047
NX_Q9NTQ9	MGI:95722
NX_Q9NTU4	MGI:1914327
NX_Q9NTU7	MGI:2154433
NX_Q9NTW7	MGI:107342
NX_Q9NTX5	MGI:1277169
NX_Q9NTX7	MGI:1915281
NX_Q9NTX9	MGI:1918782
NX_Q9NTZ6	MGI:1922960
NX_Q9NU02	MGI:2441685
NX_Q9NU19	MGI:2681867
NX_Q9NU22	MGI:1926159
NX_Q9NU23	MGI:1917573
NX_Q9NU39	MGI:1347467
NX_Q9NU53	MGI:2384905
NX_Q9NU63	MGI:99204
NX_Q9NUA8	MGI:2682254
NX_Q9NUB1	MGI:1915988
NX_Q9NUB4	MGI:1922906
NX_Q9NUC0	MGI:2443496
NX_Q9NUD5	MGI:1915167
NX_Q9NUD7	MGI:3045333
NX_Q9NUD9	MGI:2442480
NX_Q9NUE0	MGI:3527792
NX_Q9NUG4	MGI:2385159
NX_Q9NUG6	MGI:1915809
NX_Q9NUI1	MGI:1347059
NX_Q9NUJ1	MGI:2442422
NX_Q9NUJ3	MGI:2444263
NX_Q9NUJ7	MGI:2685422
NX_Q9NUK0	MGI:2444912
NX_Q9NUL3	MGI:1352508
NX_Q9NUL5	MGI:2441788
NX_Q9NUL7	MGI:1919236
NX_Q9NUM3	MGI:1914820
NX_Q9NUM4	MGI:1919150
NX_Q9NUN5	MGI:1915671
NX_Q9NUN7	MGI:1913440
NX_Q9NUP1	MGI:1929230
NX_Q9NUP7	MGI:1925219
NX_Q9NUP9	MGI:1330839
NX_Q9NUQ2	MGI:1196345
NX_Q9NUQ3	MGI:3590652
NX_Q9NUQ6	MGI:1914448
NX_Q9NUQ7	MGI:1913679
NX_Q9NUQ8	MGI:1351656
NX_Q9NUQ9	MGI:1923520
NX_Q9NUR3	MGI:1918629
NX_Q9NUS5	MGI:1916846
NX_Q9NUT2	MGI:1351667
NX_Q9NUU6	MGI:2687281
NX_Q9NUU7	MGI:99526
NX_Q9NUV7	MGI:2444678
NX_Q9NUV9	MGI:1349656
NX_Q9NUW8	MGI:1920036
NX_Q9NUX5	MGI:2141503
NX_Q9NUY8	MGI:1914831
NX_Q9NUZ1	MGI:1921371
NX_Q9NV06	MGI:2684929
NX_Q9NV12	MGI:1915737
NX_Q9NV23	MGI:2139018
NX_Q9NV29	MGI:1915138
NX_Q9NV31	MGI:1916119
NX_Q9NV35	MGI:2443366
NX_Q9NV56	MGI:1920497
NX_Q9NV58	MGI:1353623
NX_Q9NV64	MGI:1915096
NX_Q9NV66	MGI:2141161
NX_Q9NV70	MGI:2445020
NX_Q9NV79	MGI:1923927
NX_Q9NV88	MGI:1098533
NX_Q9NV92	MGI:1923523
NX_Q9NV96	MGI:106402
NX_Q9NVA1	MGI:1929472
NX_Q9NVA2	MGI:1277214
NX_Q9NVA4	MGI:2384562
NX_Q9NVC3	MGI:2679005
NX_Q9NVC6	MGI:2182585
NX_Q9NVD3	MGI:2136890
NX_Q9NVD7	MGI:1931144
NX_Q9NVE4	MGI:3026882
NX_Q9NVE5	MGI:2443184
NX_Q9NVE7	MGI:2387466
NX_Q9NVF7	MGI:1261890
NX_Q9NVF9	MGI:2443760
NX_Q9NVG8	MGI:2385326
NX_Q9NVH0	MGI:1922485
NX_Q9NVH1	MGI:2443386
NX_Q9NVH2	MGI:1924315
NX_Q9NVH6	MGI:2180203
NX_Q9NVI1	MGI:2384790
NX_Q9NVI7	MGI:1919214
NX_Q9NVJ2	MGI:1914416
NX_Q9NVK5	MGI:1914779
NX_Q9NVL8	MGI:1914332
NX_Q9NVM1	MGI:1922063
NX_Q9NVM4	MGI:2384879
NX_Q9NVM6	MGI:1916658
NX_Q9NVM9	MGI:1918427
NX_Q9NVN3	MGI:2682307
NX_Q9NVN8	MGI:2448557
NX_Q9NVP1	MGI:1914192
NX_Q9NVP2	MGI:1914179
NX_Q9NVP4	MGI:2139080
NX_Q9NVQ4	MGI:1344387
NX_Q9NVR0	MGI:2388648
NX_Q9NVR2	MGI:1918135
NX_Q9NVR5	MGI:1923566
NX_Q9NVR7	MGI:1917823
NX_Q9NVS2	MGI:1915815
NX_Q9NVS9	MGI:2144151
NX_Q9NVT9	MGI:1921502
NX_Q9NVU0	MGI:1349452
NX_Q9NVU7	MGI:2140779
NX_Q9NVV0	MGI:1098718
NX_Q9NVV2	MGI:1860766
NX_Q9NVV4	MGI:1914690
NX_Q9NVV5	MGI:1913503
NX_Q9NVV9	MGI:1921004
NX_Q9NVW2	MGI:1342291
NX_Q9NVX0	MGI:1913546
NX_Q9NVX2	MGI:2429770
NX_Q9NVX7	MGI:1914386
NX_Q9NVZ3	MGI:1913397
NX_Q9NW07	MGI:2153740
NX_Q9NW08	MGI:1917678
NX_Q9NW13	MGI:2655711
NX_Q9NW15	MGI:2143103
NX_Q9NW38	MGI:1914280
NX_Q9NW61	MGI:1925920
NX_Q9NW64	MGI:1914060
NX_Q9NW68	MGI:1913466
NX_Q9NW75	MGI:1915019
NX_Q9NW81	MGI:1913599
NX_Q9NW82	MGI:1921020
NX_Q9NW97	MGI:2384874
NX_Q9NWA0	MGI:2183151
NX_Q9NWB1	MGI:1926224
NX_Q9NWB6	MGI:2442985
NX_Q9NWB7	MGI:1921166
NX_Q9NWC5	MGI:1913122
NX_Q9NWD8	MGI:1918917
NX_Q9NWD9	MGI:3606746
NX_Q9NWF9	MGI:1344349
NX_Q9NWH2	MGI:1917794
NX_Q9NWH7	MGI:1915196
NX_Q9NWH9	MGI:1913910
NX_Q9NWK9	MGI:1916996
NX_Q9NWL6	MGI:1917646
NX_Q9NWM0	MGI:2445356
NX_Q9NWM3	MGI:2144281
NX_Q9NWM8	MGI:2387639
NX_Q9NWN3	MGI:1926188
NX_Q9NWQ4	MGI:1917623
NX_Q9NWQ8	MGI:2443160
NX_Q9NWQ9	MGI:1920893
NX_Q9NWR8	MGI:1914065
NX_Q9NWS0	MGI:1916095
NX_Q9NWS1	MGI:1922567
NX_Q9NWS6	MGI:1920475
NX_Q9NWS8	MGI:1913334
NX_Q9NWS9	MGI:2442185
NX_Q9NWT1	MGI:1915333
NX_Q9NWT6	MGI:2442345
NX_Q9NWT8	MGI:1913327
NX_Q9NWU1	MGI:1918397
NX_Q9NWU2	MGI:1923675
NX_Q9NWU5	MGI:1333794
NX_Q9NWV4	MGI:1921348
NX_Q9NWV8	MGI:1915501
NX_Q9NWW0	MGI:2663619
NX_Q9NWW5	MGI:2159324
NX_Q9NWW6	MGI:2147434
NX_Q9NWW7	MGI:2141787
NX_Q9NWX5	MGI:1919573
NX_Q9NWX6	MGI:1913878
NX_Q9NWY4	MGI:1919862
NX_Q9NWZ3	MGI:2182474
NX_Q9NWZ5	MGI:1915806
NX_Q9NWZ8	MGI:2384300
NX_Q9NX00	MGI:1916344
NX_Q9NX01	MGI:2443724
NX_Q9NX02	MGI:3041206
NX_Q9NX04	MGI:3041172
NX_Q9NX05	MGI:2387687
NX_Q9NX07	MGI:1919037
NX_Q9NX08	MGI:1343485
NX_Q9NX09	MGI:1921997
NX_Q9NX14	MGI:1349919
NX_Q9NX18	MGI:1913322
NX_Q9NX20	MGI:2137219
NX_Q9NX24	MGI:1098547
NX_Q9NX31	MGI:1913930
NX_Q9NX36	MGI:2181053
NX_Q9NX38	MGI:2677850
NX_Q9NX40	MGI:1915345
NX_Q9NX45	MGI:1921684
NX_Q9NX46	MGI:2140364
NX_Q9NX47	MGI:1915207
NX_Q9NX52	MGI:3608413
NX_Q9NX55	MGI:1914943
NX_Q9NX57	MGI:102789
NX_Q9NX58	MGI:107470
NX_Q9NX61	MGI:2384577
NX_Q9NX62	MGI:1915720
NX_Q9NX63	MGI:1913325
NX_Q9NX70	MGI:1914474
NX_Q9NX74	MGI:1913619
NX_Q9NX76	MGI:2447165
NX_Q9NX78	MGI:2443219
NX_Q9NX94	MGI:107577
NX_Q9NX95	MGI:2442392
NX_Q9NXA8	MGI:1915596
NX_Q9NXB0	MGI:3584243
NX_Q9NXB9	MGI:1858960
NX_Q9NXC2	MGI:2145304
NX_Q9NXC5	MGI:2182066
NX_Q9NXD2	MGI:2142292
NX_Q9NXE4	MGI:1924876
NX_Q9NXE8	MGI:1914730
NX_Q9NXF1	MGI:1344413
NX_Q9NXF8	MGI:2142662
NX_Q9NXG0	MGI:2443104
NX_Q9NXG2	MGI:2444479
NX_Q9NXG6	MGI:1921693
NX_Q9NXH3	MGI:1919362
NX_Q9NXH8	MGI:2442720
NX_Q9NXH9	MGI:1289155
NX_Q9NXI6	MGI:1914075
NX_Q9NXJ0	MGI:2685812
NX_Q9NXJ5	MGI:1913772
NX_Q9NXK6	MGI:1921340
NX_Q9NXK8	MGI:1354738
NX_Q9NXL2	MGI:1924919
NX_Q9NXL6	MGI:2443155
NX_Q9NXL9	MGI:1918817
NX_Q9NXN4	MGI:1338001
NX_Q9NXP7	MGI:2182036
NX_Q9NXR1	MGI:1914453
NX_Q9NXR5	MGI:1921840
NX_Q9NXR7	MGI:1333875
NX_Q9NXR8	MGI:1919027
NX_Q9NXS2	MGI:1914619
NX_Q9NXS3	MGI:1913939
NX_Q9NXU5	MGI:2442308
NX_Q9NXV2	MGI:1916509
NX_Q9NXV6	MGI:1918175
NX_Q9NXW2	MGI:1931881
NX_Q9NXW9	MGI:1919291
NX_Q9NXX6	MGI:1915122
NX_Q9NXZ2	MGI:3642857
NX_Q9NY12	MGI:1930948
NX_Q9NY15	MGI:2178742
NX_Q9NY25	MGI:1345151
NX_Q9NY26	MGI:1353474
NX_Q9NY27	MGI:3027896
NX_Q9NY30	MGI:1860140
NX_Q9NY33	MGI:1922471
NX_Q9NY35	MGI:2447860
NX_Q9NY37	MGI:1929259
NX_Q9NY43	MGI:1859314
NX_Q9NY46	MGI:98249
NX_Q9NY47	MGI:1929813
NX_Q9NY56	MGI:3651927
NX_Q9NY57	MGI:1927552
NX_Q9NY59	MGI:1927578
NX_Q9NY61	MGI:1929608
NX_Q9NY64	MGI:1860103
NX_Q9NY65	MGI:1858225
NX_Q9NY72	MGI:1918882
NX_Q9NY74	MGI:1915395
NX_Q9NY84	MGI:1347055
NX_Q9NY91	MGI:1927848
NX_Q9NY93	MGI:1277172
NX_Q9NY97	MGI:1889505
NX_Q9NY99	MGI:1919541
NX_Q9NYA1	MGI:1316649
NX_Q9NYA4	MGI:2180699
NX_Q9NYB0	MGI:1929871
NX_Q9NYB5	MGI:1889679
NX_Q9NYB9	MGI:106913
NX_Q9NYC9	MGI:1289279
NX_Q9NYD6	MGI:96192
NX_Q9NYF0	MGI:1891740
NX_Q9NYF3	MGI:1913556
NX_Q9NYF5	MGI:2447834
NX_Q9NYF8	MGI:1917580
NX_Q9NYG2	MGI:1926134
NX_Q9NYG5	MGI:1913406
NX_Q9NYG8	MGI:1298234
NX_Q9NYH9	MGI:2445193
NX_Q9NYI0	MGI:1918215
NX_Q9NYJ1	MGI:1915435
NX_Q9NYJ7	MGI:1096877
NX_Q9NYJ8	MGI:1915902
NX_Q9NYK1	MGI:2176882
NX_Q9NYK5	MGI:1351620
NX_Q9NYK6	MGI:1196400
NX_Q9NYL2	MGI:2443258
NX_Q9NYL4	MGI:1913370
NX_Q9NYL5	MGI:1927096
NX_Q9NYL9	MGI:1355315
NX_Q9NYM4	MGI:95712
NX_Q9NYM9	MGI:1913128
NX_Q9NYN1	MGI:1918034
NX_Q9NYP3	MGI:1890621
NX_Q9NYP7	MGI:1916051
NX_Q9NYP8	MGI:1921637
NX_Q9NYP9	MGI:1913828
NX_Q9NYQ3	MGI:96012
NX_Q9NYQ6	MGI:1100883
NX_Q9NYQ7	MGI:1858236
NX_Q9NYQ8	MGI:2685369
NX_Q9NYR8	MGI:2685028
NX_Q9NYR9	MGI:1919216
NX_Q9NYS0	MGI:1916971
NX_Q9NYS7	MGI:2144041
NX_Q9NYT0	MGI:1351466
NX_Q9NYT6	MGI:1929114
NX_Q9NYU1	MGI:1913685
NX_Q9NYU2	MGI:2443162
NX_Q9NYV4	MGI:1098802
NX_Q9NYV6	MGI:1925255
NX_Q9NYV7	MGI:2681247
NX_Q9NYV8	MGI:2681298
NX_Q9NYV9	MGI:2681259
NX_Q9NYW0	MGI:2681218
NX_Q9NYW3	MGI:2681278
NX_Q9NYW4	MGI:2685571
NX_Q9NYW5	MGI:2681210
NX_Q9NYW6	MGI:3606604
NX_Q9NYW7	MGI:2681253
NX_Q9NYW8	MGI:1927369
NX_Q9NYX4	MGI:1915816
NX_Q9NYY1	MGI:1890473
NX_Q9NYY3	MGI:1099790
NX_Q9NYY8	MGI:1922869
NX_Q9NYZ1	MGI:1914760
NX_Q9NYZ2	MGI:1914962
NX_Q9NYZ3	MGI:1352755
NX_Q9NYZ4	MGI:2681107
NX_Q9NZ01	MGI:1915408
NX_Q9NZ08	MGI:1933403
