UniProt-AC	UniProt-AC_reviewed	UniProt-ID	GeneID	RefSeq	GI	PDB	GO	PIR	MIM	UniGene	Ensembl_Gene	Ensembl_Transcript	Ensembl_Protein	BioGrid	STRING	KEGG	Gene_Name
Q5BJL1		Q5BJL1_RAT			60688655; 81882467		GO:0051015; GO:0045176; GO:0000902; GO:0043482; GO:0002064; GO:0001843										Shroom3
Q80T29		Q80T29_RAT			81912721; 30060320		GO:0005737; GO:0005634; GO:0005667; GO:0003677; GO:0003700; GO:0046983										Arnt
Q80ZF5		Q80ZF5_RAT			81895475; 28273604		GO:0014704; GO:0031430; GO:0005634; GO:0042383; GO:0030018; GO:0030506; GO:0005085; GO:0008307; GO:0036309										Obscurin
Q8CJH5		Q8CJH5_RAT			24475405; 81866560		GO:0031410; GO:0005794; GO:0070530; GO:0006914; GO:0016192										
A0A0B6VM63		A0A0B6VM63_RAT			752502780		GO:0016021; GO:0015377										slc12a1
B0BMX2		B0BMX2_RAT			165970932		GO:0005634; GO:0003677; GO:0046872; GO:0007275; GO:0006355										
D3ZA43		D3ZA43_RAT					GO:0003676				ENSRNOG00000029805	ENSRNOT00000063839	ENSRNOP00000062020		10116.ENSRNOP00000062020		Zfp780b
D3ZBC7		D3ZBC7_RAT									ENSRNOG00000009673	ENSRNOT00000012825	ENSRNOP00000012826		10116.ENSRNOP00000012826		Dhrs13
D3ZJU8		D3ZJU8_RAT									ENSRNOG00000049674	ENSRNOT00000047230	ENSRNOP00000046148				LOC685488
D3ZL85		D3ZL85_RAT	317444	NP_001178661.1; XP_006256896.1	300795323; 564398975		GO:0005743; GO:0005739; GO:0004408; GO:0046872; GO:0018063				ENSRNOG00000025910	ENSRNOT00000037862	ENSRNOP00000034552		10116.ENSRNOP00000034552	rno:317444	Hccs
D3ZLS5		D3ZLS5_RAT	362736	XP_006240148.1	564355941		GO:0046872; GO:0061630; GO:0035904; GO:0001892; GO:0003170; GO:0001779; GO:1903077; GO:0001843; GO:0051865; GO:0070534; GO:0060708; GO:0060707; GO:0003281				ENSRNOG00000006905	ENSRNOT00000008459	ENSRNOP00000008459		10116.ENSRNOP00000008459	rno:362736	Hectd1
D3ZPV5		D3ZPV5_RAT					GO:0022625; GO:0003735; GO:0006412				ENSRNOG00000050799	ENSRNOT00000056321	ENSRNOP00000053160		10116.ENSRNOP00000053160		
D4A1S0		D4A1S0_RAT					GO:0004252; GO:0006958				ENSRNOG00000011971	ENSRNOT00000056058	ENSRNOP00000052910				C1s
D4AAT5		D4AAT5_RAT	299202	XP_006225916.1; XP_006240379.1	564307561; 564356614		GO:0005524; GO:0004672				ENSRNOG00000005530	ENSRNOT00000007350	ENSRNOP00000007350		10116.ENSRNOP00000007350		Rps6kl1
M0R3Q2		M0R3Q2_RAT					GO:0016021				ENSRNOG00000009074	ENSRNOT00000072962	ENSRNOP00000063971		10116.ENSRNOP00000063971		
Q63275		Q63275_RAT			81863266; 609585		GO:0004252										
Q8VDA3		Q8VDA3_RAT			17977858; 81867118												NMDAR2A
A0A0B5AGM1		A0A0B5AGM1_RAT			747038926		GO:0003810										Tgm7
Q6LE97		Q6LE97_RAT			535736; 81891982		GO:0016021; GO:0022857; GO:0008643										
M0R693		M0R693_RAT					GO:0009897; GO:0042571; GO:0003823; GO:0034987; GO:0050853; GO:0006958; GO:0042742; GO:0045087; GO:0006911; GO:0006910; GO:0050871				ENSRNOG00000048384	ENSRNOT00000074930	ENSRNOP00000064936		10116.ENSRNOP00000064936		
M0R8B9		M0R8B9_RAT					GO:0005887; GO:0022841; GO:0005249; GO:1990573; GO:0071805; GO:0030322				ENSRNOG00000047005	ENSRNOT00000075153	ENSRNOP00000065715		10116.ENSRNOP00000065715		Kcnk5
M0RB60		M0RB60_RAT					GO:0031012; GO:0005615; GO:0016021; GO:0022405; GO:0060384; GO:0032474; GO:0007605				ENSRNOG00000012952	ENSRNOT00000072624	ENSRNOP00000066785				Lrig1
M0R828		M0R828_RAT									ENSRNOG00000047642	ENSRNOT00000073625	ENSRNOP00000065618				
M0R8J2		M0R8J2_RAT	497619	XP_006253298.1; XP_017455693.1; XP_017455694.1	564389423; 1046863961; 1046863958		GO:0005783; GO:0032580; GO:0016021; GO:0005654; GO:0046920; GO:0021799; GO:0097150; GO:0006486				ENSRNOG00000050857	ENSRNOT00000071166	ENSRNOP00000065788				Fut10
A0A1W2Q696		A0A1W2Q696_RAT					GO:0060271; GO:0001736				ENSRNOG00000010556	ENSRNOT00000093247	ENSRNOP00000076190				Intu
Q6TXI0		Q6TXI0_RAT			81870799; 37654254		GO:0016021; GO:0015450; GO:0006605										
O98184		O98184_RAT			81886922; 3790236		GO:0042613; GO:0019882; GO:0006955										RT1-Db1h
Q3B8R3		Q3B8R3_RAT			77748052		GO:0051015										LOC360570
Q9JL97		Q9JL97_RAT			81917550; 6970046		GO:0005623; GO:0005615; GO:0005507; GO:0004322; GO:0006879; GO:0006826										
A0A0G2JUZ5		A0A0G2JUZ5_RAT					GO:0005960; GO:0005739; GO:0005654; GO:0005886; GO:0019899; GO:0016594; GO:0004375; GO:0016829; GO:0030170; GO:1990830; GO:0006546; GO:0019464; GO:0065003				ENSRNOG00000011599	ENSRNOT00000089073	ENSRNOP00000069291				Gldc
A0A0G2JV28		A0A0G2JV28_RAT					GO:0005737; GO:0007283				ENSRNOG00000017144	ENSRNOT00000089168	ENSRNOP00000069326				Mea1
A0A0G2JWK6		A0A0G2JWK6_RAT					GO:0005886; GO:0008013; GO:0005546; GO:0090090; GO:0060828				ENSRNOG00000013623	ENSRNOT00000018300	ENSRNOP00000069918				Amer2
A0A0G2JWM7		A0A0G2JWM7_RAT	100911249	XP_008757509.1	672036211		GO:0005576; GO:0005615; GO:0032002; GO:0005125; GO:0032003; GO:0005102; GO:0051607; GO:0045087; GO:0008285; GO:0032696; GO:0032714; GO:0043381; GO:0045581; GO:0045892; GO:0002829; GO:0050778; GO:0032729; GO:0045345; GO:0046427; GO:0045893; GO:0042531; GO:0007259				ENSRNOG00000056251	ENSRNOT00000080740	ENSRNOP00000069941			rno:100911249	Ifnl1
A0A0G2JWY6		A0A0G2JWY6_RAT					GO:0098978; GO:0099524; GO:0014069; GO:0099523; GO:0019005; GO:0045202; GO:0021960; GO:0006974; GO:0021799; GO:0021800; GO:0021957; GO:0001764; GO:0043161; GO:0016567; GO:0060386; GO:0006511				ENSRNOG00000061515	ENSRNOT00000087489	ENSRNOP00000070065				Fbxo45
A0A0G2K1W7		A0A0G2K1W7_RAT									ENSRNOG00000007439	ENSRNOT00000087759	ENSRNOP00000072013				Unc13d
A0A0G2K2L5		A0A0G2K2L5_RAT	295892	NP_001000356.1	47577475		GO:0016021; GO:0005886; GO:0004930; GO:0004984; GO:0007186				ENSRNOG00000054133	ENSRNOT00000089048	ENSRNOP00000072292			rno:295892	Olr687
A0A0G2K2W5		A0A0G2K2W5_RAT	289759	XP_006251278.1	564384290		GO:0031672; GO:0043197; GO:0005509				ENSRNOG00000014409	ENSRNOT00000085847	ENSRNOP00000072403		10116.ENSRNOP00000019335		Myl7
A0A0G2K3T5		A0A0G2K3T5_RAT					GO:0042802				ENSRNOG00000013764	ENSRNOT00000083830	ENSRNOP00000072769				Fam118a
A0A0G2K456		A0A0G2K456_RAT					GO:0016021; GO:0042629; GO:0043303; GO:0033004				ENSRNOG00000042524	ENSRNOT00000078968	ENSRNOP00000072914				Milr1
A0A0G2K811		A0A0G2K811_RAT					GO:0005813; GO:0005737; GO:0005730; GO:0005654; GO:1990904; GO:0003682; GO:0042393; GO:0003723; GO:0006338; GO:0045944; GO:0010824; GO:0042273; GO:0000055; GO:0042274; GO:0000056; GO:0006407				ENSRNOG00000060714	ENSRNOT00000088791	ENSRNOP00000074426				
A0A0G2K910		A0A0G2K910_RAT	306792	XP_006253742.1	564390666		GO:0016021; GO:0005886; GO:0005178; GO:0038036; GO:0007193; GO:0001816; GO:0006954; GO:1903141; GO:0007219; GO:0032651				ENSRNOG00000014524	ENSRNOT00000085581	ENSRNOP00000074813				S1pr3
A0A0G2K9V5		A0A0G2K9V5_RAT									ENSRNOG00000055757	ENSRNOT00000089516	ENSRNOP00000075145				
A0A0G2KAP4		A0A0G2KAP4_RAT									ENSRNOG00000000439	ENSRNOT00000077205	ENSRNOP00000075474				Ager
M0R6A0		M0R6A0_RAT	497796	XP_006237188.1	564348437		GO:0016021; GO:0030246				ENSRNOG00000060241	ENSRNOT00000084796	ENSRNOP00000069726		10116.ENSRNOP00000064944		LOC497796
A0A0H2UHU7		A0A0H2UHU7_RAT									ENSRNOG00000031348	ENSRNOT00000034759	ENSRNOP00000035365				Tmem232
P97672		P97672_RAT			1685354; 81861741		GO:0003676										DZF16
Q04017		Q04017_RAT			81861774; 205648			H39690; I39690									NCAM
Q8K4B9		Q8K4B9_RAT			21311520; 81866767		GO:0050660; GO:0004499; GO:0050661										FMO2
Q925P0		Q925P0_RAT			14161689; 81879976												Sel1l
Q9Z1D5		Q9Z1D5_RAT			81870068; 4097677		GO:0007565										
A0A1R3UCK1		A0A1R3UCK1_RAT	308564	XP_008757573.1	672036395		GO:0030141; GO:0008233; GO:0004252; GO:0008236; GO:0006508										Klk12
Q8K5B0		Q8K5B0_RAT	363930	NP_001013248.1	81871397; 20378986; 61557366		GO:0016021; GO:0005886; GO:0044853; GO:0001931; GO:0030246; GO:0071354; GO:0050902; GO:0050900; GO:0050901									rno:363930	Selplg
Q99NN7		Q99NN7_RAT			12700185; 81867976		GO:0005634; GO:0004519; GO:0042393; GO:0042803; GO:0043565; GO:0061630; GO:0008270; GO:0030183; GO:0010390; GO:0033077; GO:0033151										Rag1
Q9QZU1		Q9QZU1_RAT			81872765; 5911367		GO:0005615; GO:0008009; GO:0006955; GO:0006954										
Q498U5		Q498U5_RAT	83617	XP_006234720.1	564342096; 71682358		GO:0005524; GO:0003677; GO:0004672										Hipk3
V9GZ84		V9GZ84_RAT					GO:0007249; GO:1902042; GO:0050769				ENSRNOG00000048802	ENSRNOT00000046832	ENSRNOP00000042080				LOC684466
M3ZCQ0		M3ZCQ0_RAT					GO:0005737; GO:0005829; GO:0050656; GO:0004027; GO:0047704; GO:0008144; GO:0050294; GO:0008146; GO:0016740; GO:0050427; GO:0007568; GO:0071305; GO:0017144; GO:0006068; GO:0014823; GO:0017085; GO:0031667; GO:0008202; GO:0051923				ENSRNOG00000047986	ENSRNOT00000041367	ENSRNOP00000043445				Sult2a1
Q63460		Q63460_RAT			206409; 81863323												PRP
E9PTE4		E9PTE4_RAT					GO:0016021; GO:0005886; GO:0004930				ENSRNOG00000048117	ENSRNOT00000049917	ENSRNOP00000044159				Vom2r-ps125
B2RYF5		B2RYF5_RAT	497914	NP_001120774.1	187469683; 187937034		GO:0016592; GO:0003712; GO:0006357									rno:497914	Med9
F1LN45		F1LN45_RAT					GO:0016021; GO:0005227; GO:0005261; GO:0006812; GO:0016048; GO:0051262; GO:0050951				ENSRNOG00000027770	ENSRNOT00000018521	ENSRNOP00000018521		10116.ENSRNOP00000018521		Trpm3
F1LNV0		F1LNV0_RAT					GO:0005623; GO:0005829; GO:0005789; GO:0005741; GO:0043209; GO:0031965; GO:0005654; GO:0046930; GO:0051434; GO:0015267; GO:0016248; GO:0002020; GO:0046982; GO:0042803; GO:0051721; GO:0070491; GO:0043565; GO:0031625; GO:0007015; GO:0031103; GO:0007409; GO:0001782; GO:0002326; GO:0042100; GO:0050853; GO:0001662; GO:0001658; GO:0043375; GO:0007569; GO:0098609; GO:0042149; GO:0071456; GO:0071310; GO:0021747; GO:0051607; GO:0048546; GO:0043583; GO:0032469; GO:0097192; GO:0008625; GO:0048041; GO:0022612; GO:0032835; GO:0031069; GO:0048873; GO:0008630; GO:0070059; GO:0008631; GO:0002320; GO:0008584; GO:0006582; GO:0030318; GO:0014031; GO:0001656; GO:2000811; GO:0010507; GO:0010523; GO:0030308; GO:0030336; GO:0032848; GO:2001240; GO:2000134; GO:2001243; GO:0033033; GO:0043524; GO:0030279; GO:0033689; GO:2000378; GO:0046671; GO:0051402; GO:0048599; GO:0035265; GO:0001503; GO:0001541; GO:0018105; GO:0018107; GO:0048753; GO:0030890; GO:0043085; GO:0030307; GO:0045636; GO:0040018; GO:0014042; GO:0033138; GO:0048743; GO:0014911; GO:0009791; GO:0006470; GO:0000209; GO:0072593; GO:0001952; GO:0010468; GO:0010559; GO:0046902; GO:0051881; GO:0006808; GO:0043497; GO:0043496; GO:0032880; GO:0031647; GO:0022898; GO:0045069; GO:0001836; GO:0003014; GO:0034097; GO:0010332; GO:0051384; GO:0042542; GO:0010039; GO:0002931; GO:0035094; GO:0010224; GO:0048536; GO:0033077; GO:0043029; GO:0048538				ENSRNOG00000002791	ENSRNOT00000003768	ENSRNOP00000003768				Bcl2
F1LRU2		F1LRU2_RAT					GO:0030286; GO:0005524; GO:0003777; GO:0007018				ENSRNOG00000003028	ENSRNOT00000004035	ENSRNOP00000004035		10116.ENSRNOP00000004035		Dnah17
F1M8A5		F1M8A5_RAT					GO:0005737; GO:0015630; GO:0005654; GO:0005634; GO:0032991; GO:0047485; GO:0043066; GO:0050821				ENSRNOG00000015703	ENSRNOT00000021091	ENSRNOP00000021091		10116.ENSRNOP00000021091		Hypk
F1MA83		F1MA83_RAT	100909977	XP_006221183.1; XP_006248349.1	564376696; 564314384		GO:0070062; GO:0005887; GO:0070053; GO:0022409; GO:0050729; GO:0050766				ENSRNOG00000042598	ENSRNOT00000066343	ENSRNOP00000062870		10116.ENSRNOP00000062870	rno:100909977	LOC100909977
W8W3G2		W8W3G2_RAT					GO:0016021; GO:0004930										Mgrg8
A8R0X5		A8R0X5_RAT			159576866		GO:0005615; GO:0005186										rEsp5
Q67B98		Q67B98_RAT			81872198; 40455575		GO:0004525; GO:0003723; GO:0006396; GO:0016075										
D3ZG10		D3ZG10_RAT					GO:0005829; GO:0005768; GO:0005654; GO:0005886				ENSRNOG00000018316	ENSRNOT00000024673	ENSRNOP00000024673				Grap2
Q63521		Q63521_RAT			407479; 81910564		GO:0042825; GO:0005524; GO:0016887; GO:0015440; GO:0042287; GO:0019885	S25576									TAP2C
Q7M081		Q7M081_RAT			81894331			A35771									
Q80XA5		Q80XA5_RAT			29838475; 81912889		GO:0016021; GO:0004888; GO:0045087; GO:0002755; GO:0050729; GO:0050707; GO:0002237; GO:0034162										Tlr9
Q8K481		Q8K481_RAT			21239256; 81901120		GO:0016021										
Q91WY1		Q91WY1_RAT			81902366; 16555905		GO:0005576; GO:0005102; GO:0007275; GO:0016055										Wnt-11
Q9JHT3		Q9JHT3_RAT			9663810; 81868490		GO:0016829; GO:0030976										
B0BNM3		B0BNM3_RAT	683687	NP_001121109.1	189083709; 165971326		GO:0005737; GO:0031410; GO:0030659; GO:0031234; GO:0005886; GO:0005802; GO:0005545; GO:0071933; GO:0042802; GO:0035091; GO:0042803; GO:0031625; GO:0036089; GO:0006897; GO:0016197; GO:0006886; GO:0060988; GO:0000281; GO:0097320; GO:0030838; GO:0043547; GO:0051044; GO:0045860; GO:0032461; GO:0006898									rno:683687	Snx9
D3ZBA3		D3ZBA3_RAT					GO:0046658; GO:0005886; GO:0032397; GO:0019900; GO:0023024; GO:0032393; GO:0032394; GO:0005102; GO:0050829; GO:0002385; GO:1905675; GO:0016525; GO:1900280; GO:0050860; GO:0014065; GO:2000353; GO:1902715; GO:0002729; GO:0043323; GO:0045954; GO:0002857; GO:0031295				ENSRNOG00000000097	ENSRNOT00000000109	ENSRNOP00000000109		10116.ENSRNOP00000000109		Cd160
D3ZCR3		D3ZCR3_RAT					GO:0005623; GO:0005634; GO:0000405; GO:0008301; GO:0000400; GO:0097100; GO:0032392; GO:0051103				ENSRNOG00000034130	ENSRNOT00000047553	ENSRNOP00000043407		10116.ENSRNOP00000045117		LOC108349189
D3ZL47		D3ZL47_RAT									ENSRNOG00000034129	ENSRNOT00000046568	ENSRNOP00000046757				
D3ZMN2		D3ZMN2_RAT					GO:0005634; GO:0042393; GO:0072572; GO:0008270; GO:0006974; GO:0018312; GO:0010835				ENSRNOG00000011293	ENSRNOT00000015130	ENSRNOP00000015130		10116.ENSRNOP00000015130		Hpf1
D3ZYR7		D3ZYR7_RAT	100910798	XP_003750474.2; XP_003754417.2	564309508; 564362211		GO:0005887; GO:0004930; GO:0038023				ENSRNOG00000050991	ENSRNOT00000040595	ENSRNOP00000044630			rno:100910798	LOC100910798
D4A1V8		D4A1V8_RAT	303963	XP_017453642.1; XP_017459834.1	1046853450; 1046821102		GO:0005737; GO:0019902; GO:0031593; GO:0003723; GO:0061630; GO:0004842; GO:0000209				ENSRNOG00000001956	ENSRNOT00000002678	ENSRNOP00000002678		10116.ENSRNOP00000002678		Dzip3
D4A6J4		D4A6J4_RAT					GO:0005694; GO:0005739; GO:0005634; GO:0016605; GO:0003916; GO:0003917; GO:0003697; GO:0008270; GO:0051304; GO:0006265; GO:0032042				ENSRNOG00000005099	ENSRNOT00000068351	ENSRNOP00000061212		10116.ENSRNOP00000061212		Top3a
D4A6K8		D4A6K8_RAT					GO:0031901; GO:0005789; GO:0005768; GO:0016021; GO:0031902; GO:0005765; GO:0005764; GO:0005886; GO:0032588; GO:0042287; GO:0061630; GO:0004842; GO:0008270; GO:0002495; GO:0006955; GO:0000209; GO:0016567				ENSRNOG00000026310	ENSRNOT00000032289	ENSRNOP00000038896		10116.ENSRNOP00000038896		March1
D4ADU7		D4ADU7_RAT	102551435	XP_006248650.1	564377512		GO:0016279				ENSRNOG00000029529	ENSRNOT00000002334	ENSRNOP00000002334		10116.ENSRNOP00000002334	rno:102551435	Eef1akmt4
Q6PAG9		Q6PAG9_RAT			37805418; 81892387		GO:0005524; GO:0046872; GO:0004550; GO:0006241; GO:0006183; GO:0006228										Nme7
Q9WU21		Q9WU21_RAT	57298	NP_065415.1	81917872; 10120486; 4558493		GO:0004364; GO:0042802; GO:0006749	B29231								rno:57298	Gstm3l
Q6ZMA2		Q6ZMA2_RAT	405205	NP_999625.1	47523970; 81911737; 46389642		GO:0016021; GO:0005886; GO:0004930; GO:0004984									rno:405205	Olr1718
B7T0X1		B7T0X1_RAT			212551783		GO:0006355										Sox3
M0RBP3		M0RBP3_RAT	500992	XP_006243080.1; XP_006243081.1; XP_017451331.1	564363591; 1046901077; 564363589						ENSRNOG00000027730	ENSRNOT00000072518	ENSRNOP00000066987				Nxpe1
M0RBY2		M0RBY2_RAT					GO:0016021; GO:0004930				ENSRNOG00000021468	ENSRNOT00000075324	ENSRNOP00000067084		10116.ENSRNOP00000067084		Grm8
W0UTF7		W0UTF7_RAT					GO:0004519; GO:0003676										Rad1
A0A1W2Q6K5		A0A1W2Q6K5_RAT					GO:0005737; GO:0008190; GO:0045947				ENSRNOG00000047537	ENSRNOT00000093754	ENSRNOP00000076287				LOC100912373
A0A096MJ85		A0A096MJ85_RAT	360483	XP_001077638.1; XP_340758.2	62655729; 109489630						ENSRNOG00000007268	ENSRNOT00000076532	ENSRNOP00000068034			rno:360483	RGD1561796
Q5J3G1		Q5J3G1_RAT			57113775; 81909755		GO:0016021; GO:0005886; GO:0016503; GO:0019236				ENSRNOG00000034119	ENSRNOT00000052300	ENSRNOP00000041610				Vom1r2
A0A096MJF7		A0A096MJF7_RAT	64561	NP_072148.2	815891310		GO:0005886; GO:0005516; GO:0003824; GO:0005977				ENSRNOG00000003063	ENSRNOT00000076850	ENSRNOP00000068112			rno:64561	Phka1
A0A096MK00		A0A096MK00_RAT					GO:0005576; GO:0030414				ENSRNOG00000051084	ENSRNOT00000076960	ENSRNOP00000068327				LOC103695128
A0A096MKH3		A0A096MKH3_RAT					GO:0005829; GO:0016021; GO:0005654; GO:0030672; GO:0005509; GO:0046928				ENSRNOG00000009932	ENSRNOT00000077049	ENSRNOP00000068515		10116.ENSRNOP00000068515		Mctp2
A0A1B0GWT7		A0A1B0GWT7_RAT					GO:0005770; GO:0071986; GO:0005085; GO:0060090; GO:0000186; GO:0034613; GO:0071230; GO:0032008; GO:0001558				ENSRNOG00000019908	ENSRNOT00000093008	ENSRNOP00000076016				Lamtor2
D3ZDW3		D3ZDW3_RAT	499624	NP_001178889.1	300794743		GO:0003700; GO:0006970				ENSRNOG00000038044	ENSRNOT00000015119	ENSRNOP00000062527		10116.ENSRNOP00000062527	rno:499624	Tsc22d2
Q2PS60		Q2PS60_RAT			83583635		GO:0005085; GO:0007264										
Q5G5J3		Q5G5J3_RAT			57901118; 81862064												
Q7YPA3		Q7YPA3_RAT			31789185; 81865558												RanoM301
E9PTR6		E9PTR6_RAT					GO:0036094				ENSRNOG00000028074	ENSRNOT00000028997	ENSRNOP00000036302				Lcn10
F1LVS1		F1LVS1_RAT	106146145	NP_001299592.1	916043983		GO:0005829; GO:0098982; GO:0031902; GO:0005886; GO:0098793; GO:0055038; GO:0032588; GO:0005509; GO:0005543; GO:0000149; GO:0019905; GO:1990502; GO:0007186; GO:0050804; GO:0035774; GO:0001956; GO:1905413; GO:0042147				ENSRNOG00000017893	ENSRNOT00000024072	ENSRNOP00000024072		10116.ENSRNOP00000024072	rno:106146145	Baiap3
M0R5I4		M0R5I4_RAT					GO:0005212; GO:0007601				ENSRNOG00000047653	ENSRNOT00000071613	ENSRNOP00000064652				Crybb1
M0R7X5		M0R7X5_RAT					GO:0005783; GO:0016021; GO:0016409; GO:0016746; GO:0018345; GO:0007224				ENSRNOG00000003925	ENSRNOT00000072729	ENSRNOP00000065563		10116.ENSRNOP00000065563		Hhat
M0RBM6		M0RBM6_RAT					GO:0005794				ENSRNOG00000047809	ENSRNOT00000074353	ENSRNOP00000066967		10116.ENSRNOP00000066967		
M0RC41		M0RC41_RAT					GO:0005813; GO:0080008; GO:0005737				ENSRNOG00000050790	ENSRNOT00000074796	ENSRNOP00000067148				Dcaf12
M0RD46		M0RD46_RAT	405340	NP_001000984.1	47577885		GO:0016021; GO:0005886; GO:0004930; GO:0004984; GO:0007186				ENSRNOG00000030965	ENSRNOT00000047442	ENSRNOP00000067542			rno:405340	Olr1164
A0A0G2JVQ2		A0A0G2JVQ2_RAT	309447	XP_006231555.1	564333997		GO:1990907; GO:0031252; GO:0000790; GO:0005634; GO:0032991; GO:0005667; GO:0003682; GO:0001158; GO:0019899; GO:0030274; GO:0042803; GO:0043621; GO:0001102; GO:0003712; GO:0009948; GO:0022607; GO:0021702; GO:0021549; GO:0010669; GO:0001702; GO:0001942; GO:0060322; GO:0043973; GO:0048382; GO:0007275; GO:0045647; GO:0000122; GO:0045892; GO:0030182; GO:0045785; GO:0046985; GO:0045944; GO:0030334; GO:0032784; GO:0051893; GO:0043549; GO:0035019; GO:0006366; GO:0000972; GO:0016055				ENSRNOG00000018468	ENSRNOT00000079483	ENSRNOP00000069575				Ldb1
A0A0G2JW43		A0A0G2JW43_RAT									ENSRNOG00000054635	ENSRNOT00000089799	ENSRNOP00000069735				
A0A0G2JWH0		A0A0G2JWH0_RAT	25743	XP_008766789.1	672070541		GO:0016021; GO:0015467; GO:0034765				ENSRNOG00000001658	ENSRNOT00000079955	ENSRNOP00000069879				Kcnj6
Q3YAF8		Q3YAF8_RAT			73487233		GO:0016021										Adipor1
Q5I9W2		Q5I9W2_RAT			57169101; 81889053		GO:0005922; GO:0016021; GO:0007154										Cx57
A0A0G2JTF5		A0A0G2JTF5_RAT					GO:0005737; GO:0004197; GO:0004843; GO:0036459; GO:0090263; GO:0016579; GO:0071108; GO:0006511				ENSRNOG00000051889	ENSRNOT00000090003	ENSRNOP00000068692		10116.ENSRNOP00000033131		Usp34
A0A0G2JWL3		A0A0G2JWL3_RAT					GO:0043087; GO:0007165				ENSRNOG00000013780	ENSRNOT00000089538	ENSRNOP00000069925				Nf1
A0A0G2JWR5		A0A0G2JWR5_RAT	103694865	XP_008772036.1	672089580		GO:0005634; GO:0046872; GO:0003723; GO:0006355				ENSRNOG00000054871	ENSRNOT00000090259	ENSRNOP00000069984			rno:103694865	LOC103694865
A0A0G2JY41		A0A0G2JY41_RAT					GO:0005654; GO:0003676				ENSRNOG00000061862	ENSRNOT00000081553	ENSRNOP00000070510				Zbtb10
A0A0G2JZH0		A0A0G2JZH0_RAT	301574	XP_006245435.1; XP_006245436.1; XP_006245437.1; XP_017451869.1	564369453; 564369451; 564369455; 1046903970		GO:0005829; GO:0016020; GO:0032991; GO:0019900; GO:0030295; GO:0043539; GO:0004674; GO:0044877; GO:0032147; GO:0035556; GO:0018105; GO:0010800; GO:0071902; GO:0014823; GO:0097066; GO:0023014				ENSRNOG00000017297	ENSRNOT00000085332	ENSRNOP00000071044		10116.ENSRNOP00000060020		Cab39
A0A0G2K1C7		A0A0G2K1C7_RAT					GO:0005634; GO:0003700; GO:0046872; GO:0043565				ENSRNOG00000028651	ENSRNOT00000080364	ENSRNOP00000071790				RGD1566386
A0A0G2K2B8		A0A0G2K2B8_RAT					GO:0005737; GO:0005886; GO:0003779; GO:0019899; GO:0035259; GO:0042802; GO:0044325; GO:0019904; GO:0046982; GO:0017080; GO:0006713; GO:0042921; GO:0006886; GO:0086010; GO:0050774; GO:0045893; GO:2000649				ENSRNOG00000055471	ENSRNOT00000086769	ENSRNOP00000072179				Ywhah
A0A0G2K3H4		A0A0G2K3H4_RAT					GO:0045177; GO:0005856; GO:0005829; GO:0005886; GO:0031032; GO:0045785; GO:0010628; GO:0051549; GO:0042060				ENSRNOG00000056550	ENSRNOT00000090366	ENSRNOP00000072639				Epb41l4b
A0A0G2K423		A0A0G2K423_RAT					GO:0016020; GO:0004896				ENSRNOG00000015654	ENSRNOT00000081558	ENSRNOP00000072873				Ghr
A0A0G2K455		A0A0G2K455_RAT					GO:0005615; GO:0043231; GO:0047619; GO:0052689				ENSRNOG00000036571	ENSRNOT00000080995	ENSRNOP00000072913				Ces2c
A0A0G2K502		A0A0G2K502_RAT	307270	XP_006254985.1	564393980		GO:0005739; GO:0004471; GO:0004473; GO:0004470; GO:0046872; GO:0051287; GO:0006108; GO:0006090; GO:1902031				ENSRNOG00000015582	ENSRNOT00000079093	ENSRNOP00000073241		10116.ENSRNOP00000041737		Me2
A0A0G2K7X7		A0A0G2K7X7_RAT					GO:0005623; GO:0005579; GO:0006883; GO:0006956				ENSRNOG00000061379	ENSRNOT00000082548	ENSRNOP00000074387		10116.ENSRNOP00000057091		C7
A0A0G2KAZ4		A0A0G2KAZ4_RAT					GO:0005634; GO:0003677; GO:0030154; GO:0045944				ENSRNOG00000059889	ENSRNOT00000088669	ENSRNOP00000075585				
D4A253		D4A253_RAT					GO:0005737; GO:0043231; GO:0008392; GO:0020037; GO:0005506; GO:0016712; GO:0008395; GO:0019373; GO:0042738; GO:0006082; GO:0055114; GO:0006805				ENSRNOG00000054181	ENSRNOT00000085373	ENSRNOP00000069454		10116.ENSRNOP00000021746		LOC100361547
A0A0G2K5L5		A0A0G2K5L5_RAT									ENSRNOG00000000456	ENSRNOT00000082047	ENSRNOP00000073470				Psmb8
A0A0G2K5N6		A0A0G2K5N6_RAT	25537	NP_037154.2	398650620		GO:0005813; GO:0036464; GO:0005829; GO:0005524; GO:0046872; GO:0017048; GO:0072518; GO:0071394; GO:0051298; GO:0030866; GO:0007249; GO:0016525; GO:1903347; GO:0035509; GO:0045019; GO:0150033; GO:0018105; GO:0018107; GO:1902004; GO:1902961; GO:0010825; GO:0010595; GO:0010628; GO:1902966; GO:0001934; GO:0051496; GO:0072659; GO:1903140; GO:0045616; GO:0007266; GO:0006939; GO:0039694				ENSRNOG00000004496	ENSRNOT00000090816	ENSRNOP00000073496			rno:25537	Rock2
A0A0G2K9R0		A0A0G2K9R0_RAT	361004	NP_001258204.1	404312673		GO:0031462; GO:0008270; GO:1902667				ENSRNOG00000056617	ENSRNOT00000081997	ENSRNOP00000075092		10116.ENSRNOP00000012696	rno:361004	Zswim8
